galaxy,model_id,fit_mode,region,n_rows,failed,chi2,loss,rms_kms,signed_kms,signed_standardized
NGC0100,C_core,full,outer_third,7,False,1.0876761848371619,0.15538231211959455,2.6423446798009533,-1.0146438849632144,-0.07340144363540392
NGC0247,C_core,full,inner_third,9,False,38.32743509814538,4.258603899793931,3.727989876793095,-0.576916721639664,-0.4445927271850166
NGC0247,C_core,full,middle_third,9,False,2.718684750639959,0.3020760834044399,2.623277848587333,1.5000332773692564,0.34274277807571923
NGC0247,C_core,full,outer_third,8,False,2.522698095397576,0.315337261924697,4.769964082824987,-4.513764826940221,-0.5222992415692553
NGC0289,C_core,full,inner_third,10,False,34.738161317914205,3.4738161317914207,27.26949192331791,18.1026867003809,0.2830213555465338
NGC0289,C_core,full,middle_third,9,False,11.062342337676457,1.2291491486307173,6.1060204649922225,2.601158265872433,0.4659917325648345
NGC0289,C_core,full,outer_third,9,False,3.6153101533139997,0.40170112814599995,5.164885791641949,-1.6969566089411943,-0.09412191418219705
NGC0300,C_core,full,inner_third,9,False,7.0731442423281425,0.785904915814238,4.522182753398631,-2.352492348632692,-0.44295072686013326
NGC0300,C_core,full,middle_third,8,False,5.6943136851494955,0.7117892106436869,4.392586923659676,3.7872648448783384,0.6250631960620816
NGC0300,C_core,full,outer_third,8,False,1.1198325904812785,0.1399790738101598,2.3633744127299514,0.6632802404058662,-0.0326272575655803
NGC0801,C_core,full,inner_third,5,False,53.62166832657067,10.724333665314134,20.3037776311374,4.823086716076119,0.7779172122703415
