tier,model,fit_mode,galaxy,n_rows,n_train,n_outer,n_parameters,eta,chi2_data,prior_penalty,objective,physical_length_kpc,physical_amplitude_kms,length_catalogue_kpc,amplitude_catalogue_kms,ml_disk,ml_bulge,distance_ratio,inclination_deg,halo_bound_hit,eta_bound_hit,nuisance_bound_hit,maximum_abs_pull,regime_ratio,guard_active,guard_refitted_here,optimizer_success,train_admissible,outer_admissible,current_display,nfw_reused_from_matched_tier
fixed_inputs,nfw,full,ESO116-G012,15,15,3,2,,30.398477754824203,0.0,30.398477754824203,24.04641084251463,295.5081799156604,24.04641084251463,295.5081799156604,0.5,0.7,1.0,74.0,False,False,False,0.0,9.716226004928279e-07,False,False,True,True,True,False,False
fixed_inputs,core,full,ESO444-G084,7,7,0,2,0.3,20.02017917470209,0.0,20.02017917470209,1.1696821362113088,69.83945826641988,1.1696821362113088,69.83945826641988,0.5,0.7,1.0,32.0,False,False,False,0.0,8.76653576045138e-08,False,False,True,True,True,False,False
fixed_inputs,nfw,full,ESO444-G084,7,7,0,2,,3.349026599496533,0.0,3.349026599496533,12.714368837372833,194.3741869826471,12.714368837372833,194.3741869826471,0.5,0.7,1.0,32.0,False,False,False,0.0,4.203739289521086e-07,False,False,True,True,True,False,False
fixed_inputs,core,full,ESO563-G021,30,30,6,2,0.3,342.6807389905203,0.0,342.6807389905203,6.929835002331412,345.7995626814796,6.929835002331412,345.7995626814796,0.5,0.7,1.0,83.0,False,False,False,0.0,2.1491917471242986e-06,False,False,True,True,True,False,False
fixed_inputs,nfw,full,ESO563-G021,30,30,6,2,,577.7054771752254,0.0,577.7054771752254,39.06059583982452,649.2707430523153,39.06059583982452,649.2707430523153,0.5,0.7,1.0,83.0,False,False,False,0.0,4.69040410288583e-06,False,False,True,True,True,False,False
fixed_inputs,core,full,F565-V2,7,7,0,2,0.3,0.2864280737521649,0.0,0.2864280737521649,3.2010655330873394,88.251282549712,3.2010655330873394,88.251282549712,0.5,0.7,1.0,60.0,False,False,False,0.0,1.3998075647163385e-07,False,False,True,True,True,False,False
fixed_inputs,nfw,full,F565-V2,7,7,0,2,,1.8697709470937576,0.0,1.8697709470937576,4999.9999999937245,2675.613573921729,4999.9999999937245,2675.613573921729,0.5,0.7,1.0,60.0,True,False,False,0.0,7.965359384093796e-05,False,False,True,True,True,False,False
fixed_inputs,core,full,F568-3,18,18,4,2,0.3,14.792389038559724,0.0,14.792389038559724,3.9624989414789233,113.89767497893554,3.9624989414789233,113.89767497893554,0.5,0.7,1.0,40.0,False,False,False,0.0,2.3316105000266167e-07,False,False,True,True,True,True,False
fixed_inputs,nfw,full,F568-3,18,18,4,2,,51.03379404285348,0.0,51.03379404285348,4999.999999999995,2636.3238854643423,4999.999999999995,2636.3238854643423,0.5,0.7,1.0,40.0,True,False,False,0.0,7.733144457468584e-05,False,False,True,True,True,True,False
fixed_inputs,core,full,F568-V1,15,15,3,2,0.3,6.267627104477277,0.0,6.267627104477277,2.4752907324527635,130.54142000495375,2.4752907324527635,130.54142000495375,0.5,0.7,1.0,40.0,False,False,False,0.0,3.062830406404374e-07,False,False,True,True,True,False,False
