tier,model,fit_mode,galaxy,radius_kpc,prediction_kms,catalogue_baryon_v2,fitted_baryon_v2,halo_v2,is_observed_radius
expanded_family,nfw,full,NGC4559,17.56122807017544,123.66060302897698,5004.307829385818,3243.7854835334247,12048.159257956806,False
expanded_family,nfw,full,NGC4559,17.612105263157893,123.69136829210915,5004.309563153608,3244.472830686032,12055.08175928815,False
expanded_family,nfw,full,NGC4559,17.662982456140348,123.72269450995327,5004.606250784876,3245.355731715142,12061.949405088078,False
expanded_family,nfw,full,NGC4559,17.713859649122806,123.75470328566477,5005.242309872901,3246.4640384660474,12068.76254685688,False
expanded_family,nfw,full,NGC4559,17.72,123.75861838159865,5005.344149999999,3246.614470417729,12069.581153304438,True
expanded_family,nfw,full,NGC4559,17.76473684210526,123.78787577584738,5006.390217984381,3247.916655622883,12075.52153347374,False
expanded_family,nfw,full,NGC4559,17.81561403508772,123.82257884011958,5008.179946989853,3249.8043193977296,12082.226711219897,False
expanded_family,nfw,full,NGC4559,17.866491228070174,123.85840118545538,5010.463051484394,3252.025120415774,12088.87842380144,False
expanded_family,nfw,full,NGC4559,17.91736842105263,123.89492386406582,5013.088198335725,3254.4751469106513,12095.477012372012,False
expanded_family,nfw,full,NGC4559,17.968245614035087,123.93172839378602,5015.904054411569,3257.0504871159956,12102.02281555515,False
expanded_family,nfw,full,NGC4559,18.019122807017542,123.96839677406463,5018.759286579647,3259.647229265444,12108.516169466475,False
expanded_family,nfw,full,NGC4559,18.07,124.00451148780138,5021.502561707684,3262.1614615926287,12114.957407735636,False
expanded_family,nfw,full,NGC4559,18.120877192982455,124.03965548911856,5023.982546663401,3264.4892723311877,12121.34686152803,False
expanded_family,nfw,full,NGC4559,18.17175438596491,124.07341217715037,5026.047908314523,3266.5267497147547,12127.684859566294,False
expanded_family,nfw,full,NGC4559,18.222631578947368,124.10536535592867,5027.54731352877,3268.1699819769656,12133.971728151575,False
expanded_family,nfw,full,NGC4559,18.273508771929823,124.13509918043353,5028.329429173867,3269.3150573514554,12140.207791184614,False
expanded_family,nfw,full,NGC4559,18.28,124.13871196114631,5028.3699,3269.420018687411,12140.99978868504,True
expanded_family,nfw,full,NGC4559,18.32438596491228,124.16304830339621,5028.549976564811,3270.0691938049126,12146.393370186588,False
expanded_family,nfw,full,NGC4559,18.375263157894736,124.19039455314504,5028.634747081145,3270.725314946094,12152.528784319744,False
expanded_family,nfw,full,NGC4559,18.42614035087719,124.21713579678105,5028.582139838749,3271.282475148125,12158.614350407819,False
expanded_family,nfw,full,NGC4559,18.47701754385965,124.24325279066653,5028.384376259724,3271.7354810491656,12164.650382956303,False
expanded_family,nfw,full,NGC4559,18.527894736842104,124.26872628887686,5028.033677766175,3272.0791392873784,12170.63719417242,False
expanded_family,nfw,full,NGC4559,18.578771929824562,124.29353704230115,5027.522265780205,3272.308256500926,12176.575093984964,False
expanded_family,nfw,full,NGC4559,18.629649122807017,124.31766579771308,5026.842361723915,3272.417639327969,12182.46439006391,False
expanded_family,nfw,full,NGC4559,18.68052631578947,124.34109329681209,5025.986187019411,3272.402094406669,12188.30538783986,False
expanded_family,nfw,full,NGC4559,18.73140350877193,124.36380027523461,5024.945963088794,3272.2564283751904,12194.098390523253,False
expanded_family,nfw,full,NGC4559,18.782280701754384,124.38576746153515,5023.713911354169,3271.975447871693,12199.843699123405,False
expanded_family,nfw,full,NGC4559,18.83315789473684,124.40697557613755,5022.282253237638,3271.5539595343384,12205.541612467348,False
expanded_family,nfw,full,NGC4559,18.884035087719298,124.42740533025595,5020.643210161304,3270.9867700012896,12211.192427218519,False
expanded_family,nfw,full,NGC4559,18.934912280701752,124.44703742478526,5018.78900354727,3270.268685910708,12216.796437895195,False
expanded_family,nfw,full,NGC4559,18.98578947368421,124.46585254916135,5016.711854817641,3269.3945139007556,12222.35393688882,False
expanded_family,nfw,full,NGC4559,19.02,124.47803505671456,5015.1859,3268.716342682905,12226.064868897754,True
expanded_family,nfw,full,NGC4559,19.036666666666665,124.48388790048246,5014.424475094697,3268.3731323378174,12227.865214482064,False
expanded_family,nfw,full,NGC4559,19.08754385964912,124.50183861812754,5012.178279881362,3267.3772604274463,12233.330558866826,False
expanded_family,nfw,full,NGC4559,19.13842105263158,124.51978427156806,5010.001909013023,3266.4264188759385,12238.750256161908,False
expanded_family,nfw,full,NGC4559,19.189298245614033,124.53755502946633,5007.833605509873,3265.4780222867157,12244.124590430638,False
expanded_family,nfw,full,NGC4559,19.24017543859649,124.55498114873384,5005.611612392102,3264.489485263197,12249.453843698248,False
expanded_family,nfw,full,NGC4559,19.291052631578946,124.57189297099866,5003.274172679905,3263.418222408805,12254.738295969139,False
expanded_family,nfw,full,NGC4559,19.3419298245614,124.58812091676664,5000.75952939347,3262.22164832696,12259.978225243904,False
expanded_family,nfw,full,NGC4559,19.39280701754386,124.60349547728318,4998.005925552992,3260.8571776210815,12265.17390753625,False
