galaxy,model,n_inner,n_outer,outer_loss,inner_loss,outer_rms_kms,invalid_outer_rows,invalid_inner_rows,inference_allowed
F568-V1,adaptive_primary,12,3,0.4005599083364048,0.02847994935854138,9.154386584008462,0,0,True
F568-V1,baryon_only,12,3,22.672064860107856,50.31530854715555,70.60432885485167,0,0,True
F568-V1,compact_plummer,12,3,2.497164976427953,0.07328213038499119,22.649154156877454,0,0,True
F568-V1,core,12,3,2.3733123751832945,0.08429936096497175,22.07514769658069,0,0,False
F568-V1,envelope_a0.5,12,3,0.4005599083364048,0.02847994935854138,9.154386584008462,0,0,False
F568-V1,envelope_a1,12,3,0.8647872269526901,0.07194560169532475,13.366712220836614,0,0,False
F568-V1,envelope_a2,12,3,1.3924580243954232,0.07950802234615892,16.91929811878871,0,0,False
F568-V1,extended,12,3,0.8647872372906106,0.07194560169532453,13.36671229988669,0,0,True
F568-V1,inverse_extended,12,3,0.0,0.07194560169532453,0.0,0,0,False
F568-V1,nfw,12,3,1.1245161148610092,0.1315870129745837,15.24101944137511,0,0,True
F568-V1,posthoc_gate_80,12,3,0.8647872372906106,0.07194560169532453,13.36671229988669,0,0,False
F568-V1,posthoc_gate_90,12,3,0.8647872372906106,0.07194560169532453,13.36671229988669,0,0,False
F568-V1,posthoc_gate_95,12,3,0.8647872372906106,0.07194560169532453,13.36671229988669,0,0,False
F568-V1,scalar_core,12,3,2.373312378203215,0.08429936096497202,22.07514771068191,0,0,True
F571-8,adaptive_conservative,10,3,4.582737013281906,0.325643356757409,10.511192485677986,0,0,False
F571-8,adaptive_primary,10,3,4.582737013281906,0.325643356757409,10.511192485677986,0,0,True
F571-8,baryon_only,10,3,662.5133231928752,134.19063335026678,110.78463494787692,0,0,True
F571-8,compact_plummer,10,3,4.582737013281906,0.325643356757409,10.511192485677986,0,0,True
F571-8,core,10,3,4.582737013281906,0.325643356757409,10.511192485677986,0,0,False
F571-8,envelope_a0.5,10,3,4.582737013281906,0.325643356757409,10.511192485677986,0,0,False
F571-8,envelope_a1,10,3,4.582737013281906,0.325643356757409,10.511192485677986,0,0,False
F571-8,envelope_a2,10,3,4.582737013281906,0.325643356757409,10.511192485677986,0,0,False
F571-8,extended,10,3,4.582737021658372,0.3256433567574088,10.511192494407782,0,0,True
F571-8,inverse_extended,10,3,0.0,0.3256433567574088,0.0,0,0,False
F571-8,nfw,10,3,22.251974009325384,0.6976700160811096,22.771323725900487,0,0,True
F571-8,posthoc_gate_80,10,3,4.5827369353740846,0.32564335675740835,10.511192404483902,0,0,False
F571-8,posthoc_gate_90,10,3,4.5827369353740846,0.32564335675740835,10.511192404483902,0,0,False
F571-8,posthoc_gate_95,10,3,4.5827369353740846,0.32564335675740835,10.511192404483902,0,0,False
F571-8,scalar_core,10,3,4.5827369353740846,0.32564335675740835,10.511192404483902,0,0,True
F574-1,adaptive_conservative,11,3,3.5524528948743104,0.3816285446581567,8.949668498868277,0,0,False
F574-1,adaptive_primary,11,3,0.0034002603875285336,0.12227954752222164,0.26612639524521126,0,0,True
F574-1,baryon_only,11,3,120.57977595696146,96.47701902525283,51.44466149921336,0,0,True
F574-1,compact_plummer,11,3,3.8428598015801025,0.31701340464863176,9.294168212869096,0,0,True
F574-1,core,11,3,3.5524528948743104,0.3816285446581567,8.949668498868277,0,0,False
F574-1,envelope_a0.5,11,3,0.0034002603875285336,0.12227954752222164,0.26612639524521126,0,0,False
F574-1,envelope_a1,11,3,1.4202072118874594,0.3366245653072064,5.65969812836384,0,0,False
F574-1,envelope_a2,11,3,1.4793684649830567,0.34183150894112235,5.773045435705539,0,0,False
F574-1,extended,11,3,1.4202071242583487,0.3366245653072075,5.659697953896281,0,0,True
F574-1,inverse_extended,11,3,0.0,0.3366245653072075,0.0,0,0,False
F574-1,nfw,11,3,3.245582652629231,1.4245674814991647,8.587970654315248,0,0,True
F574-1,posthoc_gate_80,11,3,1.4202071242583487,0.3366245653072075,5.659697953896281,0,0,False
F574-1,posthoc_gate_90,11,3,1.4202071242583487,0.3366245653072075,5.659697953896281,0,0,False
F574-1,posthoc_gate_95,11,3,3.5524529336874426,0.381628544658156,8.949668546977684,0,0,False
F574-1,scalar_core,11,3,3.5524529336874426,0.381628544658156,8.949668546977684,0,0,True
F583-1,adaptive_conservative,20,5,3.6221041253210884,0.11255018844680764,12.580537677492213,0,0,False
F583-1,adaptive_primary,20,5,3.6221041253210884,0.11255018844680764,12.580537677492213,0,0,True
F583-1,baryon_only,20,5,39.236097687932855,54.44236994660872,48.720526646717516,0,0,True
F583-1,compact_plummer,20,5,3.6221041212044547,0.11255018844680745,12.580537669792026,0,0,True
F583-1,core,20,5,3.6221041253210884,0.11255018844680764,12.580537677492213,0,0,False
F583-1,envelope_a0.5,20,5,3.6221041253210884,0.11255018844680764,12.580537677492213,0,0,False
F583-1,envelope_a1,20,5,3.6221041253210884,0.11255018844680764,12.580537677492213,0,0,False
F583-1,envelope_a2,20,5,3.6221041253210884,0.11255018844680764,12.580537677492213,0,0,False
F583-1,extended,20,5,3.622104131858324,0.11255018844680745,12.58053768972014,0,0,True
F583-1,inverse_extended,20,5,1.9945520171513977e-30,0.11255018844680745,1.9065862296939057e-14,0,0,False
F583-1,nfw,20,5,8.6527199186241,1.0279110470795554,19.88063604990707,0,0,True
F583-1,posthoc_gate_80,20,5,3.622104121193425,0.11255018844680761,12.580537669771394,0,0,False
F583-1,posthoc_gate_90,20,5,3.622104121193425,0.11255018844680761,12.580537669771394,0,0,False
F583-1,posthoc_gate_95,20,5,3.622104121193425,0.11255018844680761,12.580537669771394,0,0,False
F583-1,scalar_core,20,5,3.622104121193425,0.11255018844680761,12.580537669771394,0,0,True
F583-4,adaptive_conservative,9,3,4.49670700613346,0.5050550911661884,10.390665773532724,0,0,False
F583-4,adaptive_primary,9,3,1.435669435635938,0.19121834309860355,5.871151773682816,0,0,True
F583-4,baryon_only,9,3,50.57742999706996,28.191386758948866,34.84772724625883,0,0,True
F583-4,compact_plummer,9,3,4.888283716942181,0.43063478628982405,10.833637064429553,0,0,True
F583-4,core,9,3,4.49670700613346,0.5050550911661884,10.390665773532724,0,0,False
F583-4,envelope_a0.5,9,3,1.435669435635938,0.19121834309860355,5.871151773682816,0,0,False
F583-4,envelope_a1,9,3,1.0955632271464573,0.3900405795728304,5.12878865657247,0,0,False
F583-4,envelope_a2,9,3,2.3812551953135586,0.4618563734408146,7.561344935887963,0,0,False
F583-4,extended,9,3,1.0955632296983981,0.3900405795728309,5.12878866254582,0,0,True
F583-4,inverse_extended,9,3,0.0,0.3900405795728309,0.0,0,0,False
F583-4,nfw,9,3,0.11470738235392074,0.14613405916804434,1.6595554375547796,0,0,True
F583-4,posthoc_gate_80,9,3,1.0955632296983981,0.3900405795728309,5.12878866254582,0,0,False
F583-4,posthoc_gate_90,9,3,1.0955632296983981,0.3900405795728309,5.12878866254582,0,0,False
F583-4,posthoc_gate_95,9,3,4.496707119353793,0.5050550911661893,10.390665904343408,0,0,False
F583-4,scalar_core,9,3,4.496707119353793,0.5050550911661893,10.390665904343408,0,0,True
IC2574,adaptive_conservative,27,7,1.4801002784008173,2.618999228035106,2.848135467764691,0,0,False
IC2574,adaptive_primary,27,7,1.4801002784008173,2.618999228035106,2.848135467764691,0,0,True
IC2574,baryon_only,27,7,117.07613801825097,311.3415505679194,30.78436260157142,0,0,True
IC2574,compact_plummer,27,7,1.7755684407765095,2.51223933558912,3.14828429482914,0,0,True
IC2574,core,27,7,1.4801002784008173,2.618999228035106,2.848135467764691,0,0,False
IC2574,envelope_a0.5,27,7,1.7344156076388804,2.5504878807640505,3.1073314951673185,0,0,False
IC2574,envelope_a1,27,7,2.042890617393994,2.5123962626101015,3.4038962323635458,0,0,False
IC2574,envelope_a2,27,7,2.051096371693986,2.562064613381349,3.4088804973484566,0,0,False
IC2574,extended,27,7,2.042890689286377,2.5123962626101046,3.4038962996132898,0,0,True
IC2574,inverse_extended,27,7,0.05599202100220978,2.5123962626101046,1.6079400998736622,0,0,False
IC2574,nfw,27,7,9.600929347606405,31.524334917871354,8.026794862700514,0,0,True
IC2574,posthoc_gate_80,27,7,1.4801003096351333,2.6189992280351055,2.8481355007117988,0,0,False
IC2574,posthoc_gate_90,27,7,1.4801003096351333,2.6189992280351055,2.8481355007117988,0,0,False
IC2574,posthoc_gate_95,27,7,1.4801003096351333,2.6189992280351055,2.8481355007117988,0,0,False
IC2574,scalar_core,27,7,1.4801003096351333,2.6189992280351055,2.8481355007117988,0,0,True
IC4202,adaptive_conservative,25,7,32.02934458555864,5.969846316855402,38.78685538552802,0,0,False
IC4202,adaptive_primary,25,7,32.02934458555864,5.969846316855402,38.78685538552802,0,0,True
IC4202,baryon_only,25,7,108.90174888791076,243.08218659408914,76.0405743428762,0,0,True
IC4202,compact_plummer,25,7,32.02934458555864,5.969846316855402,38.78685538552802,0,0,True
IC4202,core,25,7,32.02934458555864,5.969846316855402,38.78685538552802,0,0,False
IC4202,envelope_a0.5,25,7,24.66537902508221,5.861931480102083,33.773158438377514,0,0,False
IC4202,envelope_a1,25,7,22.10000698048245,5.759019932130697,31.87760300136475,0,0,False
IC4202,envelope_a2,25,7,19.76637125228324,5.706957300463228,30.104610645753333,0,0,False
IC4202,extended,25,7,22.100007722292624,5.759019932130697,31.877603568362666,0,0,True
IC4202,inverse_extended,25,7,0.021086530087901085,5.7590199321306965,2.1409333313558556,0,0,False
IC4202,nfw,25,7,4.119906856155298,20.44048330832582,17.746327214460724,0,0,True
IC4202,posthoc_gate_80,25,7,22.100007722292624,5.7590199321306965,31.877603568362666,0,0,False
IC4202,posthoc_gate_90,25,7,22.100007722292624,5.7590199321306965,31.877603568362666,0,0,False
IC4202,posthoc_gate_95,25,7,22.100007722292624,5.7590199321306965,31.877603568362666,0,0,False
IC4202,scalar_core,25,7,32.02934534313694,5.969846316855438,38.78685589746757,0,0,True
KK98-251,adaptive_conservative,12,3,10.754134351861529,0.07310755618616878,6.558699368582625,0,0,False
KK98-251,adaptive_primary,12,3,10.754134351861529,0.07310755618616878,6.558699368582625,0,0,True
KK98-251,baryon_only,12,3,53.112406068218256,15.390743856580153,14.575651761512177,0,0,True
KK98-251,compact_plummer,12,3,10.75413435181298,0.0731075561861686,6.55869936856782,0,0,True
KK98-251,core,12,3,10.754134351861529,0.07310755618616878,6.558699368582625,0,0,False
KK98-251,envelope_a0.5,12,3,10.754134351861529,0.07310755618616878,6.558699368582625,0,0,False
KK98-251,envelope_a1,12,3,10.754134351861529,0.07310755618616878,6.558699368582625,0,0,False
KK98-251,envelope_a2,12,3,10.754134351861529,0.07310755618616878,6.558699368582625,0,0,False
KK98-251,extended,12,3,10.75413435181298,0.0731075561861686,6.55869936856782,0,0,True
KK98-251,inverse_extended,12,3,10.75413435181298,0.0731075561861686,6.55869936856782,0,0,False
KK98-251,nfw,12,3,2.361968712782438,0.7384947277338628,3.0737395548630584,0,0,True
KK98-251,posthoc_gate_80,12,3,10.754134351861525,0.07310755618616895,6.558699368582623,0,0,False
KK98-251,posthoc_gate_90,12,3,10.754134351861525,0.07310755618616895,6.558699368582623,0,0,False
KK98-251,posthoc_gate_95,12,3,10.754134351861525,0.07310755618616895,6.558699368582623,0,0,False
KK98-251,scalar_core,12,3,10.754134351861525,0.07310755618616895,6.558699368582623,0,0,True
NGC0024,adaptive_conservative,23,6,137.2716434662702,0.2182264800966713,36.700193091363424,0,0,False
NGC0024,adaptive_primary,23,6,5.493751106048767,0.13922003669632282,7.558847857692985,0,0,True
