galaxy,extended,scalar_core,compact_plummer,nfw,baryon_only,profiled_baryons,adaptive_primary
UGC09037,0.14651302583699394,0.16065319898308922,0.17117109298600994,2.4385149404767548,39.04714805205847,7.96769378865226,0.4379504723090747
UGC09133,60.153200962604544,99.67827328561002,98.74647495407388,144.96319883173888,1799.8921055462665,937.0691976727679,99.67826555802075
UGC11455,5.7235730181572535,41.05953954509062,46.50131779501642,24.86208429569001,456.40415329763846,107.3952024107661,41.05953957106246
UGC11557,31.74861686301701,31.74861686319466,31.74861686301701,0.24391643975435193,32.90671787333748,2.6674955514824403,31.748616863101585
UGC11820,47.63404400772801,105.41688155058952,110.22482666057398,16.962077966701965,513.3475403669312,83.47127266433779,47.63404318954535
UGC11914,58.405425910767846,60.40114457488324,60.40114457492021,29.20525201451631,110.35380417147893,69.94127583528392,60.40114451483875
UGC12506,2.159601873281306,2.977797365387559,1.4849765072580625,0.25280856462808815,11.071139032452168,4.9633942792351835,2.9777980383255174
UGC12632,1.2312421827490696,4.477864465216979,5.262776563954444,0.47393272695567007,128.10636155221704,0.2590292273305347,0.9347384441253005
UGC12732,0.4674929375006466,3.758307270230242,4.635664905950152,0.8138996531098038,61.30532341825645,1.1790799438058115,0.46749293357745136
UGCA442,23.639965615243426,29.69580537422848,46.229822163574205,52.00501588603073,1797.645426184389,969.1563713860545,29.695804912301128
UGCA444,0.14696088617455152,1.4317258603109233,1.8485577964858628,0.04845315091046203,15.231649137179415,9.55045821556299,0.14696088556021908
