galaxy,model,epsilon,analysis,holdout,n,n_outer,T,D,e_D,distance_method,inc,e_inc,L36,Rdisk,MHI,RHI,Vflat,Q,morphology,morphology_alt,Rmax_kpc,Rmin_kpc,coverage,median_speed,baryon_fraction_outer_nominal,quality2,raw_residual_kms_mean,raw_residual_kms_median,fractional_error_mean,fractional_error_median,fractional_residual_mean,standardized_residual_mean,outer_loss,predicted_outer_slope,observed_outer_slope,nuisance_bound_hit,scale_bound_hit,eta_bound_hit,eta_boundary,guard_active,maximum_abs_pull,ml_disk,ml_bulge,distance_ratio,fitted_inclination,eta,length_catalogue_kpc,amplitude_catalogue_kms,slope_residual,log10_coverage,log10_speed
UGC07866,variable_core,0.01,fullfit_outer_third,False,7,3,10,4.57,0.23,2,44.0,5.0,0.124,0.61,0.118,3.3,0.0,2,irregular_T10_11,late_T8_11,2.32,0.33,3.80327868852459,26.0,0.33955843518937673,1,-0.04991803402373781,0.3452872467246131,0.1334311673859976,0.13300653594771242,0.001478957960589058,-0.012264873224505627,0.1341359991737358,0.13475351409460157,0.4861276306190677,False,False,True,lower,False,0.045517548922206,0.5041741051204077,0.7,1.000642588877246,44.22758774461103,8.074689968102443e-16,0.7812234577019772,32.59336737648524,-0.35137411652446615,0.5801581498801326,1.414973347970818
UGC08286,variable_core,0.01,fullfit_outer_third,False,17,6,6,6.5,0.21,2,90.0,3.0,1.255,1.05,0.642,8.07,82.4,1,spiral_T1_9,spiral_T1_7,8.04,0.47,7.657142857142856,79.3,0.15096830726675842,0,-0.5065372801798844,-0.3577218543874068,0.024091802134170396,0.02408195694534657,-0.005936471106653687,-0.25448089336653723,0.6005186318456458,-0.07483245897362845,0.06917426440741115,True,False,True,lower,False,5.999999999999999,1.990535852767486,0.7,1.0485236229862689,89.99999999998828,6.879031026906311e-17,2.824876390944682,85.65483457389337,-0.1440067233810396,0.8840667496785131,1.8992731873176039
UGC08490,variable_core,0.01,fullfit_outer_third,False,30,10,9,4.65,0.53,2,50.0,3.0,1.017,0.67,0.72,7.8,78.6,1,spiral_T1_9,late_T8_11,10.15,0.34,15.149253731343283,78.5,0.12881128674338999,0,-0.5846474971538556,-0.3843590738571976,0.04705805679113445,0.047097916110072136,-0.0076087740037933905,-0.15844105613925624,0.1330760876454525,-0.24126759721002802,-0.11677062761462063,False,False,True,lower,False,4.024878755495984,1.2631585902442726,0.7,1.2010019103299043,54.20895480627508,2.340894893486346e-24,2.713391407503652,88.61464228302071,-0.12449696959540739,1.1803912395484053,1.8948696567452525
UGC08550,variable_core,0.01,fullfit_outer_third,False,11,4,7,6.7,2.0,1,90.0,3.0,0.289,0.45,0.288,5.59,56.9,1,spiral_T1_9,spiral_T1_7,5.36,0.49,11.911111111111111,51.6,0.16223941297927502,0,-0.34680001024856466,-0.1769391913712468,0.0364115073966162,0.03605454781564853,-0.0060434306328749346,-0.15433839445943093,0.10426479820689602,0.15087280077365975,0.11676574053892229,True,False,True,lower,False,2.687478630534434,0.9283630942923154,0.7,1.642666512671835,90.0,1.7118732003719181e-15,1.792762664779426,60.36757982618656,0.03410706023473746,1.0759522759174263,1.7126497016272113
UGC08699,variable_core,0.01,fullfit_outer_third,False,41,14,2,39.3,9.82,1,73.0,9.0,50.302,3.09,3.738,19.05,182.4,2,spiral_T1_9,spiral_T1_7,25.7,0.22,8.31715210355987,184.0,0.37627120585364277,1,1.9739870404769806,3.6003604635297677,0.03207710220323413,0.033171999154052986,0.010846975964203523,0.41651947052264765,0.5851360599819299,-0.07627938674253468,-0.038839369731497986,False,False,True,lower,False,2.955713502466549,0.9875096643552628,0.4726346153363894,1.2033515848470069,75.803339837475,1.9376318272856696e-18,10.306461503932953,183.4850827423407,-0.03744001701103669,0.9199746439064599,2.2648178230095364
UGC08837,variable_core,0.01,fullfit_outer_third,False,8,3,10,7.21,0.36,2,80.0,5.0,0.501,1.72,0.32,4.75,0.0,2,irregular_T10_11,late_T8_11,4.2,0.52,2.4418604651162794,31.7,0.3679550297458085,1,-1.0212301020930024,-1.7391809805949237,0.06956707256213195,0.06759656652360514,-0.024092479020960154,-0.29324500938559767,0.47996159416878853,0.7587022200515179,0.3862973732714103,False,False,False,none,False,0.2282872495634176,0.4743962849701866,0.7,0.9981721307566808,79.88607875429875,2.017059093757301,4.237438984334244,72.37907750861277,0.3724048467801076,0.38772084349035163,1.5010592622177514
UGC09037,variable_core,0.01,fullfit_outer_third,False,22,8,6,83.6,8.4,1,65.0,5.0,68.614,4.28,19.078,39.72,152.3,2,spiral_T1_9,spiral_T1_7,27.96,2.43,6.5327102803738315,147.0,0.4319028865034747,1,-0.878710231956326,-1.8721328915623872,0.07429745963648093,0.05554524507750314,-0.0049476690671560524,-0.1574859211008601,0.09948700812860589,-0.1600874872657963,-0.2407145496654564,False,False,True,lower,False,1.6127542199624263,0.3449011022761298,0.7,0.9169008836917242,61.410826658842026,5.950972523790978e-15,7.882809845355265,166.87707001089453,0.08062706239966011,0.8150933980604718,2.167317334748176
UGC09133,variable_core,0.01,fullfit_outer_third,False,68,23,2,57.1,11.4,1,53.0,6.0,282.926,6.97,33.428,60.35,226.8,1,spiral_T1_9,spiral_T1_7,108.31,0.32,15.53945480631277,279.0,0.23580249890422966,0,-1.3467885391521726,0.9913932441706379,0.010539787610874669,0.009130434782608696,-0.005470989439879713,-0.21058179237936922,9.451217030442626,-0.11076095986060246,-0.08913550757639466,False,False,True,lower,False,4.415499546593134,0.6063844081857707,0.2532492018848652,1.4625443909506803,63.59131975185274,1.967627426793258e-19,28.896032793807255,235.8276125200934,-0.0216254522842078,1.1914357777362312,2.4456042032735974
UGC09992,variable_core,0.01,fullfit_outer_third,False,5,2,10,10.7,3.21,1,30.0,10.0,0.336,1.04,0.318,5.45,33.6,2,irregular_T10_11,late_T8_11,3.89,0.78,3.7403846153846154,33.0,0.4859173787917478,1,-1.3570625423768181,-1.3570625423768181,0.16723782755189331,0.16723782755189331,-0.039642572019414436,-0.23976370006657563,0.09936827888804413,-0.1976880255647049,0.12054546010071916,False,False,True,lower,False,0.2932878577536011,0.5047178753899955,0.7,1.046792069098974,32.93287857753601,2.925161061108102e-23,0.5749691246237634,32.67830422108876,-0.3182334856654241,0.5729162620269274,1.5185139398778875
UGC10310,variable_core,0.01,fullfit_outer_third,False,7,3,9,15.2,4.6,1,34.0,6.0,1.741,1.8,1.196,9.58,71.4,1,spiral_T1_9,late_T8_11,7.74,1.1,4.3,69.2,0.29546292252679984,0,-0.4060729676629459,0.19739720194208132,0.07012776998033898,0.06988950276243093,-0.005180017599729715,-0.08025157463694584,0.2682913109248833,-0.160340382642589,0.09508414551699229,False,False,True,lower,False,0.1744340583627119,0.5047669241517507,0.7,1.05091119532684,35.046604350176274,1.3635076015671885e-17,1.8405975713712708,79.95284706185649,-0.2554245281595813,0.6334684555795865,1.8401060944567578
UGC11455,variable_core,0.01,fullfit_outer_third,False,36,12,6,78.6,11.8,1,90.0,1.0,374.322,5.93,13.335,43.44,269.4,1,spiral_T1_9,spiral_T1_7,41.93,0.62,7.070826306913997,262.5,0.4795965716731458,0,2.486675808929076,1.9937169752672048,0.0253261167601302,0.023743917274939172,0.009419672551150986,0.34473138055895164,3.4752302805540207,-0.17412717451496304,-0.09086599819416642,True,False,True,lower,False,0.3780613436058078,0.545476617398983,0.7,0.9919082689113284,90.0,1.9387302733309368e-39,12.47375872324429,262.24612494661784,-0.08326117632079662,0.8494701690393056,2.4191293077419758
UGC11557,variable_core,0.01,fullfit_outer_third,False,12,4,8,24.2,6.05,1,30.0,10.0,12.101,2.75,2.605,16.66,0.0,2,spiral_T1_9,late_T8_11,10.56,0.33,3.8400000000000003,64.9,0.7069414367911382,1,-0.5152176248394262,0.3768742794578941,0.08503160310522015,0.083947647560945,-0.0045901171846822,-0.036611546112051724,0.399063449821498,0.09334568772353248,0.018719998333616258,False,False,False,none,False,1.2042907245993677,0.472997403781653,0.7,0.9244027391010112,17.957092754006325,0.773950691204172,2.871977179586995,73.45337631114077,0.07462568938991622,0.5843312243675308,1.8122446968003694
UGC11820,variable_core,0.01,fullfit_outer_third,False,10,4,9,18.1,5.43,1,45.0,10.0,0.97,2.08,1.977,12.99,0.0,1,spiral_T1_9,late_T8_11,15.82,0.26,7.605769230769231,51.875,0.22462527073954858,0,-0.11337669830698971,-0.2720745114556351,0.012325428814686592,0.012248376371999818,-0.0016305845367011555,0.025106618761625198,0.7325541618153222,0.2952513479830634,0.28799272942155624,False,False,True,lower,False,4.3080792528906775,1.3482732857178334,0.7,1.4785587306690864,60.51609154771154,1.1433561257826523e-09,14.320743137662406,107.1053033462772,0.0072586185615071686,0.8811431441988962,1.7149581097201492
UGC11914,variable_core,0.01,fullfit_outer_third,False,65,22,2,16.9,5.1,1,31.0,5.0,150.028,2.44,0.888,9.26,288.1,1,spiral_T1_9,spiral_T1_7,9.83,0.28,4.028688524590164,288.0,0.6263765522730962,0,0.6953431236223314,1.3780603466066452,0.029878715646871435,0.03052474742447618,0.0025520464669777014,0.10167576138462799,0.4761913351367503,0.06359473459894237,0.07790860956774666,False,False,True,upper,True,0.6244107475419649,0.4833670242439468,0.8082377198316605,1.124089053841238,33.05456023037532,1000.0,19.69244632822251,709.9230979291607,-0.014313874968804291,0.6051636914934062,2.459392487759231
UGC12506,variable_core,0.01,fullfit_outer_third,False,31,11,6,100.6,10.1,1,86.0,4.0,139.571,7.38,35.556,59.01,234.0,2,spiral_T1_9,spiral_T1_7,49.99,0.82,6.773712737127371,238.0,0.23453830465152922,1,0.3444418752930419,0.24589080187095647,0.06767089744102812,0.06140350877192982,0.0015962293475995364,0.0297859006886412,0.028858856202604036,-0.17554198195546156,-0.18689031396085642,False,False,False,none,False,4.7067876493336085,1.4779126596363596,0.7,1.1877474133833064,86.71023298937729,5.505247302651941,6.40796381259757,59.598950287929824,0.011348332005394868,0.8308267749295487,2.376576957056512
UGC12632,variable_core,0.01,fullfit_outer_third,False,15,5,9,9.77,2.93,1,46.0,3.0,1.301,2.42,1.744,12.6,71.7,1,spiral_T1_9,late_T8_11,10.66,0.71,4.404958677685951,65.5,0.23331639518552516,0,-0.9851189018736477,-2.0056854287951182,0.039673424389901346,0.03968705547652916,-0.013252627295153844,-0.3436912591524134,0.5269446588745683,-0.09014163934540423,0.13216770916915332,False,False,True,lower,False,1.3455447129027205,0.5525724370195931,0.7,1.4035256917917065,47.79419090366832,1.8109551437678235e-16,2.501336264272794,77.81149112114862,-0.22230934851455755,0.6439418387101222,1.816241299991783
UGC12732,variable_core,0.01,fullfit_outer_third,False,16,6,9,13.2,4.0,1,39.0,6.0,1.667,1.98,3.66,17.41,0.0,1,spiral_T1_9,late_T8_11,15.4,0.96,7.777777777777778,79.8,0.20854321549181762,0,-0.24244193890501245,0.44032632069337296,0.038492797542484046,0.03801301037923552,-0.0019690776858818783,-0.0898605268122215,0.20743991256190317,0.3435411344022372,0.4304988358482974,False,False,True,lower,False,2.311120057828532,0.8053854160333084,0.7,1.7003394114631916,51.816239784098514,3.5577797960089594e-21,4.204466850460985,74.80256437094872,-0.08695770144606019,0.8908555305749319,1.9020028913507294
UGCA442,variable_core,0.01,fullfit_outer_third,False,8,3,9,4.35,0.22,2,64.0,7.0,0.14,1.18,0.263,4.37,56.4,1,spiral_T1_9,late_T8_11,6.33,0.42,5.364406779661017,51.9,0.126702775349912,0,0.31702807842607444,-0.0968981621061431,0.038595170477064754,0.048961937716262977,0.005653838827268443,0.05984362799229274,0.06467296243543884,-0.07057431124503953,0.00905029364081204,False,False,True,lower,False,0.1795390149256689,0.5211033988571171,0.7,1.002605275749576,64.82115356963295,6.008318429940811e-17,2.16719869128219,69.48115597356701,-0.07962460488585157,0.7295217027112297,1.7151673578484579
UGCA444,variable_core,0.01,fullfit_outer_third,False,36,12,10,0.98,0.05,2,78.0,4.0,0.012,0.83,0.067,2.08,37.0,2,irregular_T10_11,late_T8_11,2.62,0.12,3.1566265060240966,27.85,0.2168806326598016,1,-1.4711870868663954,-0.936871748348814,0.14502723163537531,0.1392608817797131,-0.039106835562161234,-0.23521620446615552,0.16117438923719626,-0.0012615880053430607,0.44864938661723847,False,False,True,lower,False,0.1098374277162067,0.5128067665365088,0.7,0.9959526060467372,77.81321632073771,6.288777821947441e-14,0.9100498442810738,38.539651918102045,-0.4499109746225815,0.49922319894367156,1.4448251995097476
CamB,variable_core,0.01,outer_holdout,True,9,2,10,3.36,0.26,2,65.0,5.0,0.075,0.47,0.012,1.21,0.0,2,irregular_T10_11,late_T8_11,1.79,0.16,3.808510638297873,10.9,0.6791787131519273,1,-5.844725669289114,-5.844725669289114,0.08195628997867804,0.08195628997867804,-0.30972017270420776,-3.896483779526076,16.905712165171803,-0.2570534020990943,0.9105762754725217,False,False,False,none,False,1.1515600305371971,0.3835429473538147,0.7,0.9547066233364738,61.59123184109608,30.0,679.8681004436563,3683.0987468255166,-1.167629677571616,0.5807551730441758,1.0374264979406236
D631-7,variable_core,0.01,outer_holdout,True,16,4,10,7.72,0.18,2,59.0,3.0,0.196,0.7,0.29,0.0,57.7,1,irregular_T10_11,late_T8_11,7.19,0.45,10.271428571428572,47.2,0.11610138710516488,0,3.68829279332088,3.7621741783708416,0.06570317185227556,0.06814113751286527,0.06390671539873888,0.9379652138866422,1.1295148033265832,0.33441319232270245,-0.1011953998143973,False,False,False,none,False,0.7168533815973772,0.4239207415235625,0.7,0.9957643673986342,57.44389099499536,2.5159223897491625,1.881520368500346,38.55274348243654,0.43560859213709974,1.0116308503686258,1.6739419986340878
DDO064,variable_core,0.01,outer_holdout,True,14,3,10,6.8,2.04,1,60.0,5.0,0.157,0.69,0.211,3.49,46.1,1,irregular_T10_11,late_T8_11,2.98,0.1,4.3188405797101455,37.9,0.2719541304946145,0,2.45357607403569,2.5506557216421655,0.14308736291465038,0.14504310344827587,0.05277092811150374,0.4011055568026631,0.17936368934642397,-0.014856365722126362,0.047141534760912686,False,False,False,none,False,0.0150713647781059,0.499128428862239,0.7,1.0045214094334318,60.02539982381306,3.765856372095059,0.4758417785556186,21.689750972081995,-0.06199790048303905,0.635367173339,1.5786392099680724
DDO154,variable_core,0.01,outer_holdout,True,12,3,10,4.04,0.2,2,64.0,3.0,0.053,0.37,0.275,4.96,47.0,2,irregular_T10_11,late_T8_11,5.92,0.49,16.0,43.3,0.13060439321894962,1,-0.6869068230610841,-0.9594018049756698,0.018595831280321013,0.014767932489451477,-0.014287359673594352,-1.1239562416943316,2.16424305483443,-0.1460981288136981,-0.3163139404013294,False,False,True,lower,False,1.3011393638188695,0.6746584135108097,0.7,1.011731450169011,64.71859567086385,7.453749329774967e-19,1.9089363485896813,56.0276729806176,0.17021581158763127,1.2041199826559248,1.6364878963533653
DDO161,variable_core,0.01,outer_holdout,True,31,7,10,7.5,2.25,1,70.0,10.0,0.548,1.22,1.378,10.69,66.3,1,irregular_T10_11,late_T8_11,13.37,0.6,10.959016393442623,55.0,0.2561627792319553,0,-3.6067026283755936,-3.325334603968791,0.022516988673919453,0.014820359281437127,-0.054160202439098096,-3.287805725598891,14.211472885833425,-0.2977357050525072,-0.06977410289622955,False,False,False,none,False,0.4289874996421632,0.5519106242613794,0.7,1.111848579389645,71.60410352407584,2.064200658385831,2.67327291740404,36.465746067357614,-0.22796160215627764,1.0397715765872362,1.7403626894942439
DDO168,variable_core,0.01,outer_holdout,True,10,2,10,4.25,0.21,2,63.0,6.0,0.191,1.02,0.413,4.3,53.4,2,irregular_T10_11,late_T8_11,4.12,0.41,4.03921568627451,48.0,0.2305924264245383,1,7.514423252539583,7.514423252539583,0.04868881118881119,0.04868881118881119,0.14179368939664383,2.8597945598568892,8.801851977293767,0.26234388646273493,-0.5350961469214678,False,False,False,none,False,1.0486619330812332,0.4606286549095567,0.7,0.9810239622059628,56.7080284015126,2.816728626027217,1.003889905697669,33.95450524674104,0.7974400333842027,0.606297044271217,1.6812412373755872
DDO170,variable_core,0.01,outer_holdout,True,8,2,10,15.4,4.62,1,66.0,7.0,0.543,1.95,0.735,9.14,60.0,2,irregular_T10_11,late_T8_11,12.33,1.87,6.323076923076923,57.1,0.23484281944444443,1,-6.814957332766678,-6.814957332766678,0.01887191854233655,0.01887191854233655,-0.11081537548988939,-6.325564882179282,49.394424867548416,-0.4186317180246852,0.27761142820150814,False,False,True,lower,False,0.1324319574211185,0.5114804375332966,0.7,1.0397295872263357,66.34389445337492,4.220051205803572e-26,2.9638954556684296,64.78819738586992,-0.6962431462261933,0.8009284652332136,1.7566361082458481
ESO079-G014,variable_core,0.01,outer_holdout,True,15,3,4,28.7,7.17,1,79.0,5.0,51.733,5.08,3.14,17.67,175.0,1,spiral_T1_9,spiral_T1_7,16.67,0.41,3.2814960629921264,132.0,0.3315464506122449,0,-14.54621998616158,-14.714613017347801,0.012153502431887502,0.012457142857142858,-0.08210561959573634,-6.868119288923577,56.44371501749763,-0.32284906634443505,0.0773274616818912,False,False,False,none,False,0.3385559884491628,0.4701632825636448,0.7,0.91541998476723,78.7853505914746,2.318718564352392,2.6629054327142496,91.59275691891564,-0.40017652802632625,0.5160718875440862,2.12057393120585
ESO116-G012,variable_core,0.01,outer_holdout,True,15,3,7,13.0,3.9,1,74.0,3.0,4.292,1.51,1.083,9.58,109.1,1,spiral_T1_9,spiral_T1_7,9.86,0.25,6.52980132450331,102.0,0.2002782636141739,0,-3.6261113070179882,-2.9513501894220866,0.027467776217776223,0.02099099099099099,-0.03250662275474152,-1.0638092913339556,1.3251332124747364,-0.21965604465927643,0.10604430162247715,False,False,False,none,False,0.8466733922025034,0.6076273917434521,0.7,1.253077415380834,74.31092780073264,0.2478381690077954,2.814470083464138,109.77145864493484,-0.3257003462817536,0.8148999676480417,2.0086001717619175
ESO563-G021,variable_core,0.01,outer_holdout,True,30,6,4,60.8,9.1,1,83.0,3.0,311.177,5.45,24.298,55.71,314.6,1,spiral_T1_9,spiral_T1_7,42.41,0.45,7.7816513761467885,310.5,0.2624532912705312,0,-55.90403403138985,-59.88926462999609,0.03136431244070096,0.02833213141025641,-0.17642508981096142,-6.118655373591934,40.70776071537816,-0.48585315820893316,-0.037644650267524775,False,False,True,lower,False,2.933393132310816,0.2636082139657839,0.7,0.5609559621047957,82.54821049605353,1.548503977430572e-29,6.327387440345844,418.4028970510384,-0.4482085079414084,0.8910717701830672,2.492061604512599
F568-3,variable_core,0.01,outer_holdout,True,18,4,7,82.4,8.24,1,40.0,10.0,8.346,4.99,3.195,16.14,0.0,1,spiral_T1_9,spiral_T1_7,17.98,0.64,3.603206412825651,83.9,0.22469191106035866,0,-25.260260490147257,-26.395447306535907,0.10024752475247525,0.1,-0.2205731943867642,-2.2036649770806873,5.766055585054522,-0.3477153857109198,0.4517039611051207,False,False,False,none,False,0.718162864542072,0.4678728418787016,0.7,0.9865508056053588,32.81837135457928,10.009804530377542,0.9590753598696172,29.33126146356372,-0.7994193468160404,0.55668914177382,1.9237619608287002
F568-V1,variable_core,0.01,outer_holdout,True,15,3,7,80.6,8.06,1,40.0,10.0,3.825,2.85,2.491,14.38,112.3,1,spiral_T1_9,spiral_T1_7,17.63,0.39,6.185964912280701,111.0,0.1326219548980178,0,-17.838606099176857,-13.652860842144634,0.13637435245354848,0.12372881355932203,-0.15403890004527745,-1.237477450185964,2.1757849154116555,-0.3608246951480605,0.10345403735685986,False,False,True,lower,False,0.0584031548281639,0.5027669058057664,0.7,1.0014311862621188,40.58403154828164,5.545718363276367e-18,2.384559485001073,137.40714481494413,-0.46427873250492036,0.7914074522908118,2.0453229787866576
F571-8,variable_core,0.01,outer_holdout,True,13,3,5,53.3,10.7,1,85.0,5.0,10.164,3.56,1.782,24.55,139.7,1,spiral_T1_9,spiral_T1_7,15.55,0.22,4.367977528089888,105.0,0.13552480932784639,0,-22.88080521396394,-19.372191158893713,0.03097442680776014,0.02962962962962963,-0.16140740108453566,-5.032053508105816,31.87577143028081,-0.42414347113928047,0.12051983234316586,False,False,False,none,False,2.241015595398754,0.3612584881925683,0.7,0.5501150680906817,84.48231135127253,3.200535842898362,1.766401248005114,67.78140623929202,-0.5446633034824463,0.6402803953899812,2.0211892990699383
F574-1,variable_core,0.01,outer_holdout,True,14,3,7,96.8,9.68,1,65.0,10.0,6.537,4.46,3.524,16.19,97.8,1,spiral_T1_9,spiral_T1_7,12.6,0.47,2.8251121076233185,90.95,0.19377821817272864,0,-8.300012448267642,-8.520803977905686,0.047512301040951,0.04676113360323887,-0.08350370750749973,-1.7548340364362554,3.143457166485696,-0.18114159271259386,0.05967520260512282,False,False,True,lower,False,0.3043715165685804,0.5362992084816313,0.7,1.0174048000558449,67.55355290363691,2.0041661757561508e-17,2.807291148678704,112.12364478624454,-0.2408167953177167,0.4510356864054211,1.9588027033995024
