galaxy,model,epsilon,analysis,holdout,n,n_outer,T,D,e_D,distance_method,inc,e_inc,L36,Rdisk,MHI,RHI,Vflat,Q,morphology,morphology_alt,Rmax_kpc,Rmin_kpc,coverage,median_speed,baryon_fraction_outer_nominal,quality2,raw_residual_kms_mean,raw_residual_kms_median,fractional_error_mean,fractional_error_median,fractional_residual_mean,standardized_residual_mean,outer_loss,predicted_outer_slope,observed_outer_slope,nuisance_bound_hit,scale_bound_hit,eta_bound_hit,eta_boundary,guard_active,maximum_abs_pull,ml_disk,ml_bulge,distance_ratio,fitted_inclination,eta,length_catalogue_kpc,amplitude_catalogue_kms,slope_residual,log10_coverage,log10_speed
UGC11455,fixed_core,0.001,outer_holdout,True,36,8,6,78.6,11.8,1,90.0,1.0,374.322,5.93,13.335,43.44,269.4,1,spiral_T1_9,spiral_T1_7,41.93,0.62,7.070826306913997,262.5,0.4795965716731458,0,-37.01531218196424,-38.006066201377934,0.023936067527881473,0.022876800157822057,-0.13699278939513976,-5.783147204250736,41.059539545090594,-0.5149126379210742,0.004967860275470333,True,False,False,not applicable,False,1.4877652135154051,0.3549714977310564,0.7,0.8359422260991201,89.99999999992187,,6.209607519395016,271.37633925884165,-0.5198804981965446,0.8494701690393056,2.4191293077419758
UGC11557,fixed_core,0.001,outer_holdout,True,12,3,8,24.2,6.05,1,30.0,10.0,12.101,2.75,2.605,16.66,0.0,2,spiral_T1_9,late_T8_11,10.56,0.33,3.8400000000000003,64.9,0.7069414367911382,1,35.33359111084594,35.40730633605337,0.08239507865009744,0.08210784313725492,0.42925967708850726,5.273670315051633,31.748616863194645,0.8320868605475604,0.19433114475703797,False,False,False,not applicable,True,1.0585982674285712,0.4728802456462725,0.7,0.928017010867688,19.414017325714287,,232.86852173887348,4958.693430797616,0.6377557157905225,0.5843312243675308,1.8122446968003694
UGC11820,fixed_core,0.001,outer_holdout,True,10,2,9,18.1,5.43,1,45.0,10.0,0.97,2.08,1.977,12.99,0.0,1,spiral_T1_9,late_T8_11,15.82,0.26,7.605769230769231,51.875,0.22462527073954858,0,-10.452402151244698,-10.452402151244698,0.012248376371999818,0.012248376371999818,-0.1255297243941822,-10.267041193991671,105.41688155058952,-0.1945690743309579,0.20811378774694256,False,False,False,not applicable,False,1.9234568819819404,0.7700306616307645,0.7,1.577037064594582,62.99112472925185,,3.201926155938525,50.61723711930596,-0.4026828620779005,0.8811431441988962,1.7149581097201492
UGC11914,fixed_core,0.001,outer_holdout,True,65,13,2,16.9,5.1,1,31.0,5.0,150.028,2.44,0.888,9.26,288.1,1,spiral_T1_9,spiral_T1_7,9.83,0.28,4.028688524590164,288.0,0.6263765522730962,0,-14.567019584634266,-6.173283014772608,0.02896761950510017,0.028056537102473498,-0.04956626461069568,-4.4241031386382295,60.40114457488323,-0.2749588931724575,0.14680534225150813,False,False,False,not applicable,False,1.608090881551245,0.7240675633863694,0.5107459966497818,1.1054690857788552,32.737766907922065,,0.4436810499780192,170.83694810692063,-0.42176423542396557,0.6051636914934062,2.459392487759231
UGC12506,fixed_core,0.001,outer_holdout,True,31,7,6,100.6,10.1,1,86.0,4.0,139.571,7.38,35.556,59.01,234.0,2,spiral_T1_9,spiral_T1_7,49.99,0.82,6.773712737127371,238.0,0.23453830465152922,1,20.871914540416274,20.646253938010204,0.06329973802423053,0.05879828326180257,0.0910704205395642,1.5889506130493045,2.9777973653875556,0.12770996732974874,-0.18167940223551438,False,False,False,not applicable,False,4.786108045493462,1.5051535556694788,0.7,1.1907707454553966,86.7211035297116,,29.825544735293928,241.15870945727656,0.3093893695652631,0.8308267749295487,2.376576957056512
UGC12632,fixed_core,0.001,outer_holdout,True,15,3,9,9.77,2.93,1,46.0,3.0,1.301,2.42,1.744,12.6,71.7,1,spiral_T1_9,late_T8_11,10.66,0.71,4.404958677685951,65.5,0.23331639518552516,0,-5.994485911525184,-5.8118569614572095,0.03921455063571708,0.038493150684931504,-0.08200685914127609,-2.098837873242577,4.477864465216995,-0.16392553278863878,-0.009906464206273858,False,False,False,not applicable,False,0.7372107590901544,0.5319425591938952,0.7,1.221087771149862,46.88297709352407,,2.1484741433146057,71.04087759027034,-0.15401906858236492,0.6439418387101222,1.816241299991783
UGC12732,fixed_core,0.001,outer_holdout,True,16,4,9,13.2,4.0,1,39.0,6.0,1.667,1.98,3.66,17.41,0.0,1,spiral_T1_9,late_T8_11,15.4,0.96,7.777777777777778,79.8,0.20854321549181762,0,-5.738718732087598,-5.6283080632729465,0.03544335741741987,0.035151417302857674,-0.06069006640394908,-1.7712334397216098,3.7583072702302465,0.2259556360672308,0.5405791683944547,False,False,False,not applicable,False,1.9961279249922972,0.7917403829744629,0.7,1.5488772105505766,49.08355483340021,,3.259865869273426,71.30588151159328,-0.31462353232722395,0.8908555305749319,1.9020028913507294
UGCA442,fixed_core,0.001,outer_holdout,True,8,2,9,4.35,0.22,2,64.0,7.0,0.14,1.18,0.263,4.37,56.4,1,spiral_T1_9,late_T8_11,6.33,0.42,5.364406779661017,51.9,0.126702775349912,0,-4.455737732458257,-4.455737732458257,0.03023318124751202,0.03023318124751202,-0.07806913088203138,-4.492720952518219,29.695805374228485,-0.29462578455759136,-0.15775939663274577,False,False,False,not applicable,False,0.1050768547266484,0.5122449549946705,0.7,1.0012609575532527,64.40443154360868,,1.7449676661039368,58.578052229307175,-0.1368663879248456,0.7295217027112297,1.7151673578484579
UGCA444,fixed_core,0.001,outer_holdout,True,36,8,10,0.98,0.05,2,78.0,4.0,0.012,0.83,0.067,2.08,37.0,2,irregular_T10_11,late_T8_11,2.62,0.12,3.1566265060240966,27.85,0.2168806326598016,1,-6.423934307193871,-6.62034987991197,0.15086615265107622,0.1426242781021665,-0.17653519544882285,-1.1654236793650075,1.4317258603109213,-0.3584266845833893,0.5462010636563984,False,False,False,not applicable,False,0.0763669175790423,0.5088698218164212,0.7,0.9967837812310764,77.85193667018649,,0.6500493104723658,30.54494782934601,-0.9046277482397878,0.49922319894367156,1.4448251995097476
CamB,nfw,0.001,fullfit_outer_third,False,9,3,10,3.36,0.26,2,65.0,5.0,0.075,0.47,0.012,1.21,0.0,2,irregular_T10_11,late_T8_11,1.79,0.16,3.808510638297873,10.9,0.6791787131519273,1,-2.533969172622762,-1.89838325059098,0.0886511320946289,0.08928571428571429,-0.13395840271668466,-1.689312781748508,4.903114900607406,0.04485578228758686,0.817011099445087,False,True,False,not applicable,False,1.2702388617449458,0.3732038524475825,0.7,0.939951542773219,60.30988910930001,,4999.999999999995,756.9635751771315,-0.7721553171575001,0.5807551730441758,1.0374264979406236
D512-2,nfw,0.001,fullfit_outer_third,False,4,2,10,15.2,4.56,1,56.0,10.0,0.325,1.24,0.081,0.0,0.0,2,irregular_T10_11,late_T8_11,3.83,0.96,3.088709677419355,34.7,0.20002368178903496,1,0.9560044923548112,0.9560044923548112,0.13960411237906972,0.13960411237906972,0.027123123163461542,0.12365151299235976,0.1489731133665441,0.24699366355473096,-0.12477953887937837,False,False,False,not applicable,False,0.0494244327344735,0.5040227747838253,0.7,1.014827329820342,56.3879246835199,,8.486324358863852,95.09575936831384,0.37177320243410933,0.4897770888063877,1.5403294747908738
D564-8,nfw,0.001,fullfit_outer_third,False,6,2,10,8.79,0.28,2,63.0,7.0,0.033,0.61,0.029,0.0,0.0,2,irregular_T10_11,late_T8_11,3.07,0.51,5.032786885245901,20.85,0.13517368798611112,1,-0.3740385772125414,-0.3740385772125414,0.080375,0.080375,-0.015609159433270542,-0.19850408569609398,0.0846370351826401,0.41228803927254476,0.22470372879858577,False,True,False,not applicable,False,0.1448256632779204,0.4836012759062356,0.7,0.9993004523983814,62.38353627578908,,4999.999999999995,1338.425980348909,0.187584310473959,0.7018085404664194,1.3191060593097763
D631-7,nfw,0.001,fullfit_outer_third,False,16,6,10,7.72,0.18,2,59.0,3.0,0.196,0.7,0.29,0.0,57.7,1,irregular_T10_11,late_T8_11,7.19,0.45,10.271428571428572,47.2,0.11610138710516488,0,-2.4976995837365195,-3.5494250302087167,0.05850156776774009,0.06175725910314952,-0.043868299481955225,-0.8925698420058151,1.4365097578433874,0.3934960156787685,0.11466348860659234,False,True,False,not applicable,False,1.9497402490608644,0.3191508308922515,0.7,0.9873666680675556,53.70613812397536,,4999.999999983582,2102.758722356595,0.2788325270721762,1.0116308503686258,1.6739419986340878
DDO064,nfw,0.001,fullfit_outer_third,False,14,5,10,6.8,2.04,1,60.0,5.0,0.157,0.69,0.211,3.49,46.1,1,irregular_T10_11,late_T8_11,2.98,0.1,4.3188405797101455,37.9,0.2719541304946145,0,-0.028923784602417867,-0.07434398583948365,0.12572301430796207,0.09978401727861771,-0.0008723678542009589,-0.10945038931032806,0.21606150781927366,0.410481720003345,0.027555362826052053,False,True,False,not applicable,False,0.5041401510741996,0.4983325921356839,0.7,1.1512420453222598,60.93820957997874,,4999.999999999995,2531.4367519516186,0.38292635717729295,0.635367173339,1.5786392099680724
DDO154,nfw,0.001,fullfit_outer_third,False,12,4,10,4.04,0.2,2,64.0,3.0,0.053,0.37,0.275,4.96,47.0,2,irregular_T10_11,late_T8_11,5.92,0.49,16.0,43.3,0.13060439321894962,1,2.1740969101145247,1.5691101269516317,0.015529151941253419,0.013608032634767231,0.047005929152635496,2.3165246286345282,7.89759157304027,0.23843241764486386,-0.138898837153254,False,False,False,not applicable,False,2.6610323299595326,0.2709360353031887,0.7,1.0439226232621233,66.5496505247899,,15.775112053129696,137.75663707183156,0.37733125479811785,1.2041199826559248,1.6364878963533653
DDO161,nfw,0.001,fullfit_outer_third,False,31,11,10,7.5,2.25,1,70.0,10.0,0.548,1.22,1.378,10.69,66.3,1,irregular_T10_11,late_T8_11,13.37,0.6,10.959016393442623,55.0,0.2561627792319553,0,-0.26921946139112213,-0.3841131544430141,0.02414716385837138,0.019818456883509836,-0.004068900937255099,-0.056328639898906685,0.4499229609898671,0.18433589452565838,0.1262649861337618,False,False,False,not applicable,False,1.6443949562007876,0.3423974398301078,0.7,1.056552058080564,70.80667140180728,,62.8520313417228,211.67244371035375,0.058070908391896575,1.0397715765872362,1.7403626894942439
DDO168,nfw,0.001,fullfit_outer_third,False,10,4,10,4.25,0.21,2,63.0,6.0,0.191,1.02,0.413,4.3,53.4,2,irregular_T10_11,late_T8_11,4.12,0.41,4.03921568627451,48.0,0.2305924264245383,1,0.012019707857206186,-1.1405225085132074,0.042414928409798915,0.04280026542800266,0.0010535708336113642,-0.22021054514326,2.2444608499772754,0.41538434969399096,-0.0313637713623182,False,True,False,not applicable,False,2.359460663297388,0.4411875760240129,0.7,0.9674752555522428,48.84323602021567,,4999.999999901416,2642.2452162484515,0.4467481210563092,0.606297044271217,1.6812412373755872
DDO170,nfw,0.001,fullfit_outer_third,False,8,3,10,15.4,4.62,1,66.0,7.0,0.543,1.95,0.735,9.14,60.0,2,irregular_T10_11,late_T8_11,12.33,1.87,6.323076923076923,57.1,0.23484281944444443,1,0.6556010355835747,1.2694174709294614,0.019360940045173518,0.020338983050847456,0.011215037097307486,0.47664671504152567,1.0092998078135218,0.05807647502850512,0.18838540714954563,False,False,False,not applicable,False,0.0651084214759515,0.4925600245035539,0.7,1.0088518220011258,66.0752925765474,,13.307714436721636,126.85576430512364,-0.1303089321210405,0.8009284652332136,1.7566361082458481
ESO079-G014,nfw,0.001,fullfit_outer_third,False,15,5,4,28.7,7.17,1,79.0,5.0,51.733,5.08,3.14,17.67,175.0,1,spiral_T1_9,spiral_T1_7,16.67,0.41,3.2814960629921264,132.0,0.3315464506122449,0,-0.8510562527616742,-0.7622278229174526,0.014151935454080172,0.012598870056497175,-0.005384517116972758,-0.21357048833393116,0.9220649836884842,0.2550621266955846,0.17377785834650536,False,False,False,not applicable,False,0.8059979738214191,0.6019630052651925,0.7,1.1394617482260725,79.41521306256347,,109.698734160803,565.5360210813407,0.08128426834907923,0.5160718875440862,2.12057393120585
ESO116-G012,nfw,0.001,fullfit_outer_third,False,15,5,7,13.0,3.9,1,74.0,3.0,4.292,1.51,1.083,9.58,109.1,1,spiral_T1_9,spiral_T1_7,9.86,0.25,6.52980132450331,102.0,0.2002782636141739,0,1.5555567218654829,2.141465985505647,0.02422276562872893,0.019444444444444445,0.013880515507227931,0.49442204085089825,1.0637641503436401,0.2532731101823874,0.09813323947856283,False,False,False,not applicable,False,0.2907518601625483,0.4676218743379936,0.7,1.0179893053253963,74.01831069825197,,22.68035698449212,290.70887362994563,0.15513987070382457,0.8148999676480417,2.0086001717619175
ESO444-G084,nfw,0.001,fullfit_outer_third,False,7,3,10,4.83,0.48,2,32.0,6.0,0.071,0.46,0.135,2.95,0.0,2,irregular_T10_11,late_T8_11,4.44,0.26,9.652173913043478,52.8,0.08843471610730333,1,1.516134456123145,0.21809132853871915,0.06413322379951274,0.05362068965517241,0.023706896853923853,0.1829458417992127,0.2294314886200897,0.2769420258027426,0.12669041610969467,False,False,False,not applicable,False,0.3988756236524246,0.4941664908192201,0.7,1.0127139398096203,34.39325374191455,,13.931978022222673,199.28997206507825,0.1502516096930479,0.9846251384330458,1.7226339225338123
ESO563-G021,nfw,0.001,fullfit_outer_third,False,30,10,4,60.8,9.1,1,83.0,3.0,311.177,5.45,24.298,55.71,314.6,1,spiral_T1_9,spiral_T1_7,42.41,0.45,7.7816513761467885,310.5,0.2624532912705312,0,1.3128882446232182,2.787203880038703,0.03256555088719564,0.02833213141025641,0.004369406042259645,0.10389786311106967,0.40048313780407846,-0.028771851928951507,0.0428535015931636,False,True,False,not applicable,False,2.1158517757733244,0.8138702654206683,0.7,1.1663106839356252,83.31865890083309,,4999.999999999995,3862.496330094382,-0.0716253535221151,0.8910717701830672,2.492061604512599
F565-V2,nfw,0.001,fullfit_outer_third,False,7,3,10,51.8,10.4,1,60.0,10.0,0.559,2.17,0.699,7.31,0.0,2,irregular_T10_11,late_T8_11,8.8,1.26,4.055299539170507,68.5,0.13169340579615704,1,0.13013199151583876,0.2953110037056774,0.07704484293966692,0.07220216606498195,0.0007838167642477296,0.037869786881639,0.04654234321228413,0.49360471448306475,0.36551142419418853,False,True,False,not applicable,False,0.0084206121216231,0.4996669244665425,0.7,1.001687129616479,60.08420612121623,,4999.999999998183,2674.983885876924,0.12809329028887623,0.6080229383016391,1.8356905714924256
F568-3,nfw,0.001,fullfit_outer_third,False,18,6,7,82.4,8.24,1,40.0,10.0,8.346,4.99,3.195,16.14,0.0,1,spiral_T1_9,spiral_T1_7,17.98,0.64,3.603206412825651,83.9,0.22469191106035866,0,-0.3446939675212022,-0.46127909633444375,0.10456582810834412,0.1,-0.003783887303637905,-0.023842212676807206,0.03733981127283959,0.4031868841138544,0.35819607470240467,False,True,False,not applicable,False,0.8255043673620196,0.5463483842302939,0.7,1.0258337282326526,48.25504367362019,,4999.999999992757,2429.6740483032795,0.04499080941144973,0.55668914177382,1.9237619608287002
F568-V1,nfw,0.001,fullfit_outer_third,False,15,5,7,80.6,8.06,1,40.0,10.0,3.825,2.85,2.491,14.38,112.3,1,spiral_T1_9,spiral_T1_7,17.63,0.39,6.185964912280701,111.0,0.1326219548980178,0,4.994977178186855,4.9416306892925235,0.1527850361825538,0.12372881355932203,0.04433538353637774,0.31181147592592084,0.1232851218388376,0.07843280194186972,0.07839643254339186,False,False,False,not applicable,False,0.0458675275000986,0.5043406574774818,0.7,0.99891404611059,39.541324724999015,,8.027512760447365,244.8407715067593,3.636939847785625e-05,0.7914074522908118,2.0453229787866576
F571-8,nfw,0.001,fullfit_outer_third,False,13,5,5,53.3,10.7,1,85.0,5.0,10.164,3.56,1.782,24.55,139.7,1,spiral_T1_9,spiral_T1_7,15.55,0.22,4.367977528089888,105.0,0.13552480932784639,0,-0.580180939926106,-3.565839521162758,0.03193282071201982,0.03225806451612903,-0.006549892566861082,-0.24065151364430593,1.2964244523946047,0.33421827652543534,0.23397192268390624,True,False,False,not applicable,False,4.9763271028037375,0.4991623606360249,0.7,0.0010000000000002,84.99759574246693,,30.88957692891948,403.5443053351915,0.1002463538415291,0.6402803953899812,2.0211892990699383
F571-V1,nfw,0.001,fullfit_outer_third,False,7,3,7,80.1,8.0,1,30.0,10.0,1.849,2.47,1.217,10.1,83.6,2,spiral_T1_9,spiral_T1_7,13.59,1.95,5.502024291497976,77.0,0.19307411957239085,1,0.3103570654796594,0.1673968417911027,0.07180511891509139,0.07151370679380215,0.0035909999656485113,0.05172617757994324,0.07257389876994524,0.18988931193040534,0.05233148695419144,False,False,False,not applicable,False,0.1403477735594498,0.5002078631031692,0.7,1.0024424766937376,31.4034777355945,,26.830795069999432,205.6916074084421,0.1375578249762139,0.7405225034728286,1.8864907251724818
F574-1,nfw,0.001,fullfit_outer_third,False,14,5,7,96.8,9.68,1,65.0,10.0,6.537,4.46,3.524,16.19,97.8,1,spiral_T1_9,spiral_T1_7,12.6,0.47,2.8251121076233185,90.95,0.19377821817272864,0,1.990768335795201,1.896751595865382,0.04664344570748506,0.04569055036344757,0.019972329675300864,0.41605816665653117,0.3585745938321619,0.2675203670597323,0.10115070158190652,False,False,False,not applicable,False,0.1863232624097655,0.5219180666239143,0.7,0.9961725224108762,64.36121451640804,,16.033412867870204,221.91256866323903,0.16636966547782578,0.4510356864054211,1.9588027033995024
F583-1,nfw,0.001,fullfit_outer_third,False,25,9,9,35.4,8.85,1,63.0,5.0,0.986,2.36,2.126,15.65,85.8,1,spiral_T1_9,late_T8_11,16.26,0.26,6.889830508474577,59.4,0.11657047545509146,0,-1.0792356816199091,-4.091106198573996,0.10870258922698933,0.08174386920980926,-0.01880383622804094,-0.21015616759012692,1.2189724131460393,0.3701533829795442,0.18232378476016586,False,False,False,not applicable,False,0.3487014594582694,0.508873642360529,0.7,0.9128246351354328,62.41962575349691,,30.65770440180444,229.79071973704836,0.18782959821937834,0.8382085382879428,1.7737864449811935
F583-4,nfw,0.001,fullfit_outer_third,False,12,4,5,53.3,10.7,1,55.0,10.0,1.715,1.93,0.641,7.8,0.0,1,spiral_T1_9,spiral_T1_7,7.29,0.22,3.77720207253886,58.5,0.2146088087198342,0,0.16138772455283856,0.1261874257002802,0.07087626518707604,0.07150840486409156,0.0032988431770849657,0.055991627667233174,0.0862694179614904,0.32135605149693725,0.5228685369609894,False,False,False,not applicable,False,0.0699592407085925,0.5075424685862853,0.7,1.0117033141108602,55.69959240708592,,28.27116507377403,198.0879592444768,-0.2015124854640522,0.5771702193102008,1.7671558660821804
IC2574,nfw,0.001,fullfit_outer_third,False,34,12,9,3.91,0.2,2,75.0,7.0,1.016,2.78,1.036,10.81,66.4,2,spiral_T1_9,late_T8_11,10.23,0.85,3.679856115107914,43.65,0.22640774467626615,1,-5.716062120199279,-5.856812159464823,0.08339867303930902,0.07516197075033226,-0.09197901622407922,-2.4319231734466853,12.49915119852121,0.5229871191844992,0.6135379193102374,True,True,False,not applicable,False,5.9999999989702415,0.267493561829745,0.7,1.3069053707913167,88.16273353895525,,4999.999954994716,1550.6523128944311,-0.09055080012573813,0.5658308377940839,1.6399842480415885
IC4202,nfw,0.001,fullfit_outer_third,False,32,11,4,100.4,10.0,1,90.0,1.0,179.749,4.78,12.326,32.13,242.6,1,spiral_T1_9,spiral_T1_7,25.9,0.77,5.418410041841003,240.5,0.4458680655702384,0,8.052455161870075,6.457957865506103,0.04870497154877851,0.040160642570281124,0.033521003768815054,0.7743553771697539,0.8325747530416456,-0.065468763004079,-0.03148247305406154,True,False,False,not applicable,False,5.999999999999999,0.8741429049864672,0.1758320502056706,0.4975751507964581,89.99999999999753,,11.642837163529736,463.1709363161686,-0.03398628995001746,0.7338718674691329,2.3811150807098507
KK98-251,nfw,0.001,fullfit_outer_third,False,15,5,10,6.8,2.04,1,59.0,5.0,0.085,1.34,0.115,2.9,33.7,2,irregular_T10_11,late_T8_11,3.13,0.25,2.335820895522388,21.8,0.34459562836388274,1,-2.0638472051129093,-1.8581196401563105,0.060739870868698996,0.060060060060060066,-0.0626014388514111,-1.0319236025564547,1.1080097521247174,0.25674190235072253,0.22532995416377408,False,True,False,not applicable,False,1.8804958005683656,0.5092122836514383,0.7,1.5641487401705096,63.30275974589991,,4999.999999876769,1126.4883479183943,0.03141194818694845,0.3684395391816408,1.3384564936046048
NGC0024,nfw,0.001,fullfit_outer_third,False,29,10,5,7.3,0.36,2,64.0,3.0,3.889,1.34,0.676,7.29,106.3,1,spiral_T1_9,spiral_T1_7,11.27,0.21,8.410447761194028,92.4,0.23735984365446766,0,-2.6947856870544555,-4.116703188020189,0.06720080387571986,0.08067027632561613,-0.025193535170187235,-0.21567866331457167,0.8027691981990637,0.04891821435662186,0.01596328156698412,False,False,False,not applicable,False,1.216833157717932,0.6616880937197633,0.7,1.0104748339584078,64.6478413382886,,4.791476961373791,211.88579800319675,0.032954932789637736,0.9248191176812989,1.9656719712201067
NGC0055,nfw,0.001,fullfit_outer_third,False,21,7,9,2.11,0.11,2,77.0,3.0,4.628,6.11,1.565,10.24,85.6,2,spiral_T1_9,late_T8_11,13.5,1.23,2.20949263502455,82.4,0.3066324672563132,1,3.2170649785884353,3.0481654702804946,0.058079417678656924,0.06358381502890173,0.037271263553339824,0.7127534296857413,0.874331395408846,0.25242606639809867,0.02802649297001847,False,False,False,not applicable,False,1.9832296713628093,0.3166992516866846,0.7,1.0228686675696868,77.59476036173149,,101.92505045987728,347.8854110629476,0.2243995734280802,0.34429255825245186,1.9159272116971158
NGC0100,nfw,0.001,fullfit_outer_third,False,21,7,6,13.5,4.05,1,89.0,1.0,3.232,1.66,1.99,16.36,88.1,1,spiral_T1_9,spiral_T1_7,9.62,0.23,5.795180722891566,77.8,0.16738598530612242,0,1.6564746317619725,1.6478119008415462,0.08343908529498825,0.06422764227642278,0.018660050491866403,0.2329297124218645,0.06792804899438941,0.3894145468007626,0.3030330137219761,False,True,False,not applicable,False,0.2293257811678377,0.4915526256594612,0.7,1.0687977343503514,89.00049783343056,,4999.999999999995,2798.366488717423,0.08638153307878649,0.7630669839977579,1.890979596989689
NGC0247,nfw,0.001,fullfit_outer_third,False,26,9,7,3.7,0.19,2,74.0,3.0,7.332,3.74,1.746,12.79,104.9,2,spiral_T1_9,spiral_T1_7,14.54,1.08,3.887700534759358,88.9,0.25259502040816323,1,-2.166073062520818,-1.9979585696361397,0.08331488314682182,0.08476190476190476,-0.020570969478695453,-0.2512586382180465,0.07409161774318901,0.12758688456945172,0.15693897040393234,False,False,False,not applicable,False,0.9877471682029376,0.6276892937977011,0.7,1.0098804611521588,74.33339424827429,,22.964883945784276,223.96128634125333,-0.029352085834480623,0.5896928043225388,1.9489017609702137
NGC0289,nfw,0.001,fullfit_outer_third,False,28,10,4,20.8,5.2,1,46.0,5.0,72.065,6.74,27.469,49.51,163.0,2,spiral_T1_9,spiral_T1_7,71.12,1.5,10.55192878338279,175.0,0.2353007261095904,1,-0.21041663011392586,-1.5814242189662764,0.05320092897102609,0.05052645095017977,9.433970649135991e-05,-0.00965691696423986,0.8052396003424475,-0.15312291628410177,-0.2702269549959189,False,False,False,not applicable,False,0.908194085602278,0.4818281367113005,0.7,1.2270485214005695,49.34105533247198,,26.940738328591056,304.26356857228114,0.11710403871181715,1.0233318514268375,2.2430380486862944
NGC0300,nfw,0.001,fullfit_outer_third,False,25,9,7,2.08,0.1,2,42.0,10.0,2.922,1.75,0.936,9.2,93.3,2,spiral_T1_9,spiral_T1_7,11.8,0.91,6.742857142857143,88.2,0.14859433958186558,1,1.9593028347399393,3.052599885000177,0.07876301635841854,0.07790821771611525,0.02148308258933628,0.23397214880423445,0.24602017594048733,0.1437019340077625,0.09023635217368768,False,False,False,not applicable,False,0.1278315584990545,0.50615645654665,0.7,0.9992708293768492,40.721684415009456,,19.74764189686502,231.78785252998927,0.05346558183407481,0.828843958619831,1.9454685851318196
NGC0801,nfw,0.001,fullfit_outer_third,False,13,5,5,80.7,8.07,1,80.0,1.0,312.57,8.72,23.201,44.99,220.1,1,spiral_T1_9,spiral_T1_7,59.82,1.17,6.860091743119265,219.0,0.44167279456721115,0,0.976633611059657,1.5245340960303508,0.02085453331964662,0.01872146118721461,0.004482185134565047,0.20022035022245427,0.15300744166823407,-0.05206876869363132,-0.045936807257302634,False,False,False,not applicable,False,0.8943669969822986,0.6143370444782754,0.7,1.0294660618521776,80.01863620453112,,324.6335360134622,605.4911728473863,-0.006131961436328687,0.8363299237627321,2.3404441148401185
NGC0891,nfw,0.001,fullfit_outer_third,False,18,6,3,9.91,0.5,2,90.0,1.0,138.34,2.55,4.462,18.16,216.1,1,spiral_T1_9,spiral_T1_7,17.11,0.92,6.709803921568628,222.5,0.549237392179311,0,3.446885477076487,2.3256791655198015,0.016178220883835217,0.0166371181088923,0.0162853874785861,0.9183302645821328,1.1209184394486689,-0.0776707732377077,-0.17831346983983906,True,False,False,not applicable,False,3.785707879050242,0.2091217557105415,0.5282963378849536,0.9328045081957383,89.99999999984375,,8.139576046984853,405.262403414909,0.10064269660213136,0.8267098291071451,2.3473300153169503
NGC1003,nfw,0.001,fullfit_outer_third,False,36,12,6,11.4,3.42,1,67.0,5.0,6.82,1.61,5.88,33.33,109.8,1,spiral_T1_9,spiral_T1_7,30.24,1.25,18.782608695652172,103.5,0.11659439354440493,0,-0.708318314044206,-0.8549561633456264,0.024769231628052748,0.02333467417538214,-0.006359749355153481,-0.2401868686670363,0.31350442602311596,0.223765494361901,0.21940640939635384,False,False,False,not applicable,False,1.0965234670002266,0.6436093594455119,0.7,1.0554452549272528,67.23807471903743,,41.04985053372148,253.611678422442,0.004359084965547155,1.273755910797319,2.0149403497929366
NGC1090,nfw,0.001,fullfit_outer_third,False,24,8,4,37.0,9.25,1,64.0,3.0,72.045,3.53,8.783,30.49,164.4,1,spiral_T1_9,spiral_T1_7,30.09,0.35,8.524079320113314,165.0,0.34270975108654694,0,-0.010792329078487484,0.09535793935037873,0.014477983600059904,0.013765432098765433,-2.286674847194834e-06,0.0068525786272497224,0.2092515244953771,-0.04454011749680884,-0.08870953558715274,False,False,False,not applicable,False,0.6252968325359329,0.5149455100853649,0.7,0.8436757918660167,63.67195462014184,,16.41540381094613,297.37950661905666,0.044169418090343894,0.9306474823522579,2.2174839442139063
NGC2403,nfw,0.001,fullfit_outer_third,False,73,25,6,3.16,0.16,2,63.0,3.0,10.041,1.39,3.199,15.11,131.2,1,spiral_T1_9,spiral_T1_7,20.87,0.16,15.014388489208635,114.0,0.2004949237023836,0,-2.8820746492026728,-2.884997667753794,0.024124533446095473,0.02015748031496063,-0.021290153477264546,-0.6749348588002471,8.453391570502424,-0.013942283448529165,0.07693923806344007,False,False,False,not applicable,False,3.100723725469196,0.3979777754502109,0.7,0.8829715417454267,53.69782882359242,,7.576742786529841,260.51537018913245,-0.09088152151196924,1.176507648811359,2.0569048513364727
NGC2683,nfw,0.001,fullfit_outer_third,False,11,4,3,9.81,0.49,2,80.0,5.0,80.415,2.18,1.406,13.79,154.0,2,spiral_T1_9,spiral_T1_7,34.62,2.89,15.880733944954127,172.0,0.25418338475200797,1,3.4382852199289005,-0.1503706910846887,0.06828824859360536,0.06559139784946236,0.023172847977040806,0.34261028177956776,0.6675261985410086,-0.23140825542391558,0.031962132262654985,False,False,False,not applicable,False,0.1880822337016513,0.4854939975347078,0.67033179101945,0.996630323907176,79.78839834351973,,6.320428964161103,307.0636355617936,-0.26337038768657056,1.2008705699347701,2.2355284469075487
