BKM_distance,sharp_bound,local_distance_squared,symmetric_cycle_direct,asymmetric_cycle_direct,symmetric_z0,symmetric_z1,asymmetric_z0,asymmetric_z1
2.8574999999999999e+00,1.0465783295141902e+01,8.1653062500000004e+00,1.0465783295141911e+01,1.1737359099506300e+01,5.0358138217684052e-03,9.9496418617823157e-01,1.4507295559585522e-02,9.9954608262045241e-01
2.8649999999999998e+00,1.0577666726412886e+01,8.2082249999999988e+00,1.0577666726412861e+01,1.1852624272536858e+01,4.7738525443958516e-03,9.9522614745560412e-01,1.3754911327155101e-02,9.9956972955993728e-01
2.8725000000000001e+00,1.0692418601646553e+01,8.2512562500000008e+00,1.0692418601646580e+01,1.1970697542271683e+01,4.5188553765608055e-03,9.9548114462343928e-01,1.3022288332105589e-02,9.9959274423155009e-01
2.8799999999999999e+00,1.0810203655673739e+01,8.2943999999999996e+00,1.0810203655673732e+01,1.2091742677231956e+01,4.2708259041567683e-03,9.9572917409584316e-01,1.2309456348592651e-02,9.9961512660616236e-01
2.8874999999999997e+00,1.0931201101034631e+01,8.3376562499999984e+00,1.0931201101034638e+01,1.2215937905342717e+01,4.0297676150940921e-03,9.9597023238490590e-01,1.1616444346455453e-02,9.9963687665544687e-01
2.8950000000000000e+00,1.1055606366119418e+01,8.3810249999999993e+00,1.1055606366119431e+01,1.2343477650903072e+01,3.7956838992509808e-03,9.9620431610074900e-01,1.0943280490039474e-02,9.9965799435187608e-01
2.9024999999999999e+00,1.1183633101994690e+01,8.4245062499999985e+00,1.1183633101994705e+01,1.2474574540136810e+01,3.5685780484258590e-03,9.9643142195157419e-01,1.0289992137051991e-02,9.9967847966872270e-01
2.9099999999999997e+00,1.1315515509334491e+01,8.4680999999999980e+00,1.1315515509334482e+01,1.2609461726724501e+01,3.3484532562909970e-03,9.9665154674370893e-01,9.6566058374500194e-03,9.9969833258006036e-01
2.9175000000000000e+00,1.1451511048732783e+01,8.5118062499999994e+00,1.1451511048732776e+01,1.2748395600571641e+01,3.1353126183476438e-03,9.9686468738165235e-01,9.0431473323614280e-03,9.9971755306076249e-01
2.9249999999999998e+00,1.1591903612763069e+01,8.5556249999999991e+00,1.1591903612763065e+01,1.2891658958171838e+01,2.9291591318825346e-03,9.9707084086811748e-01,8.4496415530389089e-03,9.9973614108650333e-01
2.9325000000000001e+00,1.1737007257498785e+01,8.5995562500000009e+00,1.1737007257498757e+01,1.3039564732244486e+01,2.7299956959256494e-03,9.9727000430407431e-01,7.8761126198465155e-03,9.9975409663375714e-01
2.9399999999999999e+00,1.1887170616213091e+01,8.6435999999999993e+00,1.1887170616213108e+01,1.3192460403352296e+01,2.5378251112095494e-03,9.9746217488879052e-01,7.3225838412796819e-03,9.9977141967979921e-01
2.9474999999999998e+00,1.2042782150574029e+01,8.6877562499999996e+00,1.2042782150574105e+01,1.3350733248770855e+01,2.3526500801299018e-03,9.9764734991987025e-01,6.7890777130176962e-03,9.9978811020270497e-01
2.9550000000000001e+00,1.2204276437534679e+01,8.7320250000000001e+00,1.2204276437534670e+01,1.3514816626785446e+01,2.1744732067075206e-03,9.9782552679329239e-01,6.2756159170095985e-03,9.9980416818135043e-01
2.9624999999999999e+00,1.2372141747089858e+01,8.7764062499999991e+00,1.2372141747089856e+01,1.3685197551537421e+01,2.0032969965517720e-03,9.9799670300344823e-01,5.7822193205930763e-03,9.9981959359541217e-01
2.9699999999999998e+00,1.2546929242563259e+01,8.8208999999999982e+00,1.2546929242563323e+01,1.3862425890034309e+01,1.8391238568252807e-03,9.9816087614317484e-01,5.3089079756462425e-03,9.9983438642536759e-01
2.9775000000000000e+00,1.2729264238961935e+01,8.8655062500000010e+00,1.2729264238962031e+01,1.4047125616792037e+01,1.6819560962101081e-03,9.9831804390378998e-01,4.8557011177728007e-03,9.9984854665249445e-01
2.9849999999999999e+00,1.2919860097733466e+01,8.9102249999999987e+00,1.2919860097733448e+01,1.4240008704375185e+01,1.5317959248753179e-03,9.9846820407512460e-01,4.4226171655203875e-03,9.9986207425887119e-01
2.9924999999999997e+00,1.3119535535206222e+01,8.9550562499999984e+00,1.3119535535206218e+01,1.4441892427012313e+01,1.3886454544458351e-03,9.9861135454555416e-01,4.0096737196318620e-03,9.9987496922737673e-01
3.0000000000000000e+00,1.3329236403208277e+01,9.0000000000000000e+00,1.3329236403208327e+01,1.4653721135672296e+01,1.2525066979727822e-03,9.9874749330202728e-01,3.6168875623300923e-03,9.9988723154169112e-01
