BKM_distance,sharp_bound,local_distance_squared,symmetric_cycle_direct,asymmetric_cycle_direct,symmetric_z0,symmetric_z1,asymmetric_z0,asymmetric_z1
9.3750000000000000e-01,8.7991310065686390e-01,8.7890625000000000e-01,8.7991310065686346e-01,9.6087054010963691e-01,2.7411426425415808e-01,7.2588573574584181e-01,6.4904088123134129e-01,9.7292161794675402e-01
9.4499999999999995e-01,8.9408231988648268e-01,8.9302499999999996e-01,8.9408231988648268e-01,9.7708280043801654e-01,2.7244310574556985e-01,7.2755689425443004e-01,6.4599527595569428e-01,9.7310391949177744e-01
9.5250000000000001e-01,9.0836616091243338e-01,9.0725624999999999e-01,9.0836616091243361e-01,9.9344105588547471e-01,2.7077514725205698e-01,7.2922485274794280e-01,6.4294373736087995e-01,9.7328562226471560e-01
9.5999999999999996e-01,9.2276469661497929e-01,9.2159999999999997e-01,9.2276469661497984e-01,1.0099454920122453e+00,2.6911041222925852e-01,7.3088958777074131e-01,6.3988638946291398e-01,9.7346672603560125e-01
9.6749999999999992e-01,9.3727800186367904e-01,9.3605624999999981e-01,9.3727800186367993e-01,1.0265962925049870e+00,2.6744892408748311e-01,7.3255107591251689e-01,6.3682335651390509e-01,9.7364723057522518e-01
9.7499999999999998e-01,9.5190615356010444e-01,9.5062499999999994e-01,9.5190615356010433e-01,1.0433936392109597e+00,2.6579070619138029e-01,7.3420929380861943e-01,6.3375476299700462e-01,9.7382713565513590e-01
9.8249999999999993e-01,9.6664923068134445e-01,9.6530624999999981e-01,9.6664923068134190e-01,1.0603377121733377e+00,2.6413578185961217e-01,7.3586421814038783e-01,6.3068073362134913e-01,9.7400644104764156e-01
9.8999999999999999e-01,9.8150731432430727e-01,9.8009999999999997e-01,9.8150731432430760e-01,1.0774286896676664e+00,2.6248417436452448e-01,7.3751582563547546e-01,6.2760139331699050e-01,9.7418514652580845e-01
9.9749999999999994e-01,9.9648048775083331e-01,9.9500624999999987e-01,9.9648048775083264e-01,1.0946667482394439e+00,2.6083590693182085e-01,7.3916409306817898e-01,6.2451686722981958e-01,9.7436325186346240e-01
1.0049999999999999e+00,1.0115688364336424e+00,1.0100249999999997e+00,1.0115688364336428e+00,1.1120520627429080e+00,2.5919100274023466e-01,7.4080899725976534e-01,6.2142728071647968e-01,9.7454075683518915e-01
1.0125000000000000e+00,1.0267724481031266e+00,1.0251562500000000e+00,1.0267724481031264e+00,1.1295848063809402e+00,2.5754948492120405e-01,7.4245051507879589e-01,6.1833275933927223e-01,9.7471766121633396e-01
1.0200000000000000e+00,1.0420914127950085e+00,1.0404000000000000e+00,1.0420914127950063e+00,1.1472651507461791e+00,2.5591137655854629e-01,7.4408862344145354e-01,6.1523342886105448e-01,9.7489396478300205e-01
1.0274999999999999e+00,1.0575258228988820e+00,1.0557562499999997e+00,1.0575258228988833e+00,1.1650932658633479e+00,2.5427670068813307e-01,7.4572329931186676e-01,6.1212941524012765e-01,9.7506966731205946e-01
1.0349999999999999e+00,1.0730757732076550e+00,1.0712249999999999e+00,1.0730757732076563e+00,1.1830693202327591e+00,2.5264548029756717e-01,7.4735451970243272e-01,6.0902084462511741e-01,9.7524476858113252e-01
1.0425000000000000e+00,1.0887413609679117e+00,1.0868062500000000e+00,1.0887413609679122e+00,1.2011934808750429e+00,2.5101773832585822e-01,7.4898226167414172e-01,6.0590784334984915e-01,9.7541926836860871e-01
1.0500000000000000e+00,1.1045226859312125e+00,1.1025000000000000e+00,1.1045226859312116e+00,1.2194659133771530e+00,2.4939349766310107e-01,7.5060650233689874e-01,6.0279053792821202e-01,9.7559316645363681e-01
1.0574999999999999e+00,1.1204198504063552e+00,1.1183062499999998e+00,1.1204198504063569e+00,1.2378867819395740e+00,2.4777278115015305e-01,7.5222721884984689e-01,5.9966905504901691e-01,9.7576646261612709e-01
1.0649999999999999e+00,1.1364329593126152e+00,1.1342249999999998e+00,1.1364329593126152e+00,1.2564562494248328e+00,2.4615561157831362e-01,7.5384438842168611e-01,5.9654352157084989e-01,9.7593915663675201e-01
1.0725000000000000e+00,1.1525621202339815e+00,1.1502562500000000e+00,1.1525621202339815e+00,1.2751744774072762e+00,2.4454201168900316e-01,7.5545798831099675e-01,5.9341406451691470e-01,9.7611124829694496e-01
1.0800000000000001e+00,1.1688074434744185e+00,1.1664000000000001e+00,1.1688074434744182e+00,1.2940416262241570e+00,2.4293200417344341e-01,7.5706799582655648e-01,5.9028081106987096e-01,9.7628273737890303e-01
1.0874999999999999e+00,1.1851690421141701e+00,1.1826562499999997e+00,1.1851690421141701e+00,1.3130578550280507e+00,2.4132561167233871e-01,7.5867438832766132e-01,5.8714388856666588e-01,9.7645362366558497e-01
1.0950000000000000e+00,1.2016470320671269e+00,1.1990250000000000e+00,1.2016470320671271e+00,1.3322233218406012e+00,2.3972285677555705e-01,7.6027714322444284e-01,5.8400342449335918e-01,9.7662390694071322e-01
1.1025000000000000e+00,1.2182415321392837e+00,1.2155062500000000e+00,1.2182415321392828e+00,1.3515381836076088e+00,2.3812376202181265e-01,7.6187623797818727e-01,5.8085954647994065e-01,9.7679358698877283e-01
1.1099999999999999e+00,1.2349526640883077e+00,1.2320999999999998e+00,1.2349526640883077e+00,1.3710025962555363e+00,2.3652834989834934e-01,7.6347165010165052e-01,5.7771238229514543e-01,9.7696266359501249e-01
1.1174999999999999e+00,1.2517805526842471e+00,1.2488062499999999e+00,1.2517805526842478e+00,1.3906167147493775e+00,2.3493664284062366e-01,7.6506335715937634e-01,5.7456205984125974e-01,9.7713113654544481e-01
1.1250000000000000e+00,1.2687253257713926e+00,1.2656250000000000e+00,1.2687253257713929e+00,1.4103806931519536e+00,2.3334866323198991e-01,7.6665133676801001e-01,5.7140870714892311e-01,9.7729900562684613e-01
1.1325000000000001e+00,1.2857871143313369e+00,1.2825562500000001e+00,1.2857871143313373e+00,1.4302946846846840e+00,2.3176443340338512e-01,7.6823556659661474e-01,5.6825245237192612e-01,9.7746627062675717e-01
1.1399999999999999e+00,1.3029660525472349e+00,1.2995999999999999e+00,1.3029660525472346e+00,1.4503588417897593e+00,2.3018397563301540e-01,7.6981602436698460e-01,5.6509342378200156e-01,9.7763293133348284e-01
1.1475000000000000e+00,1.3202622778693163e+00,1.3167562499999999e+00,1.3202622778693174e+00,1.4705733161938888e+00,2.2860731214604177e-01,7.7139268785395820e-01,5.6193174976361004e-01,9.7779898753609396e-01
1.1550000000000000e+00,1.3376759310816553e+00,1.3340250000000000e+00,1.3376759310816571e+00,1.4909382589734612e+00,2.2703446511426870e-01,7.7296553488573128e-01,5.5876755880872508e-01,9.7796443902442509e-01
1.1624999999999999e+00,1.3552071563702417e+00,1.3514062499999997e+00,1.3552071563702421e+00,1.5114538206213464e+00,2.2546545665583165e-01,7.7453454334416816e-01,5.5560097951160914e-01,9.7812928558907686e-01
1.1699999999999999e+00,1.3728561013923772e+00,1.3688999999999998e+00,1.3728561013923768e+00,1.5321201511151852e+00,2.2390030883488615e-01,7.7609969116511379e-01,5.5243214056358803e-01,9.7829352702141548e-01
1.1775000000000000e+00,1.3906229173474249e+00,1.3865062500000001e+00,1.3906229173474252e+00,1.5529373999873215e+00,2.2233904366129773e-01,7.7766095633870225e-01,5.4926117074782088e-01,9.7845716311357278e-01
1.1850000000000001e+00,1.4085077590489454e+00,1.4042250000000001e+00,1.4085077590489448e+00,1.5739057163963253e+00,2.2078168309033211e-01,7.7921831690966792e-01,5.4608819893406657e-01,9.7862019365844688e-01
1.1924999999999999e+00,1.4265107849982490e+00,1.4220562499999998e+00,1.4265107849982499e+00,1.5950252492001642e+00,2.1922824902234661e-01,7.8077175097765328e-01,5.4291335407344599e-01,9.7878261844970216e-01
1.2000000000000000e+00,1.4446321574594050e+00,1.4399999999999999e+00,1.4446321574594041e+00,1.6162961470311181e+00,2.1767876330248229e-01,7.8232123669751763e-01,5.3973676519320157e-01,9.7894443728177016e-01
1.2075000000000000e+00,1.4628720425357213e+00,1.4580562500000001e+00,1.4628720425357180e+00,1.6377185583722778e+00,2.1613324772035652e-01,7.8386675227964331e-01,5.3655856139145330e-01,9.7910564994984839e-01
1.2149999999999999e+00,1.4812306102477528e+00,1.4762249999999997e+00,1.4812306102477537e+00,1.6592926316359193e+00,2.1459172400975673e-01,7.8540827599024310e-01,5.3337887183195309e-01,9.7926625624990238e-01
1.2224999999999999e+00,1.4997080346128628e+00,1.4945062499999997e+00,1.4997080346128620e+00,1.6810185152435970e+00,2.1305421384833464e-01,7.8694578615166533e-01,5.3019782573883401e-01,9.7942625597866484e-01
1.2300000000000000e+00,1.5183044937263619e+00,1.5128999999999999e+00,1.5183044937263661e+00,1.7028963577079903e+00,2.1152073885730158e-01,7.8847926114269851e-01,5.2701555239135933e-01,9.7958564893363620e-01
1.2375000000000000e+00,1.5370201698442854e+00,1.5314062500000001e+00,1.5370201698442862e+00,1.7249263077167125e+00,2.0999132060112438e-01,7.9000867939887542e-01,5.2383218111866947e-01,9.7974443491308449e-01
1.2449999999999999e+00,1.5558552494678330e+00,1.5500249999999998e+00,1.5558552494678350e+00,1.7471085142178868e+00,2.0846598058722202e-01,7.9153401941277801e-01,5.2064784129452413e-01,9.7990261371604637e-01
1.2524999999999999e+00,1.5748099234295068e+00,1.5687562499999999e+00,1.5748099234295054e+00,1.7694431265077259e+00,2.0694474026566329e-01,7.9305525973433644e-01,5.1746266233204530e-01,9.8006018514232673e-01
1.2600000000000000e+00,1.5938843869809989e+00,1.5876000000000001e+00,1.5938843869810011e+00,1.7919302943200233e+00,2.0542762102886522e-01,7.9457237897113475e-01,5.1427677367845870e-01,9.8021714899249968e-01
1.2674999999999998e+00,1.6130788398828639e+00,1.6065562499999997e+00,1.6130788398828644e+00,1.8145701679175943e+00,2.0391464421129205e-01,7.9608535578870787e-01,5.1109030480983197e-01,9.8037350506790732e-01
1.2749999999999999e+00,1.6323934864960210e+00,1.6256249999999999e+00,1.6323934864960208e+00,1.8373628981858694e+00,2.0240583108915525e-01,7.9759416891084478e-01,5.0790338522581280e-01,9.8052925317066164e-01
1.2825000000000000e+00,1.6518285358751235e+00,1.6448062500000000e+00,1.6518285358751230e+00,1.8603086367284742e+00,2.0090120288011462e-01,7.9909879711988541e-01,5.0471614444436608e-01,9.8068439310364430e-01
1.2900000000000000e+00,1.6713842018638569e+00,1.6641000000000001e+00,1.6713842018638569e+00,1.8834075359649347e+00,1.9940078074297948e-01,8.0059921925702038e-01,5.0152871199651072e-01,9.8083892467050593e-01
1.2974999999999999e+00,1.6910607031921903e+00,1.6835062499999998e+00,1.6910607031921892e+00,1.9066597492305952e+00,1.9790458577741141e-01,8.0209541422258845e-01,4.9834121742105492e-01,9.8099284767566775e-01
1.3049999999999999e+00,1.7108582635756502e+00,1.7030249999999998e+00,1.7108582635756475e+00,1.9300654308786971e+00,1.9641263902362746e-01,8.0358736097637240e-01,4.9515379025933159e-01,9.8114616192432080e-01
1.3125000000000000e+00,1.7307771118166473e+00,1.7226562500000000e+00,1.7307771118166482e+00,1.9536247363847608e+00,1.9492496146210431e-01,8.0507503853789564e-01,4.9196656004993372e-01,9.8129886722242698e-01
1.3199999999999998e+00,1.7508174819079230e+00,1.7423999999999995e+00,1.7508174819079230e+00,1.9773378224532152e+00,1.9344157401328313e-01,8.0655842598671690e-01,4.8877965632345088e-01,9.8145096337671878e-01
1.3274999999999999e+00,1.7709796131381594e+00,1.7622562499999996e+00,1.7709796131381594e+00,2.0012048471264432e+00,1.9196249753727543e-01,8.0803750246272454e-01,4.8559320859720334e-01,9.8160245019469905e-01
1.3350000000000000e+00,1.7912637501998014e+00,1.7822249999999999e+00,1.7912637501998017e+00,2.0252259698962316e+00,1.9048775283356981e-01,8.0951224716643022e-01,4.8240734636997962e-01,9.8175332748464272e-01
1.3425000000000000e+00,1.8116701432991629e+00,1.8023062500000000e+00,1.8116701432991658e+00,2.0494013518176022e+00,1.8901736064073932e-01,8.1098263935926063e-01,4.7922219911677338e-01,9.8190359505559544e-01
1.3499999999999999e+00,1.8321990482688582e+00,1.8224999999999996e+00,1.8321990482688584e+00,2.0737311556253033e+00,1.8755134163615006e-01,8.1244865836384983e-01,4.7603789628352161e-01,9.8205325271737520e-01
1.3574999999999999e+00,1.8528507266826206e+00,1.8428062499999998e+00,1.8528507266826217e+00,2.0982155458527298e+00,1.8608971643567004e-01,8.1391028356432982e-01,4.7285456728184277e-01,9.8220230028057121e-01
1.3650000000000000e+00,1.8736254459725779e+00,1.8632249999999999e+00,1.8736254459725759e+00,2.1228546889535558e+00,1.8463250559337954e-01,8.1536749440662037e-01,4.6967234148377945e-01,9.8235073755654534e-01
1.3725000000000001e+00,1.8945234795490324e+00,1.8837562500000002e+00,1.8945234795490329e+00,2.1476487534260791e+00,1.8317972960128204e-01,8.1682027039871796e-01,4.6649134821653859e-01,9.8249856435743166e-01
1.3799999999999999e+00,1.9155451069228226e+00,1.9043999999999996e+00,1.9155451069228242e+00,2.1725979099402402e+00,1.8173140888901601e-01,8.1826859111098393e-01,4.6331171675723731e-01,9.8264578049613682e-01
1.3875000000000000e+00,1.9366906138303297e+00,1.9251562499999999e+00,1.9366906138303293e+00,2.1977023314675410e+00,1.8028756382356756e-01,8.1971243617643241e-01,4.6013357632764745e-01,9.8279238578634054e-01
1.3950000000000000e+00,1.9579602923611812e+00,1.9460250000000001e+00,1.9579602923611841e+00,2.2229621934137871e+00,1.7884821470898413e-01,8.2115178529101573e-01,4.5695705608894477e-01,9.8293838004249534e-01
1.4024999999999999e+00,1.9793544410887498e+00,1.9670062499999996e+00,1.9793544410887485e+00,2.2483776737548542e+00,1.7741338178608898e-01,8.2258661821391088e-01,4.5378228513646041e-01,9.8308376307982748e-01
1.4099999999999999e+00,2.0008733652034993e+00,1.9880999999999998e+00,2.0008733652035016e+00,2.2739489531753847e+00,1.7598308523219641e-01,8.2401691476780370e-01,4.5060939249443255e-01,9.8322853471433636e-01
1.4175000000000000e+00,2.0225173766492550e+00,2.0093062499999998e+00,2.0225173766492555e+00,2.2996762152106829e+00,1.7455734516082810e-01,8.2544265483917190e-01,4.4743850711076510e-01,9.8337269476279565e-01
1.4250000000000000e+00,2.0442867942624772e+00,2.0306250000000001e+00,2.0442867942624794e+00,2.3255596463917012e+00,1.7313618162143030e-01,8.2686381837856959e-01,4.4426975785178491e-01,9.8351624304275254e-01
1.4324999999999999e+00,2.0661819439146250e+00,2.0520562499999997e+00,2.0661819439146267e+00,2.3515994363933057e+00,1.7171961459909196e-01,8.2828038540090809e-01,4.4110327349700662e-01,9.8365917937252878e-01
1.4399999999999999e+00,2.0882031586576777e+00,2.0735999999999999e+00,2.0882031586576781e+00,2.3777957781858987e+00,1.7030766401426342e-01,8.2969233598573655e-01,4.3793918273389726e-01,9.8380150357122065e-01
1.4475000000000000e+00,2.1103507788729043e+00,2.0952562499999998e+00,2.1103507788729052e+00,2.4041488681904397e+00,1.6890034972247650e-01,8.3109965027752353e-01,4.3477761415264776e-01,9.8394321545869945e-01
1.4549999999999998e+00,2.1326251524229725e+00,2.1170249999999995e+00,2.1326251524229729e+00,2.4306589064368502e+00,1.6749769151406527e-01,8.3250230848593476e-01,4.3161869624094606e-01,9.8408431485561054e-01
1.4624999999999999e+00,2.1550266348074789e+00,2.1389062499999998e+00,2.1550266348074834e+00,2.4573260967262307e+00,1.6609970911388766e-01,8.3390029088611228e-01,4.2846255737875544e-01,9.8422480158337544e-01
1.4700000000000000e+00,2.1775555893219969e+00,2.1608999999999998e+00,2.1775555893219982e+00,2.4841506467965218e+00,1.6470642218104811e-01,8.3529357781895186e-01,4.2530932583309744e-01,9.8436467546419015e-01
1.4775000000000000e+00,2.2002123872207395e+00,2.1830062500000000e+00,2.2002123872207395e+00,2.5111327684921090e+00,1.6331785030862117e-01,8.3668214969137877e-01,4.2215912975283920e-01,9.8450393632102740e-01
1.4849999999999999e+00,2.2229974078829255e+00,2.2052249999999995e+00,2.2229974078829224e+00,2.5382726779371509e+00,1.6193401302337596e-01,8.3806598697662382e-01,4.1901209716348442e-01,9.8464258397763482e-01
1.4924999999999999e+00,2.2459110389829675e+00,2.2275562499999997e+00,2.2459110389829657e+00,2.5655705957129715e+00,1.6055492978550140e-01,8.3944507021449843e-01,4.1586835596197125e-01,9.8478061825853658e-01
1.5000000000000000e+00,2.2689536766645624e+00,2.2500000000000000e+00,2.2689536766645606e+00,2.5930267470394881e+00,1.5918061998833291e-01,8.4081938001166701e-01,4.1272803391147450e-01,9.8491803898903318e-01
1.5074999999999998e+00,2.2921257257188232e+00,2.2725562499999996e+00,2.2921257257188223e+00,2.6206413619607556e+00,1.5781110295807929e-01,8.4218889704192068e-01,4.0959125863621249e-01,9.8505484599520121e-01
1.5149999999999999e+00,2.3154275997665326e+00,2.2952249999999998e+00,2.3154275997665366e+00,2.6484146755349300e+00,1.5644639795355123e-01,8.4355360204644869e-01,4.0645815761626114e-01,9.8519103910389472e-01
1.5225000000000000e+00,2.3388597214446536e+00,2.3180062499999998e+00,2.3388597214446527e+00,2.6763469280284475e+00,1.5508652416589030e-01,8.4491347583410958e-01,4.0332885818237318e-01,9.8532661814274403e-01
1.5300000000000000e+00,2.3624225225972109e+00,2.3409000000000000e+00,2.3624225225972122e+00,2.7044383651148731e+00,1.5373150071829933e-01,8.4626849928170056e-01,4.0020348751080254e-01,9.8546158294015695e-01
1.5374999999999999e+00,2.3861164444706615e+00,2.3639062499999994e+00,2.3861164444706651e+00,2.7326892380782919e+00,1.5238134666577324e-01,8.4761865333422670e-01,3.9708217261813644e-01,9.8559593332531892e-01
1.5449999999999999e+00,2.4099419379138909e+00,2.3870250000000000e+00,2.4099419379138931e+00,2.7610998040214856e+00,1.5103608099483101e-01,8.4896391900516888e-01,3.9396504035613317e-01,9.8572966912819249e-01
1.5525000000000000e+00,2.4338994635829505e+00,2.4102562499999998e+00,2.4338994635829492e+00,2.7896703260790225e+00,1.4969572262324904e-01,8.5030427737675085e-01,3.9085221740656739e-01,9.8586279017951872e-01
1.5600000000000001e+00,2.4579894921506957e+00,2.4336000000000002e+00,2.4579894921506940e+00,2.8184010736352736e+00,1.4836029039979487e-01,8.5163970960020519e-01,3.8774383027608061e-01,9.8599529631081551e-01
1.5674999999999999e+00,2.4822125045214305e+00,2.4570562499999995e+00,2.4822125045214296e+00,2.8472923225477640e+00,1.4702980310396219e-01,8.5297019689603781e-01,3.8464000529104087e-01,9.8612718735438065e-01
1.5750000000000000e+00,2.5065689920507492e+00,2.4806249999999999e+00,2.5065689920507523e+00,2.8763443553755952e+00,1.4570427944570646e-01,8.5429572055429359e-01,3.8154086859240804e-01,9.8625846314328891e-01
1.5825000000000000e+00,2.5310594567706719e+00,2.5043062500000000e+00,2.5310594567706737e+00,2.9055574616135385e+00,1.4438373806518245e-01,8.5561626193481732e-01,3.7844654613060819e-01,9.8638912351139485e-01
1.5899999999999999e+00,2.5556844116202724e+00,2.5280999999999993e+00,2.5556844116202715e+00,2.9349319379315819e+00,1.4306819753248159e-01,8.5693180246751832e-01,3.7535716366041399e-01,9.8651916829333131e-01
1.5974999999999999e+00,2.5804443806819397e+00,2.5520062499999998e+00,2.5804443806819393e+00,2.9644680884202721e+00,1.4175767634737085e-01,8.5824232365262909e-01,3.7227284673583494e-01,9.8664859732451016e-01
1.6050000000000000e+00,2.6053398994234325e+00,2.5760250000000000e+00,2.6053398994234325e+00,2.9941662248420400e+00,1.4045219293903280e-01,8.5954780706096712e-01,3.6919372070501366e-01,9.8677741044112299e-01
1.6125000000000000e+00,2.6303715149459164e+00,2.6001562499999999e+00,2.6303715149459155e+00,3.0240266668885489e+00,1.3915176566580639e-01,8.6084823433419355e-01,3.6611991070513300e-01,9.8690560748014067e-01
1.6199999999999999e+00,2.6555397862381391e+00,2.6243999999999996e+00,2.6555397862381387e+00,3.0540497424443185e+00,1.3785641281492872e-01,8.6214358718507123e-01,3.6305154165732956e-01,9.8703318827931408e-01
1.6274999999999999e+00,2.6808452844369537e+00,2.6487562499999999e+00,2.6808452844369564e+00,3.0842357878568016e+00,1.3656615260227792e-01,8.6343384739772200e-01,3.5998873826161626e-01,9.8716015267717339e-01
1.6350000000000000e+00,2.7062885930943428e+00,2.6732250000000000e+00,2.7062885930943450e+00,3.1145851482131626e+00,1.3528100317211689e-01,8.6471899682788300e-01,3.5693162499181630e-01,9.8728650051302980e-01
1.6424999999999998e+00,2.7318703084511804e+00,2.6978062499999993e+00,2.7318703084511800e+00,3.1450981776237459e+00,1.3400098259683846e-01,8.6599901740316165e-01,3.5388032609050285e-01,9.8741223162697389e-01
1.6499999999999999e+00,2.7575910397179073e+00,2.7224999999999997e+00,2.7575910397179086e+00,3.1757752395127152e+00,1.3272610887671071e-01,8.6727389112328934e-01,3.5083496556395022e-01,9.8753734585987718e-01
1.6575000000000000e+00,2.7834514093623381e+00,2.7473062499999998e+00,2.7834514093623390e+00,3.2066167069158666e+00,1.3145639993962444e-01,8.6854360006037545e-01,3.4779566717709415e-01,9.8766184305339222e-01
1.6650000000000000e+00,2.8094520534048231e+00,2.7722250000000002e+00,2.8094520534048186e+00,3.2376229627858883e+00,1.3019187364084056e-01,8.6980812635915938e-01,3.4476255444850284e-01,9.8778572304995260e-01
1.6724999999999999e+00,2.8355936217209781e+00,2.7972562499999998e+00,2.8355936217209781e+00,3.2687944003052820e+00,1.2893254776273941e-01,8.7106745223726045e-01,3.4173575064535550e-01,9.8790898569277197e-01
1.6799999999999999e+00,2.8618767783522387e+00,2.8223999999999996e+00,2.8618767783522401e+00,3.3001314232072936e+00,1.2767844001457035e-01,8.7232155998542948e-01,3.3871537877843388e-01,9.8803163082584677e-01
1.6875000000000000e+00,2.8883022018244500e+00,2.8476562500000000e+00,2.8883022018244517e+00,3.3316344461048448e+00,1.2642956803220287e-01,8.7357043196779716e-01,3.3570156159712244e-01,9.8815365829395374e-01
1.6949999999999998e+00,2.9148705854747723e+00,2.8730249999999993e+00,2.9148705854747732e+00,3.3633038948279861e+00,1.2518594937787872e-01,8.7481405062212125e-01,3.3269442158442081e-01,9.8827506794265196e-01
1.7024999999999999e+00,2.9415826377871492e+00,2.8985062499999996e+00,2.9415826377871515e+00,3.3951402067699608e+00,1.2394760153996470e-01,8.7605239846003513e-01,3.2969408095196417e-01,9.8839585961828269e-01
1.7100000000000000e+00,2.9684390827366047e+00,2.9240999999999997e+00,2.9684390827366052e+00,3.4271438312421623e+00,1.2271454193270685e-01,8.7728545806729308e-01,3.2670066163505829e-01,9.8851603316796899e-01
1.7175000000000000e+00,2.9954406601426591e+00,2.9498062500000000e+00,2.9954406601426591e+00,3.4593152298382872e+00,1.2148678789598562e-01,8.7851321210401445e-01,3.2371428528772306e-01,9.8863558843961563e-01
1.7249999999999999e+00,3.0225881260321530e+00,2.9756249999999995e+00,3.0225881260321579e+00,3.4916548768081110e+00,1.2026435669507192e-01,8.7973564330492793e-01,3.2073507327774864e-01,9.8875452528191099e-01
1.7324999999999999e+00,3.0498822530117695e+00,3.0015562499999997e+00,3.0498822530117700e+00,3.5241632594408490e+00,1.1904726552038433e-01,8.8095273447961564e-01,3.1776314668176314e-01,9.8887284354432570e-01
1.7400000000000000e+00,3.0773238306505775e+00,3.0276000000000001e+00,3.0773238306505810e+00,3.5568408784587007e+00,1.1783553148724744e-01,8.8216446851275254e-01,3.1479862628031169e-01,9.8899054307711276e-01
1.7474999999999998e+00,3.1049136658729224e+00,3.0537562499999993e+00,3.1049136658729211e+00,3.5896882484209289e+00,1.1662917163565119e-01,8.8337082836434877e-01,3.1184163255294839e-01,9.8910762373130923e-01
1.7549999999999999e+00,3.1326525833619931e+00,3.0800249999999996e+00,3.1326525833619936e+00,3.6227058981384417e+00,1.1542820293001101e-01,8.8457179706998890e-01,3.0889228567333932e-01,9.8922408535873463e-01
1.7625000000000000e+00,3.1605414259744213e+00,3.1064062500000000e+00,3.1605414259744187e+00,3.6558943710997109e+00,1.1423264225892957e-01,8.8576735774107040e-01,3.0595070550437903e-01,9.8933992781199254e-01
1.7700000000000000e+00,3.1885810551662619e+00,3.1329000000000002e+00,3.1885810551662619e+00,3.6892542259079555e+00,1.1304250643495914e-01,8.8695749356504072e-01,3.0301701159331917e-01,9.8945515094446934e-01
1.7774999999999999e+00,3.2167723514307593e+00,3.1595062499999993e+00,3.2167723514307607e+00,3.7227860367303229e+00,1.1185781219436514e-01,8.8814218780563470e-01,3.0009132316691034e-01,9.8956975461033603e-01
1.7849999999999999e+00,3.2451162147482626e+00,3.1862249999999999e+00,3.2451162147482648e+00,3.7564903937592220e+00,1.1067857619689071e-01,8.8932142380310941e-01,2.9717375912655575e-01,9.8968373866454773e-01
1.7925000000000000e+00,3.2736135650487137e+00,3.2130562499999997e+00,3.2736135650487110e+00,3.7903679036861213e+00,1.0950481502552274e-01,8.9049518497447733e-01,2.9426443804348001e-01,9.8979710296284273e-01
1.7999999999999998e+00,3.3022653426871158e+00,3.2399999999999993e+00,3.3022653426871180e+00,3.8244191901887135e+00,1.0833654518625832e-01,8.9166345481374165e-01,2.9136347815391000e-01,9.8990984736174470e-01
1.8074999999999999e+00,3.3310725089324555e+00,3.2670562499999996e+00,3.3310725089324578e+00,3.8586448944312970e+00,1.0717378310787279e-01,8.9282621689212716e-01,2.8847099735426912e-01,9.9002197171856166e-01
1.8149999999999999e+00,3.3600360464704768e+00,3.2942250000000000e+00,3.3600360464704764e+00,3.8930456755790992e+00,1.0601654514168869e-01,8.9398345485831110e-01,2.8558711319638697e-01,9.9013347589138589e-01
1.8225000000000000e+00,3.3891569599208484e+00,3.3215062500000001e+00,3.3891569599208555e+00,3.9276222113272112e+00,1.0486484756134594e-01,8.9513515243865405e-01,2.8271194288272111e-01,9.9024435973909519e-01
1.8299999999999998e+00,3.4184362763691651e+00,3.3488999999999995e+00,3.4184362763691674e+00,3.9623751984441729e+00,1.0371870656257275e-01,8.9628129343742735e-01,2.7984560326159458e-01,9.9035462312135225e-01
1.8374999999999999e+00,3.4478750459143361e+00,3.3764062499999996e+00,3.4478750459143335e+00,3.9973053533310647e+00,1.0257813826295797e-01,8.9742186173704208e-01,2.7698821082244629e-01,9.9046426589860470e-01
1.8450000000000000e+00,3.4774743422318566e+00,3.4040249999999999e+00,3.4774743422318561e+00,4.0324134125965472e+00,1.0144315870172456e-01,8.9855684129827540e-01,2.7413988169109749e-01,9.9057328793208621e-01
1.8525000000000000e+00,3.5072352631535662e+00,3.4317562500000003e+00,3.5072352631535679e+00,4.0677001336484011e+00,1.0031378383950390e-01,8.9968621616049615e-01,2.7130073162503232e-01,9.9068168908381560e-01
1.8599999999999999e+00,3.5371589312644254e+00,3.4595999999999996e+00,3.5371589312644254e+00,4.1031662953020120e+00,9.9190029558111431e-02,9.0080997044188837e-01,2.6847087600869335e-01,9.9078946921659772e-01
1.8674999999999999e+00,3.5672464945169531e+00,3.4875562499999999e+00,3.5672464945169509e+00,4.1388126984066353e+00,9.8071911660323099e-02,9.0192808833967675e-01,2.6565042984879184e-01,9.9089662819402347e-01
1.8750000000000000e+00,3.5974991268639216e+00,3.5156250000000000e+00,3.5974991268639247e+00,4.1746401664899491e+00,9.6959445869653493e-02,9.0304055413034645e-01,2.6283950776963427e-01,9.9100316588046966e-01
1.8824999999999998e+00,3.6279180289099897e+00,3.5438062499999994e+00,3.6279180289099919e+00,4.2106495464214007e+00,9.5852647830134460e-02,9.0414735216986564e-01,2.6003822400846394e-01,9.9110908214109961e-01
1.8899999999999999e+00,3.6585044285829484e+00,3.5720999999999998e+00,3.6585044285829511e+00,4.2468417090953103e+00,9.4751533106095159e-02,9.0524846689390481e-01,2.5724669241081799e-01,9.9121437684186287e-01
