galaxy,model,holdout,n,n_train,n_test,chi2_data,chi2_data_per_row,prior_penalty,objective,eta,physical_length_kpc,physical_amplitude_kms,length_catalogue_kpc,amplitude_catalogue_kms,ml_disk,ml_bulge,distance_ratio,inclination_deg,maximum_abs_pull,nuisance_bound_hit,train_admissible,holdout_admissible,holdout_chi2,holdout_chi2_per_row,minimum_training_v2,minimum_test_v2,nuisance_parameters_json,n_parameters,success,optimality,eta_bound_hit,eta_boundary,scale_bound_hit,parameters_json,guard_epsilon,gradient_ratio,contact_ratio,potential_depth_ratio,guard_active,original_admissible,original_objective,objective_increase,original_gradient_ratio,original_contact_ratio,original_potential_depth_ratio,selected_candidate,constrained_starts,trial_records_json
UGC03205,guarded_free_family,True,48,38,10,130.39856288710348,3.431541128607986,5.606973078970019,136.0055359660735,100000.00000000004,2.3717408765202292,21.198528000299785,1.794335122543384,21.535478738496604,0.6768661956676799,0.8783555369784766,1.3217937088353933,69.25017373624533,1.608968544176966,False,True,True,1808.992448972649,180.8992448972649,10196.237473314484,47547.543811088806,"{""disk_pull"": 1.3153282058767182, ""bulge_pull"": 0.9857230333307063, ""distance_pull"": 1.608968544176966, ""inclination_pull"": 0.5625434340613339}",7,True,,True,upper,False,"[0.5846345480549564, 3.069701748976254, 11.51293546492023, 1.3153282058767182, 0.9857230333307063, 1.608968544176966, 0.5625434340613339]",0.001,5.00000000012334e-09,0.0005000000000123342,0.0010000000000006683,True,False,136.00427278326438,0.0012631828091116404,0.00038535685385845497,38.53471897658691,77.06943795132372,constrained optimum,6,"[{""objective"": 136.0055359660735, ""feasible"": true, ""success"": true, ""iterations"": 10, ""message"": ""Optimization terminated successfully""}, {""objective"": 136.0055368936957, ""feasible"": true, ""success"": true, ""iterations"": 32, ""message"": ""Optimization terminated successfully""}, {""objective"": 136.00553674254226, ""feasible"": true, ""success"": true, ""iterations"": 36, ""message"": ""Optimization terminated successfully""}, {""objective"": 136.0055367310264, ""feasible"": true, ""success"": true, ""iterations"": 36, ""message"": ""Optimization terminated successfully""}, {""objective"": 136.00553620852284, ""feasible"": true, ""success"": true, ""iterations"": 9, ""message"": ""Optimization terminated successfully""}, {""objective"": 136.00553596607364, ""feasible"": true, ""success"": true, ""iterations"": 10, ""message"": ""Optimization terminated successfully""}]"
UGC03546,guarded_free_family,True,30,24,6,11.073296858046406,0.46138736908526695,2.100175858550671,13.173472716597077,1.2611727082527025e-18,6.06293168614948,195.38100905989157,6.5485367615937164,193.73476128693088,0.6079397252325245,0.5398212898582686,0.9258452547304545,54.31634921013189,1.1284803143948394,False,True,True,18.07429339445986,3.0123822324099767,38334.385218182375,25956.0553393401,"{""disk_pull"": 0.8489051852793064, ""bulge_pull"": -1.1284803143948394, ""distance_pull"": -0.2955890540605491, ""inclination_pull"": -0.1367301579736226}",7,True,,True,lower,False,"[1.8792416295142094, 5.266490013717979, 1.2611727082527025e-18, 0.8489051852793064, -1.1284803143948394, -0.2955890540605491, -0.1367301579736226]",0.001,4.2474012505734716e-07,5.35670653822166e-25,5.699004445275903e-07,False,True,13.173472716597077,0.0,4.2474012505734716e-07,5.35670653822166e-25,5.699004445275903e-07,admissible original,0,[]
UGC03580,guarded_free_family,True,47,37,10,58.611781335272845,1.5841021982506174,23.966955214405427,82.57873654967827,5.157652289907178e-23,3.061996421700314,123.95922663296415,4.750180107532879,122.74471322260392,0.9604063578644604,0.29707233124277166,0.6446063838389142,61.9182346716419,3.72235835696826,False,True,True,1718.9530055776117,171.89530055776117,432.0328971947456,7306.704888780967,"{""disk_pull"": 2.8348502207636814, ""bulge_pull"": -3.72235835696826, ""distance_pull"": -1.4147399720258604, ""inclination_pull"": -0.270441332089526}",7,True,,True,lower,False,"[1.5581825347030474, 4.810106696277492, 5.157652289907178e-23, 2.8348502207636814, -3.72235835696826, -1.4147399720258604, -0.270441332089526]",0.001,1.7096858222323704e-07,8.817964996058621e-30,2.2939926148046236e-07,False,True,82.57873654967827,0.0,1.7096858222323704e-07,8.817964996058621e-30,2.2939926148046236e-07,admissible original,0,[]
UGC04278,guarded_free_family,True,25,20,5,5.603677052767513,0.28018385263837564,4.281375728122592,9.885052780890106,3.1473012056917344e-10,18.38839544324549,311.7195695776067,12.99312995634184,311.7195695776067,0.7122660900202259,0.7,1.4152398617601962,89.99999999998828,1.5367226435551717,True,True,True,16.189062465664026,3.237812493132805,21.240908878731993,7959.73245740122,"{""disk_pull"": 1.5367226435551717, ""distance_pull"": 1.3855898545050755, ""inclination_pull"": -3.9062472376112395e-12}",6,True,,True,lower,False,"[2.5644207528779663, 5.742103968176276, 3.1473012051964595e-10, 1.5367226435551717, 1.3855898545050755, -3.9062472376112395e-12]",0.001,1.081151934993216e-06,3.4027107885401004e-16,1.4506493079468826e-06,False,True,9.885052780890106,0.0,1.081151934993216e-06,3.4027107885401004e-16,1.4506493079468826e-06,admissible original,0,[]
UGC04325,guarded_free_family,True,8,6,2,2.0087628545780096,0.33479380909633494,0.0573846690695137,2.0661475236475235,3.535308716627546e-21,1.1760273576034241,104.79377500596586,1.107321193629577,105.34430897181151,0.5097053510406603,0.7,1.0620471859195995,41.262180544380975,0.20682395306533116,False,True,True,18.74988940081948,9.37494470040974,1584.509339395341,6551.487405774387,"{""disk_pull"": 0.08349188631210906, ""distance_pull"": 0.20682395306533116, ""inclination_pull"": 0.08739351479365759}",6,True,,True,lower,False,"[0.10194375945529276, 4.65723411858993, 3.535308716627546e-21, 0.08349188631210906, 0.20682395306533116, 0.08739351479365759]",0.001,1.2218828374859105e-07,4.319733046061539e-28,1.6394767792419762e-07,False,True,2.0661475236475235,0.0,1.2218828374859105e-07,4.319733046061539e-28,1.6394767792419762e-07,admissible original,0,[]
UGC04483,guarded_free_family,True,8,6,2,1.120989181773198,0.186831530295533,0.0009398996976344885,1.1219290814708325,0.42347595349052336,0.29808723719218255,20.52483806192333,0.29833523586535343,20.520597059643517,0.4967144027136591,0.7,0.9991687248324806,57.9810588075601,0.028632513704299763,False,True,True,4.978739806888767,2.4893699034443837,19.708140612937182,471.6349318351996,"{""disk_pull"": -0.028632513704299763, ""distance_pull"": -0.008956319546821792, ""inclination_pull"": -0.006313730813298321}",6,True,,False,none,False,"[-1.2095374721934236, 3.02142911635313, 0.35310173506817716, -0.028632513704299763, -0.008956319546821792, -0.006313730813298321]",0.001,4.687249513936174e-09,1.984937457162113e-09,8.18662298838466e-09,False,True,1.1219290814708325,0.0,4.687249513936174e-09,1.984937457162113e-09,8.18662298838466e-09,admissible original,0,[]
UGC04499,guarded_free_family,True,9,7,2,3.325418809335005,0.47505982990500073,0.01652441257167008,3.3419432219066754,9.620146498645286e-15,2.2668272650334576,77.72832451752431,2.2494671538149342,77.75422762122913,0.5146853812816319,0.7,1.0077174326324712,50.02276063771005,0.12571828730776946,False,True,True,4.226353686709838,2.113176843354919,776.933103476976,4830.130671005991,"{""disk_pull"": 0.12571828730776946, ""distance_pull"": 0.02572477544157024, ""inclination_pull"": 0.007586879236682203}",6,True,,True,lower,False,"[0.8106933676432239, 4.353552924130672, 9.620146498645238e-15, 0.12571828730776946, 0.02572477544157024, 0.007586879236682203]",0.001,6.722289423459066e-08,6.466940905996998e-22,9.019717009677877e-08,False,True,3.3419432219066754,0.0,6.722289423459066e-08,6.466940905996998e-22,9.019717009677877e-08,admissible original,0,[]
UGC05005,guarded_free_family,True,11,8,3,0.13729938993980312,0.01716242374247539,0.014500168235447863,0.15179955817525098,1.6339345302569287e-15,7.352670035074465,109.47943063743838,7.281277247447637,111.59121919826947,0.5060301665926127,0.7,1.009804981351569,41.96788738347699,0.09678873834769927,False,True,True,1.046567625349774,0.34885587511659133,189.70647835468452,8217.515019834369,"{""disk_pull"": 0.05206403401395566, ""distance_pull"": 0.049208177437313615, ""inclination_pull"": 0.09678873834769927}",6,True,,True,lower,False,"[1.9853062928977034, 4.714842365832606, 1.6339345302569273e-15, 0.05206403401395566, 0.049208177437313615, 0.09678873834769927]",0.001,1.3335940661330497e-07,2.179005394000532e-22,1.789366735732743e-07,False,True,0.15179955817525098,0.0,1.3335940661330497e-07,2.179005394000532e-22,1.789366735732743e-07,admissible original,0,[]
UGC05253,guarded_free_family,True,73,58,15,39.64687764649959,0.6835668559741308,0.09132857625232262,39.73820622275191,6.890748926389273e-15,6.766815554061268,211.81486744712865,6.541312009213626,213.85641910914174,0.5277583579449178,0.6872870878595029,1.0344737484666706,37.41729021901055,0.23465115484728,False,True,True,1217.5091576905788,81.16727717937192,16342.025722591012,22986.139963106056,"{""disk_pull"": 0.23465115484728, ""bulge_pull"": -0.07959855168259695, ""distance_pull"": 0.13801553144873344, ""inclination_pull"": 0.1043225547526375}",7,True,,True,lower,False,"[1.8781377583786107, 5.365304851099398, 6.89074892638925e-15, 0.23465115484728, -0.07959855168259695, 0.13801553144873344, 0.1043225547526375]",0.001,4.99196434502912e-07,3.439837295108294e-21,6.698031411357418e-07,False,True,39.73820622275191,0.0,4.99196434502912e-07,3.439837295108294e-21,6.698031411357418e-07,admissible original,0,[]
UGC05716,guarded_free_family,True,12,9,3,4.0364883449620965,0.4484987049957885,19.497242334422406,23.533730679384504,3.829842975956931e-15,5.675908913882963,59.31322522317382,3.5645680314897015,69.58461541265919,1.062553733348475,0.7,1.5923132519120111,71.6436283472237,3.273808972161408,False,True,True,8.396723343232297,2.7989077810774323,1253.573749101067,4839.368113374892,"{""disk_pull"": 3.273808972161408, ""distance_pull"": 2.380428729382234, ""inclination_pull"": 1.7643628347223697}",6,True,,True,lower,False,"[1.2710428772370668, 4.242543499985223, 3.829842975956923e-15, 3.273808972161408, 2.380428729382234, 1.7643628347223697]",0.001,3.914368194595e-08,1.4991415535378874e-22,5.252153122672742e-08,False,True,23.533730679384504,0.0,3.914368194595e-08,1.4991415535378874e-22,5.252153122672742e-08,admissible original,0,[]
UGC05721,guarded_free_family,True,23,18,5,5.171612438219029,0.2873118021232794,1.9871593569520054,7.158771795171035,8.552422206419408e-17,1.3488194029463345,95.92915685845328,1.036369831788887,97.68390053865909,0.6159664880578001,0.7,1.3014846260220887,62.95104775330389,1.0071216155764908,False,True,True,29.068813300313245,5.813762660062649,255.8748027795249,4126.255531206255,"{""disk_pull"": 0.905870804786046, ""distance_pull"": 1.0071216155764908, ""inclination_pull"": 0.3902095506607778}",6,True,,True,lower,False,"[0.03572406062611927, 4.58173676080965, 8.552422206419408e-17, 0.905870804786046, 1.0071216155764908, 0.3902095506607778]",0.001,1.023905436462411e-07,8.75687159207468e-24,1.373838092917072e-07,False,True,7.158771795171035,0.0,1.023905436462411e-07,8.75687159207468e-24,1.373838092917072e-07,admissible original,0,[]
UGC05750,guarded_free_family,True,11,8,3,0.31517458648247276,0.039396823310309095,0.005495859181332269,0.32067044566380504,2.5685552252277017,2.216711902785525,38.53528362405765,2.2358666483667857,38.413117862311545,0.4945331887075529,0.7,0.991432966006603,63.6300275294051,0.047745614081156414,False,True,True,3.007208247808193,1.0024027492693977,18.424320494220318,3707.0624974630223,"{""disk_pull"": -0.047745614081156414, ""distance_pull"": -0.04298161499251295, ""inclination_pull"": -0.036997247059489896}",6,True,,False,none,False,"[0.8046289150380153, 3.648399012255626, 1.2721608150631114, -0.047745614081156414, -0.04298161499251295, -0.036997247059489896]",0.001,1.6522498218854865e-08,4.2438949133855056e-08,8.758821307572736e-08,False,True,0.32067044566380504,0.0,1.6522498218854865e-08,4.2438949133855056e-08,8.758821307572736e-08,admissible original,0,[]
UGC05764,guarded_free_family,True,10,8,2,30.918588860567333,3.8648236075709166,1.2238278423512972,32.14241670291863,3.365086055555047e-18,1.0880460952926114,59.51230977238708,0.8643864477257797,62.6340687144394,0.547214063120753,0.7,1.2587495999680298,65.70697399712981,0.8628837106076711,False,True,True,0.561815352052242,0.280907676026121,249.4565183776174,2510.6642630814667,"{""disk_pull"": 0.3918724566489413, ""distance_pull"": 0.8628837106076711, ""inclination_pull"": 0.5706973997129806}",6,True,,True,lower,False,"[-0.14573533271643463, 4.137309358732508, 3.365086055555047e-18, 0.3918724566489413, 0.8628837106076711, 0.5706973997129806]",0.001,3.94068940934768e-08,1.3260758980669332e-25,5.2874699460739405e-08,False,True,32.14241670291863,0.0,3.94068940934768e-08,1.3260758980669332e-25,5.2874699460739405e-08,admissible original,0,[]
UGC05829,guarded_free_family,True,11,8,3,1.3780636536179314,0.17225795670224142,0.10255767189946495,1.4806213255173963,7.968487652055982e-18,1.796941003190011,52.66501835977291,1.7115860561579772,56.31875102957294,0.5027700501698621,0.7,1.0498689193715631,36.72593006122916,0.2725930061229159,False,True,True,8.575399928697438,2.858466642899146,166.06774117064177,3209.024415367405,"{""disk_pull"": 0.023993946831367, ""distance_pull"": 0.16635809396536858, ""inclination_pull"": 0.2725930061229159}",6,True,,True,lower,False,"[0.5374204588563759, 4.031027535282385, 7.968487652055982e-18, 0.023993946831367, 0.16635809396536858, 0.2725930061229159]",0.001,3.0860508227985545e-08,2.4591157875087486e-25,4.1407477937484053e-08,False,True,1.4806213255173963,0.0,3.0860508227985545e-08,2.4591157875087486e-25,4.1407477937484053e-08,admissible original,0,[]
UGC05918,guarded_free_family,True,8,6,2,0.7128628722534505,0.11881047870890842,0.0018687787240027388,0.7147316509774532,7.358566342242699e-16,1.0572841093349092,47.00431737000958,1.045524021764088,47.088157289189866,0.5004696686191819,0.7,1.0112480319208532,46.10592896400592,0.03746083674510237,False,True,True,3.7564198554632817,1.8782099277316409,234.19248083708965,1440.2213549660396,"{""disk_pull"": 0.00407757498334543, ""distance_pull"": 0.03746083674510237, ""inclination_pull"": 0.021185792801184527}",6,True,,True,lower,False,"[0.044518215963190194, 3.8520215318098217, 7.358566342242696e-16, 0.00407757498334543, 0.03746083674510237, 0.021185792801184527]",0.001,2.4582955444283063e-08,1.8089530852515326e-23,3.29844919493003e-08,False,True,0.7147316509774532,0.0,2.4582955444283063e-08,1.8089530852515326e-23,3.29844919493003e-08,admissible original,0,[]
UGC05986,guarded_free_family,True,15,12,3,1.3120406396086508,0.10933671996738757,0.003317401572831803,1.3153580411814827,9.889188859819099e-19,2.4179856124624437,135.0642544724145,2.4568585092137067,135.0642544724145,0.502677478538633,0.7,0.9841778040511971,89.99999999995312,0.05272028997612689,True,True,True,0.22983909295383653,0.07661303098461218,909.1786521516498,11278.64160287392,"{""disk_pull"": 0.023194236302687306, ""distance_pull"": -0.05272028997612689, ""inclination_pull"": -1.562499999999985e-11}",6,True,,True,lower,False,"[0.8988835050732501, 4.905750624260769, 9.889188859819099e-19, 0.023194236302687306, -0.05272028997612689, -1.562499999999985e-11]",0.001,2.0297354905735732e-07,2.0072437601759632e-25,2.723423312537579e-07,False,True,1.3153580411814827,0.0,2.0297354905735732e-07,2.0072437601759632e-25,2.723423312537579e-07,admissible original,0,[]
UGC06399,guarded_free_family,True,9,7,2,0.35219507217339713,0.050313581739056736,0.0011137289188591316,0.35330880109225626,2.1983939280056073e-15,2.416122285758869,95.95083243076041,2.409625044865117,95.9531840798391,0.5031202358745105,0.7,1.0026963700877851,75.00524165091646,0.027017809919106666,False,True,True,1.5891612580854058,0.7945806290427029,603.9724757259064,6701.508299673404,"{""disk_pull"": 0.027017809919106666, ""distance_pull"": 0.01941386463205222, ""inclination_pull"": 0.0026208254582297183}",6,True,,True,lower,False,"[0.8794711523547465, 4.563860406685171, 2.198393928005605e-15, 0.027017809919106666, 0.01941386463205222, 0.0026208254582297183]",0.001,1.0243681997021151e-07,2.251964830267165e-22,1.374459011357456e-07,False,True,0.35330880109225626,0.0,1.0243681997021151e-07,2.251964830267165e-22,1.374459011357456e-07,admissible original,0,[]
UGC06446,guarded_free_family,True,17,13,4,13.43630933006344,1.033562256158726,4.087507578316343,17.523816908379782,1.3976509525508895e-30,2.71554544338429,86.80559485497108,1.8648374613750376,88.92648033576138,0.6585019441489628,0.7,1.4561834474206576,52.76246322434844,1.5206114914021922,False,True,True,8.052871626164585,2.013217906541146,707.3933190544188,5108.634031767328,"{""disk_pull"": 1.1958705716667388, ""distance_pull"": 1.5206114914021922, ""inclination_pull"": 0.5874877414494798}",6,True,,True,lower,False,"[0.6231738972200882, 4.487809964710425, 1.3976509525508895e-30, 1.1958705716667388, 1.5206114914021922, 0.5874877414494798]",0.001,8.384053273235064e-08,1.171798004357439e-37,1.1249409710736747e-07,False,True,17.523816908379782,0.0,8.384053273235064e-08,1.171798004357439e-37,1.1249409710736747e-07,admissible original,0,[]
UGC06614,guarded_free_family,True,13,10,3,0.7480849546351451,0.07480849546351451,0.025522271985699542,0.7736072266208447,1.8098482208987714e-16,15.421583079739568,234.61181745308795,15.467412882721922,226.0758609628603,0.4962249426753897,0.6948032209861309,0.9970370091410989,34.49954374179807,0.15004562582019304,False,True,True,2.3494543869475657,0.7831514623158552,28169.345691126768,32700.007832862866,"{""disk_pull"": -0.03291414101491311, ""bulge_pull"": -0.03236216921319427, ""distance_pull"": -0.02962990858901116, ""inclination_pull"": -0.15004562582019304}",7,True,,True,lower,False,"[2.7387354161279744, 5.420870610925652, 1.8098482208987709e-16, -0.03291414101491311, -0.03236216921319427, -0.02962990858901116, -0.15004562582019304]",0.001,6.124326867968927e-07,1.1084102086196107e-22,8.217393174276889e-07,False,True,0.7736072266208447,0.0,6.124326867968927e-07,1.1084102086196107e-22,8.217393174276889e-07,admissible original,0,[]
UGC06667,guarded_free_family,True,9,7,2,2.748105522587049,0.3925865032267213,0.000702215644504063,2.748807738231553,2.4362136873616003e-16,2.21107021038569,100.31665329484257,2.2133840471729385,100.31665228503046,0.5029337682321066,0.7,0.998954615765753,88.99996695836518,0.025407918824865244,False,True,True,4.548973603869771,2.2744868019348856,522.0789258052156,6315.562929431593,"{""disk_pull"": 0.025407918824865244, ""distance_pull"": -0.00752676648657907, ""inclination_pull"": -3.304163481953766e-05}",6,True,,True,lower,False,"[0.7945225874370764, 4.608331705963279, 2.4362136873616e-16, 0.025407918824865244, -0.00752676648657907, -3.304163481953766e-05]",0.001,1.1197076986439843e-07,2.7278472212806325e-23,1.5023819920757768e-07,False,True,2.748807738231553,0.0,1.1197076986439843e-07,2.7278472212806325e-23,1.5023819920757768e-07,admissible original,0,[]
UGC06786,guarded_free_family,True,45,36,9,86.09324297362521,2.391478971489589,4.67679800522401,90.77004097884922,4.626202485576173,3.798827995360769,77.30591731625297,2.8967862967248226,77.92691857750776,0.7447316315903948,0.6740845348974327,1.31139394012455,64.96021236411745,1.7302979604074353,False,True,True,1012.2906486172551,112.47673873525056,12893.904033620252,27051.44795150287,"{""disk_pull"": 1.7302979604074353, ""bulge_pull"": -0.16383676509572645, ""distance_pull"": 1.2464265636132943, ""inclination_pull"": 0.3200707880391504}",7,True,,False,none,False,"[1.0636019489709552, 4.355771446171715, 1.7274347004573607, 1.7302979604074353, -0.16383676509572645, 1.2464265636132943, 0.3200707880391504]",0.001,6.649424663685139e-08,3.07615849067917e-07,6.204124880953152e-07,False,True,90.77004097884922,0.0,6.649424663685139e-08,3.07615849067917e-07,6.204124880953152e-07,admissible original,0,[]
UGC06787,guarded_free_family,True,71,56,15,301.6248629200576,5.386158266429599,2.6570121483008897,304.2818750683585,5.36532140217733,2.012504345912483,81.20983449290698,1.7890222371593265,81.40454045573394,0.652466042350034,0.5522512034480117,1.1249185751363322,66.31042936925623,1.1558790936968284,False,True,True,9558.09594467308,637.2063963115386,20066.881733686434,22072.293459341425,"{""disk_pull"": 1.1558790936968284, ""bulge_pull"": -1.0296136906922468, ""distance_pull"": 0.5001439192488489, ""inclination_pull"": 0.10347645641874019}",7,True,,False,none,False,"[0.5816692343874678, 4.399431051007344, 1.8508647259705582, 1.1558790936968284, -1.0296136906922468, 0.5001439192488489, 0.10347645641874019]",0.001,7.337968530689902e-08,3.9370559606214274e-07,7.921479857574532e-07,False,True,304.2818750683585,0.0,7.337968530689902e-08,3.9370559606214274e-07,7.921479857574532e-07,admissible original,0,[]
UGC06818,guarded_free_family,True,8,6,2,3.3704097044280648,0.5617349507380108,0.5071026626062144,3.8775123670342793,100000.00000000004,0.9798260241031131,21.198528000292722,1.0328503854715787,21.176991410666,0.43504048073579166,0.7,0.9486621081675293,74.78427433019097,0.6044033418089333,False,True,True,8.0932548039521,4.04662740197605,425.4574115929594,6155.69789328418,"{""disk_pull"": -0.6044033418089333, ""distance_pull"": -0.3696328211937895, ""inclination_pull"": -0.07190855660300904}",6,True,,True,upper,False,"[0.03232234467363335, 3.0529152814840637, 11.51293546492023, -0.6044033418089333, -0.3696328211937895, -0.07190855660300904]",0.001,5.0000000001200075e-09,0.0005000000000120009,0.0010000000000000018,True,False,3.8773555638339112,0.00015680320036803863,0.0010654574228788833,106.54348405111288,213.0869680971107,constrained optimum,6,"[{""objective"": 3.8775123670342793, ""feasible"": true, ""success"": true, ""iterations"": 10, ""message"": ""Optimization terminated successfully""}, {""objective"": 3.877512505038237, ""feasible"": true, ""success"": true, ""iterations"": 42, ""message"": ""Optimization terminated successfully""}, {""objective"": 3.8775125285626126, ""feasible"": true, ""success"": true, ""iterations"": 66, ""message"": ""Optimization terminated successfully""}, {""objective"": 3.8775123853802804, ""feasible"": true, ""success"": true, ""iterations"": 34, ""message"": ""Optimization terminated successfully""}, {""objective"": 3.8775123966270897, ""feasible"": true, ""success"": true, ""iterations"": 10, ""message"": ""Optimization terminated successfully""}, {""objective"": 3.877512367034329, ""feasible"": true, ""success"": true, ""iterations"": 10, ""message"": ""Optimization terminated successfully""}]"
UGC06917,guarded_free_family,True,11,8,3,0.5335162798205837,0.06668953497757296,0.05051206533584386,0.5840283451564275,1.821550458212593e-17,2.6518011382182824,112.67900461243421,2.6077410003771075,112.78980616725678,0.5216745422445868,0.7,1.0168959025588826,56.08361964102711,0.18429639301318756,False,True,True,11.525451319213225,3.841817106404408,3367.647776750234,9607.687269998773,"{""disk_pull"": 0.18429639301318756, ""distance_pull"": 0.12165049842395537, ""inclination_pull"": 0.041809820513556445}",6,True,,True,lower,False,"[0.9584843294615201, 4.725525964122614, 1.821550458212593e-17, 0.18429639301318756, 0.12165049842395537, 0.041809820513556445]",0.001,1.4126826059899572e-07,2.5732726482499665e-24,1.895484786188662e-07,False,True,0.5840283451564275,0.0,1.4126826059899572e-07,2.5732726482499665e-24,1.895484786188662e-07,admissible original,0,[]
UGC06930,guarded_free_family,True,10,8,2,3.9295490656003134,0.49119363320003917,0.5049626790476844,4.434511744647998,1.884916346811816e-18,3.485152247852077,103.74568142564137,3.349231926544951,111.60172709923349,0.5408477706464209,0.7,1.0405825348283182,34.75349698786114,0.5506993975722287,False,True,True,6.052626720760291,3.0263133603801453,2848.855217306994,8803.295188717679,"{""disk_pull"": 0.341050395662865, ""distance_pull"": 0.2921942507638917, ""inclination_pull"": 0.5506993975722287}",6,True,,True,lower,False,"[1.2087310438910697, 4.714936525627045, 1.884916346811816e-18, 0.341050395662865, 0.2921942507638917, 0.5506993975722287]",0.001,1.1975637714375213e-07,2.2573075291321932e-25,1.6068463642332657e-07,False,True,4.434511744647998,0.0,1.1975637714375213e-07,2.2573075291321932e-25,1.6068463642332657e-07,admissible original,0,[]
UGC06983,guarded_free_family,True,17,13,4,12.664468919824296,0.9741899169095612,3.363024691688123,16.02749361151242,3.8571480586702985e-24,3.698247898119122,119.27349918450956,3.2738388476720837,119.68606007352153,0.7164111769259656,0.7,1.1296365124229684,49.2285084292689,1.5619234844036982,False,True,True,3.001908084504148,0.750477021126037,3951.661108799348,9234.043162488459,"{""disk_pull"": 1.5619234844036982, ""distance_pull"": 0.9333828894453727, ""inclination_pull"": 0.2285084292689014}",6,True,,True,lower,False,"[1.1859632558902522, 4.784872148585282, 3.8571480586702985e-24, 1.5619234844036982, 0.9333828894453727, 0.2285084292689014]",0.001,1.5828746186154717e-07,6.105381762311156e-31,2.1238420755717416e-07,False,True,16.02749361151242,0.0,1.5828746186154717e-07,6.105381762311156e-31,2.1238420755717416e-07,admissible original,0,[]
UGC07089,guarded_free_family,True,12,9,3,1.626795568198902,0.18075506313321132,0.03670536231965356,1.6635009305185555,4.1432682424270423e-16,3.5323652440228783,75.24268902836381,3.4809121324529713,75.25259864549697,0.5186046736577604,0.7,1.01478150255222,80.04288636518825,0.15866421970490957,False,True,True,1.8416909773718677,0.6138969924572892,327.94329751191196,5156.1770251627395,"{""disk_pull"": 0.15866421970490957, ""distance_pull"": 0.10642681837598364, ""inclination_pull"": 0.014295455062751062}",6,True,,True,lower,False,"[1.2472943664690532, 4.320850436527694, 4.1432682424270413e-16, 0.15866421970490957, 0.10642681837598364, 0.014295455062751062]",0.001,6.299226292276983e-08,2.6099384248652668e-23,8.452066692930968e-08,False,True,1.6635009305185555,0.0,6.299226292276983e-08,2.6099384248652668e-23,8.452066692930968e-08,admissible original,0,[]
UGC07125,guarded_free_family,True,13,10,3,1.7605470149378097,0.17605470149378097,0.20900262028724487,1.9695496352250546,2.711993289059496e-17,4.540215171757019,62.10611029410218,4.116109176406737,62.10611029410218,0.5356440065618088,0.7,1.1030356526452771,89.99999999999854,0.3457806648095741,True,True,True,3.9900780591290705,1.3300260197096903,693.0288346722532,3438.7090805992325,"{""disk_pull"": 0.2990624552348453, ""distance_pull"": 0.3457806648095741, ""inclination_pull"": -4.882812492754448e-13}",6,True,,True,lower,False,"[1.4149083425001845, 4.128844378529005, 2.711993289059496e-17, 0.2990624552348453, 0.3457806648095741, -4.882812492754448e-13]",0.001,4.291679232696449e-08,1.1639005277868777e-24,5.758414988820059e-08,False,True,1.9695496352250546,0.0,4.291679232696449e-08,1.1639005277868777e-24,5.758414988820059e-08,admissible original,0,[]
UGC07151,guarded_free_family,True,11,8,3,5.952238003697194,0.7440297504621493,0.0002900382226453691,5.952528041919839,4.2219021714630497e-19,1.1374750115339596,73.58768020518606,1.1370732243724555,73.58768020518603,0.5017832569791878,0.7,1.0003533520558676,89.99999822244231,0.015461617640149996,True,True,True,21.327439232832006,7.109146410944002,640.2932025174437,4236.177642626298,"{""disk_pull"": 0.015461617640149996, ""distance_pull"": 0.007139790070029546, ""inclination_pull"": -5.925192303415849e-07}",6,True,,True,lower,False,"[0.12845761407770537, 4.298477623207315, 4.2219021714630497e-19, 0.015461617640149996, 0.007139790070029546, -5.925192303415849e-07]",0.001,6.025163254793827e-08,2.5437649828833435e-26,8.084339139832129e-08,False,True,5.952528041919839,0.0,6.025163254793827e-08,2.5437649828833435e-26,8.084339139832129e-08,admissible original,0,[]
UGC07323,guarded_free_family,True,10,8,2,1.8499504933222275,0.23124381166527844,0.3786526048302129,2.2286030981524405,1.067269363097222e-10,3.766970318308046,89.8593595727173,3.316969206222279,90.57694423589302,0.5461729313080405,0.7,1.1356663520546446,47.49293538109997,0.45222117351548224,False,True,True,0.1712333997186251,0.08561669985931256,389.23102613160074,7077.017993672013,"{""disk_pull"": 0.38360168079087575, ""distance_pull"": 0.45222117351548224, ""inclination_pull"": 0.1643117936999899}",6,True,,True,lower,False,"[1.199051476298753, 4.506199702031225, 1.0672693630402687e-10, 0.38360168079087575, 0.45222117351548224, 0.1643117936999899]",0.001,8.984320417677855e-08,9.588689930036411e-18,1.2054825758343201e-07,False,True,2.2286030981524405,0.0,8.984320417677855e-08,9.588689930036411e-18,1.2054825758343201e-07,admissible original,0,[]
