r_over_L,u,u_prime,initial_vc_over_vs,gravity_acceleration_L_over_vs2,internal_stress_acceleration_L_over_vs2,initial_delta_vc2_over_t2,delta_vc2_t015,delta_vc2_t030,delta_vc2_over_t2_t015,delta_vc2_over_t2_t030,required_confinement_mass_over_core_mass,required_confinement_density
7.121652065081351957e+00,4.051285844829294151e-03,-4.492903311224351326e-03,6.103799883823722849e-01,-5.231422804891115025e-02,1.173206725985313392e-06,-6.856635669516849861e-11,-1.107980923957227584e-12,-3.970065215766304734e-12,-4.924359662032122774e-11,-4.411183573073671963e-11,2.242259336090721199e-05,-2.244140696103192396e-06
7.131633291614518200e+00,4.006683059751832421e-03,-4.444516916453184960e-03,6.099536496390630669e-01,-5.216805737129910636e-02,1.147794497347655241e-06,-6.570419913024655760e-11,-1.046164177871546838e-12,-3.747837479710572727e-12,-4.649618568317986341e-11,-4.164263866345081059e-11,2.199844274730781209e-05,-2.196695434118388766e-06
7.141614518147685331e+00,3.962560702452503671e-03,-4.396636207074072940e-03,6.095281875457346787e-01,-5.202249581921573190e-02,1.122925761574667425e-06,-6.296066562167659555e-11,-9.871154990191628801e-13,-3.534946831425351775e-12,-4.387179995640724378e-11,-3.927718701583724248e-11,2.158209736303470238e-05,-2.150235734223982616e-06
7.151595744680851574e+00,3.918913750274795847e-03,-4.349256123552732410e-03,6.091035993536679793e-01,-5.187754006111685440e-02,1.098589070320249506e-06,-6.033087809559729203e-11,-9.305761570400439811e-13,-3.331009048374135932e-12,-4.135894031289084612e-11,-3.701121164860151215e-11,2.117341849209341181e-05,-2.104741567805377196e-06
7.161576971214017817e+00,3.875737231866149737e-03,-4.302371654545158672e-03,6.086798823248148471e-01,-5.173318678779004892e-02,1.074773212471625285e-06,-5.781015740601956036e-11,-8.762531359830750770e-13,-3.135656331152555147e-12,-3.894458382147000253e-11,-3.484062590169505666e-11,2.077226978305733092e-05,-2.060193302934551608e-06
7.171558197747184060e+00,3.833026225572390422e-03,-4.255977835445757911e-03,6.082570337289566753e-01,-5.158943271170422090e-02,1.051467208765154575e-06,-5.539401523266838670e-11,-8.240786193235989333e-13,-2.948532422674498782e-12,-3.662571641438217912e-11,-3.276147136304998557e-11,2.037851720006778755e-05,-2.016571695706810261e-06
7.181539424280351191e+00,3.790775858422838589e-03,-4.210069747482742680e-03,6.078350508423130405e-01,-5.144627456661222259e-02,1.028660306826673874e-06,-5.307814634375093187e-11,-7.741630565960594228e-13,-2.769293012705021975e-12,-3.440724695982486629e-11,-3.076992236338913592e-11,1.999202898060799418e-05,-1.973857882334553623e-06
7.191520650813517435e+00,3.748981306033144327e-03,-4.164642517675611229e-03,6.074139309484909433e-01,-5.130370910755315678e-02,1.006341976774752044e-06,-5.085842121993217619e-11,-7.265045886101057725e-13,-2.597609647240774353e-12,-3.228909282711581301e-11,-2.886232941378638170e-11,1.961267560290007889e-05,-1.932033372264052594e-06
7.201501877346683678e+00,3.707637793443734932e-03,-4.119691319679729714e-03,6.069936713418946361e-01,-5.116173311126875900e-02,9.845019073606218325e-07,-4.873087901734959584e-11,-6.808833319143397563e-13,-2.433171018242404942e-12,-3.026148141841509831e-11,-2.703523353602672320e-11,1.924032976261794061e-05,-1.891080042270635719e-06
7.211483103879849921e+00,3.666740593507417621e-03,-4.075211372317595615e-03,6.065742693247689887e-01,-5.102034337554312016e-02,9.631300009626335910e-07,-4.669172068204933140e-11,-6.370466229265283782e-13,-2.275679277473659225e-12,-2.831318324117904065e-11,-2.528532530526288189e-11,1.887486632614665649e-05,-1.850980128348564285e-06
7.221464330413017052e+00,3.626285025961340641e-03,-4.031197938748836730e-03,6.061557222059633654e-01,-5.087953671883870682e-02,9.422163690307363240e-07,-4.473730238104215672e-11,-5.949396361876399719e-13,-2.124845486177276403e-12,-2.644176160833955448e-11,-2.360939429085862903e-11,1.851616229130157969e-05,-1.811716218412273930e-06
7.231445556946183295e+00,3.586266457369403915e-03,-3.987646326461874967e-03,6.057380273019565831e-01,-5.073930998031525585e-02,9.217513280432173729e-07,-4.286412923956941263e-11,-5.546655032659242603e-13,-1.980390041312610574e-12,-2.465180014515218899e-11,-2.200433379236234007e-11,1.816409675689676645e-05,-1.773271245931201777e-06
7.241426783479349538e+00,3.546680301896547663e-03,-3.944551888058125434e-03,6.053211819401108640e-01,-5.059966002022033005e-02,9.017253959255863457e-07,-4.106884936338758527e-11,-5.162301860323688606e-13,-1.842046538068267257e-12,-2.294356382366083843e-11,-2.046718375631408225e-11,1.781855090036051092e-05,-1.735628484407590498e-06
7.251408010012515781e+00,3.507522019700335877e-03,-3.901910019777001404e-03,6.049051834556272711e-01,-5.046058371922373248e-02,8.821292874022157451e-07,-3.934824798944272144e-11,-4.794483716092016973e-13,-1.709563084051634481e-12,-2.130881651596452167e-11,-1.899514537835149558e-11,1.747940793326301873e-05,-1.698771539795303303e-06
7.261389236545682913e+00,3.468787116082748968e-03,-3.859716160734857730e-03,6.044900291904538037e-01,-5.032207797808455063e-02,8.629539098121668742e-07,-3.769924191054552036e-11,-4.441040157921534327e-13,-1.582698839505876076e-12,-1.973795625742904065e-11,-1.758554266117640048e-11,1.714655306477178367e-05,-1.662684343762671259e-06
7.271370463078849156e+00,3.430471141471950515e-03,-3.817965792951150909e-03,6.040757164943896251e-01,-5.018413971768683618e-02,8.441903593931532768e-07,-3.611887415974593077e-11,-4.101521920980129593e-13,-1.461219701481065207e-12,-1.822898631546724443e-11,-1.623577446090072398e-11,1.681987347328357002e-05,-1.627351147811020073e-06
7.281351689612015399e+00,3.392569692127666171e-03,-3.776654442067337112e-03,6.036622427281659320e-01,-5.004676587940178056e-02,8.258299179563094029e-07,-3.460430893375864128e-11,-3.776858336043063698e-13,-1.344898724337648782e-12,-1.678603704908028436e-11,-1.494331915930721057e-11,1.649925828486085443e-05,-1.592756518105796796e-06
7.291332916145181642e+00,3.355078408547152325e-03,-3.735777675875876988e-03,6.032496052603405490e-01,-4.990995342442140076e-02,8.078640485745391153e-07,-3.315282662589998127e-11,-3.467154055076043245e-13,-1.233519877546736743e-12,-1.540957357811574883e-11,-1.370577641718596498e-11,1.618459853102565820e-05,-1.558885328400449382e-06
7.301314142678348773e+00,3.317992974689810276e-03,-3.695331103622409314e-03,6.028378014663379192e-01,-4.977369933345403979e-02,7.902843917393121674e-07,-3.176181909551720003e-11,-3.170865098547446809e-13,-1.126879361442310420e-12,-1.409273377132198708e-11,-1.252088179380345037e-11,1.587578711475299382e-05,-1.525722753817961414e-06
7.311295369211515016e+00,3.281309117998065360e-03,-3.655310376066673618e-03,6.024268287296371538e-01,-4.963800060677706766e-02,7.730827619474031699e-07,-3.042878515779265859e-11,-2.886165336080621121e-13,-1.024782425555325349e-12,-1.282740149369164934e-11,-1.138647139505917028e-11,1.557271878406167199e-05,-1.493254265420687351e-06
7.321276595744681259e+00,3.245022610029651977e-03,-3.615711186131612045e-03,6.020166844446620535e-01,-4.950285426456831062e-02,7.562511446105023646e-07,-2.915132627355456793e-11,-2.612681648008843155e-13,-9.270393579896736042e-13,-1.161191843559485963e-11,-1.030043731099637401e-11,1.527529011119945965e-05,-1.461465625367889102e-06
7.331257822277847502e+00,3.209129264887683637e-03,-3.576529267446165207e-03,6.016073660136426193e-01,-4.936825734624343542e-02,7.397816920606355626e-07,-2.792714233306928725e-11,-2.351222526941488112e-13,-8.334659032946316404e-13,-1.044987789751772539e-11,-9.260732258829240180e-12,1.498339945268888481e-05,-1.430342880321043910e-06
7.341239048811014634e+00,3.173624938511342315e-03,-3.537760393705055139e-03,6.011988708457748354e-01,-4.923420691017730416e-02,7.236667200199119787e-07,-2.675402764341319139e-11,-2.101911523186002508e-13,-7.438868972880814971e-13,-9.341828991937789868e-12,-8.265409969867572100e-12,1.469694691767297667e-05,-1.399872355704133110e-06
7.351220275344180877e+00,3.138505528735253697e-03,-3.499400378764318253e-03,6.007911963584944282e-01,-4.910070003377384196e-02,7.078987044671394015e-07,-2.562986710295518399e-11,-1.863479555099879775e-13,-6.581375699437854755e-13,-8.282131355999465396e-12,-7.312639666042061737e-12,1.441583434336030396e-05,-1.370040650693933310e-06
7.361201501877347120e+00,3.103766975845630421e-03,-3.461445077217240474e-03,6.003843399801626068e-01,-4.896773381376477718e-02,6.924702787633555240e-07,-2.455263254277669500e-11,-1.634404223556633494e-13,-5.760605843438270495e-13,-7.264018771362815842e-12,-6.400673159375856599e-12,1.413996527490068842e-05,-1.340834633679844626e-06
7.371182728410513363e+00,3.069405261042897678e-03,-3.423890382959565715e-03,5.999782991469186921e-01,-4.883530536555461682e-02,6.773742299552484718e-07,-2.352037914920170034e-11,-1.414370982553642271e-13,-4.975022653584916820e-13,-6.286093255793965784e-12,-5.527802948427685580e-12,1.386924492765296345e-05,-1.312241436126755805e-06
7.381163954943679606e+00,3.035416405792293847e-03,-3.386732228601711282e-03,5.995730713019487013e-01,-4.870341182296562127e-02,6.626034955321684501e-07,-2.253124206113983195e-11,-1.204057203677672590e-13,-4.223130124991239147e-13,-5.351365349678545202e-12,-4.692366805545821813e-12,1.360358015771176982e-05,-1.284248447277249984e-06
7.391145181476846737e+00,3.001796471920629029e-03,-3.349966585598293609e-03,5.991686538968460374e-01,-4.857205033832456831e-02,6.481511605511401615e-07,-2.158343312637283066e-11,-1.003585573539953758e-13,-3.503508341486025683e-13,-4.460380326844239373e-12,-3.892787046095584249e-12,1.334287943910198640e-05,-1.256843309532966957e-06
7.401126408010012980e+00,2.968541562094483693e-03,-3.313589464748661895e-03,5.987650443940819578e-01,-4.844121808272752738e-02,6.340104549613538110e-07,-2.067523779685819739e-11,-8.119296104943084088e-14,-2.814826431273822430e-13,-3.608576046641370952e-12,-3.127584923637580523e-12,1.308705284430042995e-05,-1.230013914195152524e-06
7.411107634543179223e+00,2.935647818322469245e-03,-3.277596914791901760e-03,5.983622402638704152e-01,-4.831091224539572210e-02,6.201747501870673316e-07,-1.980501209437938230e-11,-6.278413241365712526e-14,-2.155814951919341910e-13,-2.790405885051427924e-12,-2.395349946577046511e-12,1.283601200868044777e-05,-1.203748395761106660e-06
7.421088861076345466e+00,2.903111421360195319e-03,-3.241985021866816263e-03,5.979602389835363407e-01,-4.818113003344205725e-02,6.066375561483640805e-07,-1.897117972596454933e-11,-4.510528917916737534e-14,-1.525230349869951349e-13,-2.004679519074105582e-12,-1.694700388744390500e-12,1.258967010306278505e-05,-1.178035127034383646e-06
7.431070087609512598e+00,2.870928590842926689e-03,-3.206749909674415280e-03,5.975590380389624867e-01,-4.805186867197447365e-02,5.933925186244767050e-07,-1.817222933437359820e-11,-2.821096672773754846e-14,-9.218587791444887436e-14,-1.253820743455002300e-12,-1.024287532382765344e-12,1.234794181255569387e-05,-1.152862714869344284e-06
7.441051314142678841e+00,2.839095585685025899e-03,-3.171887739901767429e-03,5.971586349268360738e-01,-4.792312540432572265e-02,5.804334167619538549e-07,-1.740671186409567918e-11,-1.211203548606239715e-14,-3.445495162550486941e-14,-5.383126882694399240e-13,-3.828327958389429991e-13,1.211074331768823147e-05,-1.128219996173014274e-06
7.451032540675845084e+00,2.807608702627768533e-03,-3.137394710853129778e-03,5.967590271515460509e-01,-4.779489749142308563e-02,5.677541599191907682e-07,-1.667323798861756564e-11,3.273007407348979268e-15,2.077725440945696524e-14,1.454669958821768669e-13,2.308583823272996152e-13,1.187799226097521012e-05,-1.104096032611342800e-06
7.461013767209011327e+00,2.776464275693680747e-03,-3.103267056953456973e-03,5.963602122246407511e-01,-4.766718221157459356e-02,5.553487849293889443e-07,-1.597047566573091935e-11,1.804457135368759048e-14,7.361321000426054714e-14,8.019809490527817933e-13,8.179245556028949682e-13,1.164960772134781521e-05,-1.080480106096118452e-06
7.470994993742178458e+00,2.745658676353254866e-03,-3.069501048942433526e-03,5.959621876663611095e-01,-4.753997686058840377e-02,5.432114536834203626e-07,-1.529714780765187267e-11,3.222584120491412661e-14,1.241536224617749126e-13,1.432259609107294662e-12,1.379484694019721240e-12,1.142551019453725907e-05,-1.057361714866313174e-06
7.480976220275344701e+00,2.715188313845765672e-03,-3.036092994221318338e-03,5.955649510076560516e-01,-4.741327875196705427e-02,5.313364508079016979e-07,-1.465203004691668401e-11,4.577519851956752897e-14,1.724970673139876190e-13,2.034453267536334744e-12,1.916634081266529290e-12,1.120562157479425309e-05,-1.034730569733794437e-06
7.490957446808510944e+00,2.685049633777452944e-03,-3.003039235525457960e-03,5.951684997871293792e-01,-4.728708521629348266e-02,5.197181807541862380e-07,-1.403394855583068018e-11,5.868403528211038732e-14,2.187367976501883970e-13,2.608179345871572994e-12,2.430408862779871078e-12,1.098986512350822254e-05,-1.012576589175921060e-06
7.500938673341677188e+00,2.655239117620767069e-03,-2.970336150467533902e-03,5.947728315505794727e-01,-4.716139360103523831e-02,5.083511652837900907e-07,-1.344177797516344950e-11,7.101541470890201638e-14,2.629595292970219333e-13,3.156240653728978528e-12,2.921772547744688260e-12,1.077816544538512672e-05,-9.908898951703819385e-07
7.510919899874844319e+00,2.625753282912973198e-03,-2.937980151761390973e-03,5.943779438526162195e-01,-4.703620127067933282e-02,4.972300412532932412e-07,-1.287443944045526500e-11,8.284801426451525940e-14,3.052477832684517777e-13,3.682133967311789643e-12,3.391642036316131111e-12,1.057044847027477358e-05,-9.696608095883944397e-07
7.520901126408010562e+00,2.596588683499342996e-03,-2.905967687492359668e-03,5.939838342584409236e-01,-4.691150560689057863e-02,4.863495584498832283e-07,-1.233089868757873881e-11,9.420202341855437498e-14,3.456829631459189971e-13,4.186756596380194511e-12,3.840921812732433705e-12,1.036664143545829866e-05,-9.488798506685049734e-07
7.530882352941176805e+00,2.567741908185478331e-03,-2.874295239835465959e-03,5.935905003408576963e-01,-4.678730400791615562e-02,4.757045769083632488e-07,-1.181016420523722805e-11,1.050479272891233834e-13,3.843450256225087740e-13,4.668796768405483729e-12,4.270500284694542023e-12,1.016667285624798520e-05,-9.285377284725426799e-07
7.540863579474343048e+00,2.539209580277485521e-03,-2.842959324635021493e-03,5.931979396798884308e-01,-4.666359388840629618e-02,4.652900646009674673e-07,-1.131128548050579713e-11,1.153799201649102220e-13,4.213095155044718706e-13,5.127996451773788183e-12,4.681216838938576452e-12,9.970472503790396484e-06,-9.086253410418299723e-07
7.550844806007510179e+00,2.510988357810083667e-03,-2.811956491656227020e-03,5.928061498644706662e-01,-4.654037267956367963e-02,4.551010954080080883e-07,-1.083335132736561017e-11,1.252453440676364813e-13,4.566464171847703441e-13,5.566459736339399707e-12,5.073849079830782139e-12,9.777971388240637183e-06,-8.891337710787847472e-07
7.560826032540676422e+00,2.483074933713845436e-03,-2.781283324780173087e-03,5.924151284939978002e-01,-4.641763782926609100e-02,4.451328470996077598e-07,-1.037548828069805754e-11,1.347039406836975616e-13,4.904222714136902412e-13,5.986841808164336657e-12,5.449136349041003084e-12,9.589101741604859114e-06,-8.700542826344782949e-07
7.570807259073842665e+00,2.455466034524570167e-03,-2.750936440771208427e-03,5.920248731754107485e-01,-4.629538680149123536e-02,4.353805988650474557e-07,-9.936859031503607775e-12,1.437734246547285927e-13,5.227029847593258542e-13,6.389929984654604119e-12,5.807810941770287403e-12,9.403796990241834635e-06,-8.513783169056033931e-07
7.580788485607008909e+00,2.428158419960832308e-03,-2.720912488889822099e-03,5.916353815228805324e-01,-4.617361707615255662e-02,4.258397291903918074e-07,-9.516660941228574872e-12,1.524352496450653660e-13,5.535535159408868756e-13,6.774899984225127870e-12,6.150594621565409774e-12,9.221991734178976207e-06,-8.330974886875808036e-07
7.590769712140176040e+00,2.401148883179006575e-03,-2.691208151169786813e-03,5.912466511595818597e-01,-4.605232614926217660e-02,4.165057139997497338e-07,-9.114124626655010880e-12,1.606866130825501337e-13,5.830350777800240769e-13,7.141627248113339723e-12,6.478167530889157039e-12,9.043621731540294641e-06,-8.152035833225314269e-07
7.600750938673342283e+00,2.374434250866858456e-03,-2.661820142539668508e-03,5.908586797189960826e-01,-4.593151153301841538e-02,4.073741247729413395e-07,-8.728512598760121915e-12,1.685616301287341607e-13,6.112040357444313983e-13,7.491628005721518747e-12,6.791155952715904560e-12,8.868623881935269862e-06,-7.976885535875483048e-07
7.610732165206508526e+00,2.348011382012059247e-03,-2.632745209642014389e-03,5.904714648420916756e-01,-4.581117075525218546e-02,3.984406262722775836e-07,-8.359117937837106039e-12,1.761037432830387144e-13,6.381138585330764487e-13,7.826833034801720503e-12,7.090153983700849429e-12,8.696936200779248005e-06,-7.805445158110446282e-07
7.620713391739674769e+00,2.321877167513955800e-03,-2.603980130476837331e-03,5.900850041770699939e-01,-4.569130135927663983e-02,3.897009745927999141e-07,-8.005263035771180703e-12,1.833284737354067092e-13,6.638177336314799393e-13,8.147932166018075516e-12,7.375752595905333422e-12,8.528497800018881446e-06,-7.637637466001899582e-07
7.630694618272841900e+00,2.296028530462770369e-03,-2.575521714701856611e-03,5.896992953812105753e-01,-4.557190090406292721e-02,3.811510154601121328e-07,-7.666298398302402477e-12,1.902267743729047493e-13,6.883682982388898166e-13,8.454523305462433480e-12,7.648536647098776413e-12,8.363248873724249139e-06,-7.473386800346160626e-07
