r_over_L,u,u_prime,initial_vc_over_vs,gravity_acceleration_L_over_vs2,internal_stress_acceleration_L_over_vs2,initial_delta_vc2_over_t2,delta_vc2_t015,delta_vc2_t030,delta_vc2_over_t2_t015,delta_vc2_over_t2_t030,required_confinement_mass_over_core_mass,required_confinement_density
1.532165206508135036e+00,6.831650674454892158e-01,-3.320074863521572661e-01,7.099476028526883198e-01,-3.289629582079942050e-01,1.461935165912534723e-02,-5.227030276600686497e-03,-1.172334015991450732e-04,-4.643462503517794843e-04,-5.210373404406447480e-03,-5.159402781686439100e-03,1.293269684613945758e-02,1.346325622797866009e-02
1.542146433041301501e+00,6.798495875269050526e-01,-3.323315313499072832e-01,7.126473582258990858e-01,-3.293242757659390896e-01,1.456260172682094338e-02,-5.189915261515371664e-03,-1.164203790694497934e-04,-4.613467713684656947e-04,-5.174239069753324392e-03,-5.126075237427397090e-03,1.305088588753364372e-02,1.313526117941979203e-02
1.552127659574467966e+00,6.765309978467450858e-01,-3.326306301337838556e-01,7.153181406428267275e-01,-3.296636324830350961e-01,1.450455882707488327e-02,-5.152017943199692883e-03,-1.155894285146935715e-04,-4.582723519090131799e-04,-5.137307933986381102e-03,-5.091915021211257386e-03,1.316767785944343572e-02,1.281082405481433033e-02
1.562108886107634431e+00,6.732095467452861026e-01,-3.329049141803582246e-01,7.179599942495943354e-01,-3.299811926857961208e-01,1.444524982159665558e-02,-5.113366200774778145e-03,-1.147411659663930992e-04,-4.551253146544108883e-04,-5.099607376284138321e-03,-5.056947940604565594e-03,1.328303924396596891e-02,1.248996712172538437e-02
1.572090112640800896e+00,6.698854812349671617e-01,-3.331545180980271526e-01,7.205729658954606043e-01,-3.302771227962145728e-01,1.438470161208703010e-02,-5.073987916364118556e-03,-1.138762080279800878e-04,-4.519079911215661475e-04,-5.061164801243559289e-03,-5.021199901350734997e-03,1.339693724459834791e-02,1.217271119592800918e-02
1.582071339173967361e+00,6.665590469689320896e-01,-3.333795795782893978e-01,7.231571051059780819e-01,-3.305515912691427971e-01,1.432294112982165392e-02,-5.033910952261230753e-03,-1.129951715073836512e-04,-4.486227201836806241e-04,-5.022007622550384714e-03,-4.984696890929785074e-03,1.350933979895399019e-02,1.185907565177676468e-02
1.592052565707133827e+00,6.632304882109799626e-01,-3.335802393443693670e-01,7.257124640543392013e-01,-3.308047685284168371e-01,1.425999532527879796e-02,-4.993163128589407466e-03,-1.120986729201333218e-04,-4.452718460588692443e-04,-4.982163240894814903e-03,-4.947464956209658704e-03,1.362021559082005062e-02,1.154907843337929681e-02
1.602033792240300292e+00,6.599000478055879748e-01,-3.337566411002976241e-01,7.282390975331427541e-01,-3.310368269037973210e-01,1.419589115792137257e-02,-4.951772201484900063e-03,-1.111873278641735727e-04,-4.418577158386946709e-04,-4.941659016185492338e-03,-4.909530175985496632e-03,1.372953406164967478e-02,1.124273606628596427e-02
1.612015018773466757e+00,6.565679671481838842e-01,-3.339089314799146280e-01,7.307370629261606965e-01,-3.312479405683443345e-01,1.413065558611612850e-02,-4.909765841811746141e-03,-1.102617507778484805e-04,-4.383826784357574614e-04,-4.900522256793266376e-03,-4.870918649286194377e-03,1.383726542146909537e-02,1.094006366972508429e-02
1.621996245306633222e+00,6.532344861558835314e-01,-3.340372599953052024e-01,7.332064201797352521e-01,-3.314382854759028718e-01,1.406431555717633716e-02,-4.867171614417398033e-03,-1.093225542047618972e-04,-4.348490818052905250e-04,-4.858780186878307143e-03,-4.831656464503228561e-03,1.394338065918149759e-02,1.064107496941490288e-02
1.631977471839799687e+00,6.498998432394849090e-01,-3.341417789833220908e-01,7.356472317729303434e-01,-3.316080392979219305e-01,1.399689799749189931e-02,-4.824016957938361862e-03,-1.083703484818466991e-04,-4.312592716610088184e-04,-4.816459932526519910e-03,-4.791769685122320398e-03,1.404785155222623358e-02,1.034578231107047275e-02
1.641958698372966152e+00,6.465642752756145528e-01,-3.342226435524073280e-01,7.380595626879413729e-01,-3.317573813609902555e-01,1.392842980282012373e-02,-4.780329165173694862e-03,-1.074057413062756342e-04,-4.276155896606839463e-04,-4.773588502501139273e-03,-4.751284329563155127e-03,1.415065067565953599e-02,1.005419667438410894e-02
1.651939924906132617e+00,6.432280175791306176e-01,-3.342800115294026209e-01,7.404434803805127752e-01,-3.318864925848681313e-01,1.385893782872817809e-02,-4.736135364032670152e-03,-1.064293371630694300e-04,-4.239203710716127750e-04,-4.730192762803085704e-03,-4.710226345240142547e-03,1.425175141064593913e-02,9.766327687491116114e-03
1.661921151439299082e+00,6.398913038758687888e-01,-3.343140434061169786e-01,7.427990547501784890e-01,-3.319955554208559589e-01,1.378844888118143514e-02,-4.691462499062958903e-03,-1.054417371477503609e-04,-4.201759439574512755e-04,-4.686299428788905097e-03,-4.668621599527236418e-03,1.435112795235224913e-02,9.482183641925569922e-03
1.671902377972465548e+00,6.365543662768046174e-01,-3.343249022840187323e-01,7.451263581093122701e-01,-3.320847537896084445e-01,1.371698970723599607e-02,-4.646337313567115365e-03,-1.044435382882868176e-04,-4.163846265670549706e-04,-4.641935035034969528e-03,-4.626495850745055566e-03,1.444875531719792480e-02,9.201771508218959186e-03
1.681883604505632013e+00,6.332174352523931571e-01,-3.343127538192052217e-01,7.474254651523777326e-01,-3.321542730196568316e-01,1.364458698590114566e-02,-4.600786332316830242e-03,-1.034353332898525323e-04,-4.125487262546425195e-04,-4.597125923993445641e-03,-4.583874736162694974e-03,1.454460934952623262e-02,8.925096951915276189e-03
1.691864831038798478e+00,6.298807396071910425e-01,-3.342777661673913547e-01,7.496964529251702869e-01,-3.322042997864603775e-01,1.357126731916463540e-02,-4.554835844868470457e-03,-1.024177101706566620e-04,-4.086705378922682449e-04,-4.551898229806962924e-03,-4.540783754358536199e-03,1.463866672768901825e-02,8.652164350010274618e-03
1.701846057571964943e+00,6.265445064547010556e-01,-3.342201099289209831e-01,7.519394007940169988e-01,-3.322350220519613706e-01,1.349705722318115392e-02,-4.508511889482725091e-03,-1.013912517529932001e-04,-4.047523417234700268e-04,-4.506277855688587200e-03,-4.497248241371889187e-03,1.473090496954558223e-02,8.382976807795847890e-03
1.711827284105131408e+00,6.232089611937353668e-01,-3.341399580920467738e-01,7.541543904139177412e-01,-3.322466290037577874e-01,1.342198311958279697e-02,-4.461840237656025838e-03,-1.003565355469650911e-04,-4.007964027807390758e-04,-4.460290468754003930e-03,-4.453293364230434537e-03,1.482130243733068703e-02,8.117536176281700891e-03
1.721808510638297873e+00,6.198743274850300189e-01,-3.340374859764222992e-01,7.563415056968062489e-01,-3.322393109949516310e-01,1.334607132696576798e-02,-4.414846379265456762e-03,-9.931413314332501047e-05,-3.968049685004572998e-04,-4.413961473036667228e-03,-4.408944094449526035e-03,1.490983834194944783e-02,7.855843069979464438e-03
1.731789737171464338e+00,6.165408272281414082e-01,-3.339128711766767843e-01,7.585008327798108407e-01,-3.322132594845744191e-01,1.326934805254972177e-02,-4.367555508327452575e-03,-9.826461001469833409e-05,-3.927802678508752858e-04,-4.367316000653259124e-03,-4.364225198343059213e-03,1.499649274669736382e-02,7.597896885044296347e-03
1.741770963704630804e+00,6.132086805384746597e-01,-3.337662935061883607e-01,7.606324599935362363e-01,-3.321686669786114154e-01,1.319183938401203952e-02,-4.319992509369282793e-03,-9.720852522215782051e-05,-3.887245099911573374e-04,-4.320378898762570162e-03,-4.319161222123970439e-03,1.508124657041045105e-02,7.343695817742530718e-03
1.751752190237797269e+00,6.098781057258624294e-01,-3.335979349393710103e-01,7.627364778294807302e-01,-3.321057269708611592e-01,1.311357128146205253e-02,-4.272181944421468008e-03,-9.614643097656477659e-05,-3.846398823536564902e-04,-4.273174710069545940e-03,-4.273776470596183513e-03,1.516408159000797416e-02,7.093236883417926644e-03
1.761733416770963734e+00,6.065493192735156303e-01,-3.334079795540699220e-01,7.648129789074815665e-01,-3.320246338844247136e-01,1.303456956959529386e-02,-4.224148040626258920e-03,-9.507887257867196965e-05,-3.805285502787177608e-04,-4.225727670163198675e-03,-4.228095003096864202e-03,1.524498044247476689e-02,6.846515935770920019e-03
1.771714643304130199e+00,6.032225358172375040e-01,-3.331966134741308760e-01,7.668620579431836282e-01,-3.319255830138251318e-01,1.295485993002857585e-02,-4.175914678459009648e-03,-9.400638789298119762e-05,-3.763926549002312915e-04,-4.178061684132497455e-03,-4.182140610002570147e-03,1.532392662628810458e-02,6.603527686424149820e-03
1.781695869837296442e+00,5.998979681247069706e-01,-3.329640248122709423e-01,7.688838117155437635e-01,-3.318087704677735728e-01,1.287446789381718228e-02,-4.127505380557563823e-03,-9.292950720410367228e-05,-3.722343124798159898e-04,-4.130200320182385483e-03,-4.135936805331289282e-03,1.540090450229525225e-02,6.364265724740589616e-03
1.791677096370462907e+00,5.965758270762711035e-01,-3.327104036117737862e-01,7.708783390336889640e-01,-3.316743931119974786e-01,1.279341883412835751e-02,-4.078943301168041699e-03,-9.184875299381680042e-05,-3.680556133220485833e-04,-4.082166799725191371e-03,-4.089506814689428463e-03,1.547589929401554064e-02,6.128722538053148552e-03
1.801658322903629372e+00,5.932563216462802824e-01,-3.324359417881790346e-01,7.728457407037272464e-01,-3.315226485126624434e-01,1.271173795909736823e-02,-4.030251216197867220e-03,-9.076463957705098874e-05,-3.638586201143833979e-04,-4.033983981202266672e-03,-4.042873556826482272e-03,1.554889708740202388e-02,5.896889532159627773e-03
1.811639549436795837e+00,5.899396588846430589e-01,-3.321408330712459778e-01,7.747861194956057185e-01,-3.313537348804727056e-01,1.262945030487017464e-02,-3.981451513868294705e-03,-8.967767309245860280e-05,-3.596453677621487132e-04,-3.985674359664827249e-03,-3.996059641801652344e-03,1.561988483007358854e-02,5.668757052031797236e-03
1.821620775969962303e+00,5.866260438984209902e-01,-3.318252729472758733e-01,7.766995801099941810e-01,-3.311678510154347777e-01,1.254658072883204148e-02,-3.932566185958676595e-03,-8.858835106175926575e-05,-3.554178615753046059e-04,-3.937260047189300796e-03,-3.949087350836717747e-03,1.568885033002324902e-02,5.444314402708302914e-03
1.831602002503128768e+00,5.833156798348256844e-01,-3.314894586005918686e-01,7.785862291447295247e-01,-3.309651962518935786e-01,1.246315390300579279e-02,-3.883616819649961943e-03,-8.749716229805957351e-05,-3.511780768026410201e-04,-3.888762768802647880e-03,-3.901978631140455827e-03,1.575578225378892680e-02,5.223549870506894940e-03
1.841583229036295233e+00,5.800087678649628042e-01,-3.311335888549175044e-01,7.804461750611784154e-01,-3.307459704041532667e-01,1.237919430763461705e-02,-3.834624589956610926e-03,-8.640458675203620774e-05,-3.469279578036367712e-04,-3.840203855646053942e-03,-3.854755086707075187e-03,1.582067012411149040e-02,5.006450744456068802e-03
1.851564455569461698e+00,5.767055071677368305e-01,-3.307578641151261434e-01,7.822795281506587095e-01,-3.305103737128093910e-01,1.229472622495469784e-02,-3.785610252733750611e-03,-8.531109522556932937e-05,-3.426694166638936359e-04,-3.791604232247525966e-03,-3.807437962932151438e-03,1.588350431709445801e-02,4.793003337868499344e-03
1.861545682102628163e+00,5.734060949137999019e-01,-3.303624863093746478e-01,7.840864005008677529e-01,-3.302586067917474000e-01,1.220977373315505939e-02,-3.736594138249976337e-03,-8.421714940628996255e-05,-3.384043332101417645e-04,-3.742984418057331789e-03,-3.760048146779353204e-03,1.594427605887033250e-02,4.583193010034503773e-03
1.871526908635794628e+00,5.701107262507318918e-01,-3.299476588307255764e-01,7.858669059620496666e-01,-3.299908705755880689e-01,1.212436070051632793e-02,-3.687596145330992049e-03,-8.312320151256554206e-05,-3.341345535151713972e-04,-3.694364511669579864e-03,-3.712606150168571394e-03,1.600297742177118898e-02,4.377004188141504423e-03
1.881508135168961093e+00,5.668195942891982586e-01,-3.295135864786051805e-01,7.876211601130885809e-01,-3.297073662677412753e-01,1.203851077973617373e-02,-3.638635736064390301e-03,-8.202969424924791701e-05,-3.298618896216545327e-04,-3.645764188855463075e-03,-3.665132106907272730e-03,1.605960132002213006e-02,4.174420389366785208e-03
1.891489361702127558e+00,5.635328900892044857e-01,-3.290604754007162569e-01,7.893492802276660392e-01,-3.294082952891892457e-01,1.195224740244495154e-02,-3.589731931046252333e-03,-8.093706071944794405e-05,-3.255881189631486044e-04,-3.597202698642130991e-03,-3.617645766257207053e-03,1.611414150497150755e-02,3.975424243042258166e-03
