galaxy,model,configuration,holdout,n,n_train,n_test,n_parameters,chi2_data,chi2_data_per_row,prior_penalty,objective,length_catalogue_kpc,amplitude_catalogue_kms,physical_length_kpc,physical_amplitude_kms,ml_disk,ml_bulge,distance_ratio,distance_Mpc,inclination_deg,disk_pull,bulge_pull,distance_pull,inclination_pull,halo_bound_hit,nuisance_bound_hit,maximum_abs_pull,success,optimality,n_starts,near_best_starts,restart_objective_spread,holdout_admissible,holdout_chi2,holdout_chi2_per_row,distance_method,parameters_json,parameter_names_json,guard_optimizer_success,guard_optimizer_message,guard_selected_start,guard_epsilon,guard_depth_factor,guard_depth_ratio,guard_admissible,guard_active,guard_refitted,original_depth_ratio,original_objective,objective_change
UGC07261,core,all_0.10,False,7.0,7.0,0.0,5.0,6.009786291794769,0.8585408988278241,1.2366405467926875,7.246426838587457,1.6808248509522428,63.025543651307245,1.961680426615839,49.80043103685532,0.5313498197584553,0.7,1.1670938976803455,15.288930059612527,39.25560683920325,0.2641053325982881,0.0,0.5569796589344848,0.9255606839203252,False,False,0.9255606839203252,True,0.0007203601781780409,8.0,7.0,3.5035146216630473,True,,,1.0,"[0.5192846556322636, 4.143540098999608, 0.2641053325982881, 0.5569796589344848, 0.9255606839203252]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,4.457511663704884e-08,True,False,False,4.457511663704884e-08,7.246426838587457,0.0
UGC07261,nfw,all_0.10,False,7.0,7.0,0.0,5.0,0.20641744608508852,0.029488206583584076,0.016027439857037827,0.22244488594212636,4.4047999753482765,143.8094597737471,4.341829446167623,148.2472204680421,0.492729649249218,0.7,0.9857041115299054,12.91272386104176,29.014606128605017,-0.06361308271971786,0.0,-0.04765296156698186,-0.09853938713949824,False,False,0.09853938713949824,True,1.2836224093740211e-06,8.0,8.0,3.030353745714365e-13,True,,,1.0,"[1.4826948498096466, 4.968489227363502, -0.06361308271971786, -0.04765296156698186, -0.09853938713949824]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,2.445297551151677e-07,True,False,False,2.445297551151677e-07,0.22244488594212636,0.0
UGC07323,core,all_0.10,False,10.0,10.0,0.0,5.0,1.9284038677512325,0.19284038677512325,0.34668869608729097,2.2750925638385233,2.809325490923032,77.86610964010752,3.175810461859198,77.27491032299412,0.5437706353987773,0.7,1.130453011628693,9.043624093029544,47.472161225455174,0.36445746858442385,0.0,0.4348433720956434,0.15738707515172437,False,False,0.4348433720956434,True,1.8026946310738941e-06,8.0,8.0,4.086064819830426e-12,True,,,1.0,"[1.0329444157143, 4.354990808665866, 0.36445746858442385, 0.4348433720956434, 0.15738707515172437]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,1.0732559486444914e-07,True,False,False,1.0732559486444914e-07,2.2750925638385233,0.0
UGC07323,nfw,all_0.10,False,10.0,10.0,0.0,5.0,5.1203252540441255,0.5120325254044126,0.18147147382695047,5.301796727871076,4999.999999999995,2806.8118229707356,5059.825521997239,2805.0156230040834,0.45350068633028057,0.7,1.0119651043994486,8.09572083519559,47.03935919369297,-0.4239205567589579,0.0,0.03988368133149527,0.013119731230988797,True,False,0.4239205567589579,True,1.9833055906132534e-06,8.0,7.0,13.810636870732704,True,,,1.0,"[8.517193191416236, 7.939804535629037, -0.4239205567589579, 0.03988368133149527, 0.013119731230988797]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,8.754455975825877e-05,True,False,False,8.754455975825877e-05,5.301796727871076,0.0
UGC07399,core,all_0.10,False,10.0,10.0,0.0,5.0,17.02650557627656,1.7026505576276558,13.05913931137934,30.0856448876559,1.5614351468524796,99.52916567576096,2.6190890866778034,96.6445444230492,0.9297819096257174,0.7,1.677360146501972,14.140146035011623,57.52244705897938,2.6941108770877285,0.0,2.2569747173958987,0.8408156863264593,False,False,2.6941108770877285,True,0.0010320845362903708,8.0,8.0,5.550617743210751e-10,True,,,1.0,"[0.4456053642832201, 4.6004507235820356, 2.6941108770877285, 2.2569747173958987, 0.8408156863264593]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,1.678730461978887e-07,True,False,False,1.678730461978887e-07,30.0856448876559,0.0
UGC07399,nfw,all_0.10,False,10.0,10.0,0.0,5.0,8.013306412844141,0.8013306412844141,0.044880035662782036,8.058186448506923,5.766916429511764,224.78973172010265,5.555096965942405,225.02838936318958,0.48075188429586935,0.7,0.9632698919503343,8.120365189141317,54.91331078066024,-0.17049009215008146,0.0,-0.12238530073465691,-0.028896406446587,False,False,0.17049009215008146,True,2.196049256837716e-05,8.0,8.0,2.433608869978343e-11,True,,,1.0,"[1.752137523373737, 5.415165439574613, -0.17049009215008146, -0.12238530073465691, -0.028896406446587]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,5.634212432640627e-07,True,False,False,5.634212432640627e-07,8.058186448506923,0.0
UGC07524,core,all_0.10,False,31.0,31.0,0.0,5.0,10.646450301258465,0.3434338806857569,3.8370219144694304,14.483472215727895,2.654751510930993,75.64878337811885,2.7178239861641513,72.51719655226057,0.7375972105502542,0.7,1.0237583348096633,4.852614506997804,48.62536944951647,1.688492612950708,0.0,0.4692271124908476,0.8751231498388226,False,False,1.688492612950708,True,0.00013713210846795273,8.0,8.0,3.6148328774743277e-10,True,,,2.0,"[0.9763510574441339, 4.326101357859424, 1.688492612950708, 0.4692271124908476, 0.8751231498388226]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,9.451664502381564e-08,True,False,False,9.451664502381564e-08,14.483472215727895,0.0
UGC07524,nfw,all_0.10,False,31.0,31.0,0.0,5.0,23.049700029484182,0.743538710628522,0.16609167705263483,23.215791706536816,19.720627865002996,188.70910146022553,19.61871636778296,190.71881665657256,0.46280225098264915,0.7,0.9948322387138143,4.71550481150348,45.378270156261244,-0.3357454172491971,0.0,-0.10206328540216683,-0.20724328124625227,False,False,0.3357454172491971,True,6.594247217084169e-05,8.0,8.0,1.0316725251868775e-10,True,,,2.0,"[2.9816651876637343, 5.240206683644986, -0.3357454172491971, -0.10206328540216683, -0.20724328124625227]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,4.047116265633741e-07,True,False,False,4.047116265633741e-07,23.215791706536816,0.0
UGC07559,core,all_0.10,False,7.0,7.0,0.0,5.0,0.24567264019354357,0.03509609145622051,0.002850519443561587,0.24852315963710517,1.0383520805209456,30.813091937000276,1.0375632920452844,30.82871978492598,0.49448776950422185,0.7,0.9992403458417828,4.96622451883366,60.94764518918544,-0.048144499650349,0.0,-0.01510192466535759,-0.017451603604855235,False,False,0.048144499650349,True,2.5138586812345156e-06,8.0,8.0,6.850076061937216e-13,True,,,2.0,"[0.03763491848466789, 3.42793966255551, -0.048144499650349, -0.01510192466535759, -0.017451603604855235]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,1.7081942882691643e-08,True,False,False,1.7081942882691643e-08,0.24852315963710517,0.0
UGC07559,nfw,all_0.10,False,7.0,7.0,0.0,5.0,2.094274459164704,0.2991820655949577,0.015009669839748432,2.1092841290044526,4999.999999999871,1645.164024428283,4997.3800672905045,1645.7390809974504,0.4862083578920691,0.7,0.9994760134581266,4.967395786886889,60.963902797739756,-0.12147584268833737,0.0,-0.010416852452442874,-0.012032400753414824,True,False,0.12147584268833737,True,6.673637527438897e-07,8.0,8.0,2.809308341511496e-12,True,,,2.0,"[8.517193191416212, 7.405595369127323, -0.12147584268833737, -0.010416852452442874, -0.012032400753414824]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,3.0135649694158263e-05,True,False,False,3.0135649694158263e-05,2.1092841290044526,0.0
UGC07577,core,all_0.10,False,9.0,9.0,0.0,5.0,0.8743810462410214,0.09715344958233571,0.006640931592819395,0.8810219778338408,894.5062211953323,9999.99999999928,893.0265295972738,10009.399493312018,0.4924896763481938,0.7,0.9983458006629835,2.5857156237171273,62.89459284597566,-0.06572873161280018,0.0,-0.032956740637482065,-0.0351357180081127,True,False,0.06572873161280018,True,2.8676434940951926e-07,8.0,8.0,2.77372569357226e-11,True,,,2.0,"[6.796271857866268, 9.21034037197611, -0.06572873161280018, -0.032956740637482065, -0.0351357180081127]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,0.0018007040069135765,True,False,False,0.0018007040069135765,0.8810219778338408,0.0
UGC07577,nfw,all_0.10,False,9.0,9.0,0.0,5.0,1.3310648079511098,0.14789608977234553,0.012259501659838265,1.3433243096109482,4999.999999999995,685.5261246698387,4998.276601778528,685.6597901225557,0.4874647576115812,0.7,0.9996553203557066,2.5891072797212797,62.97808687623644,-0.11026781487272305,0.0,-0.006867079067075797,-0.007304374587853031,True,False,0.11026781487272305,True,4.797248389485831e-07,8.0,8.0,1.1457501614131615e-12,True,,,2.0,"[8.517193191416236, 6.530186608662531, -0.11026781487272305, -0.006867079067075797, -0.007304374587853031]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,5.23089445172004e-06,True,False,False,5.23089445172004e-06,1.3433243096109482,0.0
UGC07603,core,all_0.10,False,12.0,12.0,0.0,5.0,4.013594063385197,0.33446617194876643,0.3422010919731801,4.355795155358377,1.1394403103644832,67.35727192818244,1.2929961441910967,67.32933334154067,0.5448203622417574,0.7,1.1347642631473114,5.333392036792364,78.11237165122706,0.37283326294073965,0.0,0.44921421049103766,0.03745721707568723,False,False,0.44921421049103766,True,9.105627488931951e-05,8.0,8.0,9.741452089429004e-11,True,,,1.0,"[0.13053718602750572, 4.210010869235402, 0.37283326294073965, 0.44921421049103766, 0.03745721707568723]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,8.14769781771762e-08,True,False,False,8.14769781771762e-08,4.355795155358377,0.0
UGC07603,nfw,all_0.10,False,12.0,12.0,0.0,5.0,14.94131719125549,1.2451097659379575,0.1034714038302544,15.044788595085743,9.47466663968599,169.30296549086552,10.036589138963487,169.27386597658455,0.4716743651308029,0.7,1.0593078913113212,4.9787470891632095,78.04642721031429,-0.2532773077160843,0.0,0.19769297103773756,0.015475736771430333,False,False,0.2532773077160843,True,0.00020887095953014403,8.0,8.0,1.338516852911198e-09,True,,,1.0,"[2.2486215672029513, 5.131689805175084, -0.2532773077160843, 0.19769297103773756, 0.015475736771430333]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,3.1881476046603513e-07,True,False,False,3.1881476046603513e-07,15.044788595085743,0.0
UGC07690,core,all_0.10,False,7.0,7.0,0.0,5.0,1.8399742210178323,0.2628534601454046,0.31900642262463635,2.1589806436424688,0.7428255633402534,56.65981705368263,0.8355639947842167,55.03208483527402,0.5281467153031469,0.7,1.1248455034677962,9.122497033123826,42.49018212067565,0.23784578795519304,0.0,0.4166654457299703,0.29803642413512965,False,False,0.4166654457299703,True,7.244319556329021e-05,8.0,8.0,3.0035529618999135e-11,True,,,1.0,"[-0.2972940352596654, 4.03706526555287, 0.23784578795519304, 0.4166654457299703, 0.29803642413512965]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,5.443249190673413e-08,True,False,False,5.443249190673413e-08,2.1589806436424688,0.0
UGC07690,nfw,all_0.10,False,7.0,7.0,0.0,5.0,1.6765981083031072,0.23951401547187245,0.0010186850377063678,1.6776167933408135,1.4621658627377485,101.90880811901549,1.4687228976439362,101.80607447869319,0.503041207128673,0.7,1.0044844672367814,8.146369029290296,41.05027943708517,0.026335578483223102,0.0,0.014966678720287261,0.010055887417034092,False,False,0.026335578483223102,True,1.4372731467403075e-05,8.0,8.0,2.4641622076160274e-11,True,,,1.0,"[0.37991880409773865, 4.624078375345024, 0.026335578483223102, 0.014966678720287261, 0.010055887417034092]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,1.1532035693333407e-07,True,False,False,1.1532035693333407e-07,1.6776167933408135,0.0
UGC07866,core,all_0.10,False,7.0,7.0,0.0,5.0,0.9563962700948002,0.13662803858497147,0.0044672217394857595,0.960863491834286,0.7185268626159033,29.46617157405476,0.7190340727204229,29.33399852969943,0.5048725004350916,0.7,1.000705902772616,4.573225975670855,44.24983204568561,0.042117117059840524,0.0,0.014025981177628408,0.04996640913712194,False,False,0.04996640913712194,True,1.4702832541798758e-05,8.0,8.0,2.244493479963694e-11,True,,,2.0,"[-0.3305521870834354, 3.3832428790488644, 0.042117117059840524, 0.014025981177628408, 0.04996640913712194]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,1.546567275692033e-08,True,False,False,1.546567275692033e-08,0.960863491834286,0.0
UGC07866,nfw,all_0.10,False,7.0,7.0,0.0,5.0,0.21809031521798114,0.031155759316854447,0.00015425686870520832,0.21824457208668635,11.966066021598698,97.37816114390742,11.965701388303662,97.39730656281284,0.5014080623660464,0.7,0.9999695277216106,4.569860741687761,43.98912478268425,0.012213085588838149,0.0,-0.0006054709227793298,-0.0021750434631498694,False,False,0.012213085588838149,True,8.351439264797517e-07,8.0,8.0,1.792177517501159e-13,True,,,2.0,"[2.4820748123852363, 4.578601967272786, 0.012213085588838149, -0.0006054709227793298, -0.0021750434631498694]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,1.0554860266867404e-07,True,False,False,1.0554860266867404e-07,0.21824457208668635,0.0
UGC08286,core,all_0.10,False,17.0,17.0,0.0,5.0,57.37391932614214,3.3749364309495378,38.72788538885417,96.10180471499632,2.611374456342551,77.34579970207716,2.7507184166743843,77.34579970207716,1.9905358527674861,0.7,1.0533603903466975,6.846842537253534,89.999999999999,5.999999999999999,0.0,1.6516311297787345,-3.3338287384990137e-13,False,True,5.999999999999999,True,0.0019961220522024536,8.0,8.0,2.5260789016101626e-09,True,,,2.0,"[0.9598766943488591, 4.348286273050487, 5.999999999999999, 1.6516311297787345, -3.3338287384990137e-13]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,1.0752259889902039e-07,True,False,False,1.0752259889902039e-07,96.10180471499632,0.0
UGC08286,nfw,all_0.10,False,17.0,17.0,0.0,5.0,34.31117374470991,2.0183043379241123,1.3054979823387705,35.61667172704868,5.390446388638759,168.02644986285722,5.413810532306138,168.02644986285722,0.6492889844631576,0.7,1.0043343615691314,6.528173350199354,89.99999999988282,1.1346803055976649,0.0,0.13415881047311135,-3.90625e-11,False,True,1.1346803055976649,True,0.0003296548113752664,8.0,8.0,7.462901407961908e-10,True,,,2.0,"[1.6846281994209593, 5.124121406670801, 1.1346803055976649, 0.13415881047311135, -3.90625e-11]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,3.14133242527693e-07,True,False,False,3.14133242527693e-07,35.61667172704868,0.0
UGC08490,core,all_0.10,False,30.0,30.0,0.0,5.0,10.891962410815378,0.36306541369384593,21.814648561037476,32.706610971852854,2.5318209005193832,80.03316132390367,3.0508887032770122,75.50161336682486,1.2751095275101456,0.7,1.205017583451952,5.603331763051577,54.29394296959979,4.06577486434179,0.0,1.7987391755690136,1.431314323199931,False,False,4.06577486434179,True,0.0009058952521515106,8.0,7.0,706.2187174036471,True,,,2.0,"[0.928938767388106, 4.382441065334427, 4.06577486434179, 1.7987391755690136, 1.431314323199931]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,1.024563190293408e-07,True,False,False,1.024563190293408e-07,32.706610971852854,0.0
UGC08490,nfw,all_0.10,False,30.0,30.0,0.0,5.0,3.147141235300825,0.10490470784336084,0.0003795760481740001,3.147520811348999,3.181315617162391,158.46143460577167,3.1772133853323132,158.52217206196872,0.49847681122558896,0.7,0.998710523467729,4.644003934124941,49.973844827803624,-0.01325044278128203,0.0,-0.011313331839735354,-0.0087183907321249,False,False,0.01325044278128203,True,2.323596632375156e-06,8.0,8.0,2.6045832157706172e-12,True,,,2.0,"[1.1572948273239834, 5.065511248921405, -0.01325044278128203, -0.011313331839735354, -0.0087183907321249]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,2.7960093727151726e-07,True,False,False,2.7960093727151726e-07,3.147520811348999,0.0
UGC08550,core,all_0.10,False,11.0,11.0,0.0,5.0,4.883875430564932,0.4439886755059029,12.32310272729565,17.206978157860583,1.663322337143764,54.42652823480223,2.7490316871758913,54.42652823480223,0.9410004630501703,0.7,1.6527353873552215,11.073327095279984,89.9999999999707,2.7461983280014812,0.0,2.1866635476399927,-9.765625e-12,False,True,2.7461983280014812,True,0.00016246533587648267,8.0,8.0,1.780193770173355e-10,True,,,1.0,"[0.5088170101378524, 3.996851686373647, 2.7461983280014812, 2.1866635476399927, -9.765625e-12]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,5.324116495239244e-08,True,False,False,5.324116495239244e-08,17.206978157860583,0.0
UGC08550,nfw,all_0.10,False,11.0,11.0,0.0,5.0,6.423804528829661,0.5839822298936055,0.21787804090017138,6.641682569729832,4.671318236414117,117.61992694126054,5.0779000110045045,117.61992694126054,0.5437760715642368,0.7,1.087037909646356,7.283153994630585,89.99999999953125,0.3645008855088955,0.0,0.2915769973152931,-1.5625e-10,False,True,0.3645008855088955,True,2.6720160030468005e-05,8.0,8.0,1.3088197192701045e-11,True,,,1.0,"[1.5414413094527146, 4.767458467889469, 0.3645008855088955, 0.2915769973152931, -1.5625e-10]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,1.5392898467757937e-07,True,False,False,1.5392898467757937e-07,6.641682569729832,0.0
UGC08699,core,all_0.10,False,41.0,41.0,0.0,6.0,39.23369236851855,0.9569193260614279,12.772266849917866,52.005959218436416,9.538335557968438,165.71920935592917,11.497246325935643,163.45104741944718,0.9950322787000445,0.46774299437398614,1.2053723897699016,47.37113491795713,75.83034057873019,2.988671650870247,-1.750907484440362,0.8219078327858584,0.314482286525577,False,False,2.988671650870247,True,0.0012593943010916926,8.0,7.0,495.26811739691624,True,,,1.0,"[2.2553190004239374, 5.110294846234322, 2.988671650870247, -1.750907484440362, 0.8219078327858584, 0.314482286525577]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,4.801773833966598e-07,True,False,False,4.801773833966598e-07,52.005959218436416,0.0
UGC08699,nfw,all_0.10,False,41.0,41.0,0.0,6.0,25.07037339822582,0.6114725219079468,3.69798819858668,28.768361596812497,28.134534507865553,351.60874357294205,31.503533421745054,348.65857676291546,0.7328605414314904,0.5792025785742813,1.1197460335779728,44.00601911961433,74.66509961710508,1.6605133476751368,-0.8226755336852138,0.47922801625400535,0.18501106856723176,False,False,1.6605133476751368,True,0.00023942556457628845,8.0,8.0,1.525574333527402e-09,True,,,1.0,"[3.3369978077995746, 5.862519033456717, 1.6605133476751368, -0.8226755336852138, 0.47922801625400535, 0.18501106856723176]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,1.3525685973926282e-06,True,False,False,1.3525685973926282e-06,28.768361596812497,0.0
UGC08837,core,all_0.10,False,8.0,8.0,0.0,5.0,1.9914081626917293,0.24892602033646616,0.05236080448594722,2.0437689671776766,8.544038115167677,145.79309678885227,8.52869593439559,145.8435967130561,0.47476967944258175,0.7,0.9982043407853189,7.1970532970621495,79.88810540896203,-0.22487028828626054,0.0,-0.03596306371625045,-0.022378918207594543,False,False,0.22487028828626054,True,2.410019374434853e-06,8.0,7.0,49.35326344230126,True,,,2.0,"[2.1452337432527946, 4.982188471326434, -0.22487028828626054, -0.03596306371625045, -0.022378918207594543]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,3.822971118167981e-07,True,False,False,3.822971118167981e-07,2.0437689671776766,0.0
UGC08837,nfw,all_0.10,False,8.0,8.0,0.0,5.0,23.91149317281364,2.988936646601705,0.48521334624005874,24.396706519053698,4999.999999999995,1518.9116116714488,5091.704311326887,1514.3490014769682,0.44004691739348567,0.7,1.0183408622653785,7.342237616933379,81.03175834325313,-0.5547102130704892,0.0,0.3673267137038278,0.20635166865062507,True,False,0.5547102130704892,True,2.6341645670258646e-06,8.0,8.0,2.90896196020185e-11,True,,,2.0,"[8.517193191416236, 7.325749312404698, -0.5547102130704892, 0.3673267137038278, 0.20635166865062507]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,2.5515879658100127e-05,True,False,False,2.5515879658100127e-05,24.396706519053698,0.0
UGC09037,core,all_0.10,False,22.0,22.0,0.0,5.0,25.068744798145964,1.1394883999157257,3.522940852928538,28.591685651074503,7.297983197044236,150.37133941802642,6.712937609915748,155.007767034361,0.3497477523448239,0.7,0.9198346212463961,76.89817433619871,61.545922382424514,-1.5521507215822017,0.0,-0.7978363885477714,-0.6908155235150975,False,False,1.5521507215822017,True,0.00025796444113140133,8.0,7.0,334.1172422109438,True,,,1.0,"[1.9875980356060472, 5.013107830976279, -1.5521507215822017, -0.7978363885477714, -0.6908155235150975]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,4.3185027944551164e-07,True,False,False,4.3185027944551164e-07,28.591685651074503,0.0
UGC09037,nfw,all_0.10,False,22.0,22.0,0.0,5.0,34.18982691779186,1.554083041717812,10.562119699820434,44.7519466176123,52.27678070814321,388.47188956627747,46.46577141487654,406.1876523022195,0.25681269741098983,0.7,0.8888414853678723,74.30714817675413,60.086517315675536,-2.8935351188934955,0.0,-1.1062918837197468,-0.9826965368648923,False,False,2.8935351188934955,True,0.00021496558248968646,8.0,8.0,2.547079702708288e-08,True,,,1.0,"[3.9565523089744707, 5.962220810861099, -2.8935351188934955, -1.1062918837197468, -0.9826965368648923]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,1.8357436239163224e-06,True,False,False,1.8357436239163224e-06,44.7519466176123,0.0
UGC09133,core,all_0.10,False,68.0,68.0,0.0,6.0,579.4367848832471,8.521129189459517,31.313450772118237,610.7502356553654,26.77165618225479,212.63152656142435,40.05260741276553,188.49939883993179,0.5893954203687608,0.24308960460227005,1.4960825411807668,85.42631310142178,64.27380588605034,0.7143675270163498,-4.59331652789192,2.484764307142261,1.8789676476750572,False,False,4.59331652789192,True,0.0002579558320703014,8.0,8.0,1.6044737094489392e-08,True,,,1.0,"[3.287343722718115, 5.359560745419186, 0.7143675270163498, -4.59331652789192, 2.484764307142261, 1.8789676476750572]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,6.386254530716669e-07,True,False,False,6.386254530716669e-07,610.7502356553654,0.0
UGC09133,nfw,all_0.10,False,68.0,68.0,0.0,6.0,443.176109328514,6.517295725419324,5.120063765515713,448.2961730940297,41.04666211276867,416.1615289758334,44.788367818284904,404.84451881760293,0.6762600021787271,0.46793046989070486,1.091157368539165,62.30508574358632,55.18106344050987,1.3114369722985142,-1.7491671426095412,0.4565864687356415,0.36351057341831156,False,False,1.7491671426095412,True,0.00017166002687444483,8.0,8.0,1.0479652701178566e-09,True,,,1.0,"[3.7147095198705435, 6.031073475703188, 1.3114369722985142, -1.7491671426095412, 0.4565864687356415, 0.36351057341831156]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""bulge_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,1.823623254633296e-06,True,False,False,1.823623254633296e-06,448.2961730940297,0.0
UGC09992,core,all_0.10,False,5.0,5.0,0.0,5.0,0.3797458971277178,0.07594917942554355,0.13315537515951217,0.5129012722872299,0.5256693801378415,29.418103908152606,0.5526013193845621,26.86774138017814,0.5052214622088778,0.7,1.0512336085462284,11.248199611444642,33.193029754717955,0.04511787113589186,0.0,0.1707786951540943,0.3193029754717957,False,False,0.3193029754717957,True,4.4148943074243405e-05,8.0,8.0,3.6782576984251136e-11,True,,,1.0,"[-0.6430828187388796, 3.3816102640192907, 0.04511787113589186, 0.1707786951540943, 0.3193029754717957]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.6153539227342026,1.2974439442981944e-08,True,False,False,1.2974439442981944e-08,0.5129012722872299,0.0
UGC09992,nfw,all_0.10,False,5.0,5.0,0.0,5.0,0.036760126068454246,0.00735202521369085,1.1459051096472652e-06,0.036761271973563894,0.9074180675142057,53.614822252547604,0.9074391419672332,53.61229384422312,0.4998784144563444,0.7,1.000023224634578,10.700248503589982,30.001560084927593,-0.0010562070384888317,0.0,7.741544859296178e-05,0.00015600849275942375,False,False,0.0010562070384888317,True,8.171510767463054e-08,8.0,8.0,1.452310494087783e-14,True,,,1.0,"[-0.09715200064985535, 3.981825564410577, -0.0010562070384888317, 7.741544859296178e-05, 0.00015600849275942375]","[""log_L_catalogue"", ""log_excess_A_catalogue"", ""disk_pull"", ""distance_pull"", ""inclination_pull""]",,Original admissible row retained unchanged,,0.01,1.0,3.1980656348251194e-08,True,False,False,3.1980656348251194e-08,0.036761271973563894,0.0
