analysis,split,left_model,right_model,galaxy,n_points,left_loss,right_loss,delta_left_minus_right,outcome
guard_0.001,holdout,fixed_core,nfw,UGC02487,4,25.393861359280017,4.968948096705369,20.42491326257465,right_win
guard_0.001,holdout,fixed_core,nfw,UGC02885,4,2.871910582373861,0.0624790408198734,2.8094315415539874,right_win
guard_0.001,holdout,fixed_core,nfw,UGC02916,9,0.3117220111204028,0.3083773744350244,0.0033446366853784326,right_win
guard_0.001,holdout,fixed_core,nfw,UGC02953,23,43.06320268317816,8.187147156363677,34.87605552681448,right_win
guard_0.001,holdout,fixed_core,nfw,UGC03205,10,180.8016637962575,45.95716247831225,134.84450131794523,right_win
guard_0.001,holdout,fixed_core,nfw,UGC03546,6,3.586326229576445,2.585679758106551,1.000646471469894,right_win
guard_0.001,holdout,fixed_core,nfw,UGC03580,10,181.9779135763765,25.274960642199783,156.70295293417672,right_win
guard_0.001,holdout,fixed_core,nfw,UGC04278,5,3.2411323422480605,0.3853124291141183,2.855819913133942,right_win
guard_0.001,holdout,fixed_core,nfw,UGC04325,2,10.473932676376332,3.647997191652256,6.825935484724076,right_win
guard_0.001,holdout,fixed_core,nfw,UGC04483,2,2.327837298511382,1.4935595525711225,0.8342777459402595,right_win
guard_0.001,holdout,fixed_core,nfw,UGC04499,2,2.460229605018374,3.621633570987103,-1.161403965968729,left_win
guard_0.001,holdout,fixed_core,nfw,UGC05005,3,0.4459369726690556,1.18106678460978,-0.7351298119407244,left_win
guard_0.001,holdout,fixed_core,nfw,UGC05253,15,86.12513356345269,140.0985512602943,-53.97341769684161,left_win
guard_0.001,holdout,fixed_core,nfw,UGC05716,3,3.174546953057773,9.124653948944689,-5.950106995886916,left_win
guard_0.001,holdout,fixed_core,nfw,UGC05721,5,6.202289062237645,1.2688697727939586,4.933419289443686,right_win
guard_0.001,holdout,fixed_core,nfw,UGC05750,3,0.1629866855337256,1.3688483917233414,-1.2058617061896157,left_win
guard_0.001,holdout,fixed_core,nfw,UGC05764,2,0.2127125547005194,7.580676271936253,-7.3679637172357335,left_win
guard_0.001,holdout,fixed_core,nfw,UGC05829,3,3.023440441644592,0.0300394209686173,2.9934010206759747,right_win
guard_0.001,holdout,fixed_core,nfw,UGC05918,2,2.076488576643708,0.2101528342588215,1.8663357423848863,right_win
guard_0.001,holdout,fixed_core,nfw,UGC05986,3,0.181224717078359,9.135385323162293,-8.954160606083933,left_win
guard_0.001,holdout,fixed_core,nfw,UGC06399,2,0.99814389354453,2.9733789997657256,-1.9752351062211955,left_win
guard_0.001,holdout,fixed_core,nfw,UGC06446,4,2.067689149724701,0.0516421394383589,2.0160470102863424,right_win
