theta_radians,theta_over_pi_half,lambda_min_B_over_E,lambda_max_B_over_E,D_matrix,D_formula,E_s_over_E,E_a_over_E,virial_over_E,entropy_change
1.1663162726452108e+00,7.4250000000000005e-01,3.0322958817267437e-01,6.9677041182732569e-01,9.9586197057217341e-01,9.9586197057217341e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.1357594186192688e-01
1.1702432634621980e+00,7.4500000000000000e-01,3.0503615610590590e-01,6.9496384389409416e-01,9.9436668289690211e-01,9.9436668289690211e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.1507122953719817e-01
1.1741702542791852e+00,7.4750000000000005e-01,3.0684573062279208e-01,6.9315426937720792e-01,9.9288434072562204e-01,9.9288434072562215e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.1655357170847824e-01
1.1780972450961724e+00,7.5000000000000000e-01,3.0865828381745508e-01,6.9134171618254492e-01,9.9141499242133502e-01,9.9141499242133502e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.1802292001276526e-01
1.1820242359131599e+00,7.5250000000000017e-01,3.1047378773808276e-01,6.8952621226191724e-01,9.8995868586712810e-01,9.8995868586712810e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.1947922656697219e-01
1.1859512267301471e+00,7.5500000000000012e-01,3.1229221438735855e-01,6.8770778561264145e-01,9.8851546846634908e-01,9.8851546846634908e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.2092244396775120e-01
1.1898782175471343e+00,7.5750000000000006e-01,3.1411353572289402e-01,6.8588646427710598e-01,9.8708538714277561e-01,9.8708538714277561e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.2235252529132468e-01
1.1938052083641215e+00,7.6000000000000012e-01,3.1593772365766110e-01,6.8406227634233896e-01,9.8566848834077736e-01,9.8566848834077736e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.2376942409332292e-01
1.1977321991811087e+00,7.6250000000000007e-01,3.1776475006042509e-01,6.8223524993957485e-01,9.8426481802547583e-01,9.8426481802547561e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.2517309440862445e-01
1.2016591899980960e+00,7.6500000000000001e-01,3.1959458675617902e-01,6.8040541324382087e-01,9.8287442168289529e-01,9.8287442168289529e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.2656349075120499e-01
1.2055861808150832e+00,7.6750000000000007e-01,3.2142720552657739e-01,6.7857279447342267e-01,9.8149734432011271e-01,9.8149734432011271e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.2794056811398757e-01
1.2095131716320704e+00,7.7000000000000002e-01,3.2326257811037140e-01,6.7673742188962849e-01,9.8013363046539859e-01,9.8013363046539870e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.2930428196870170e-01
1.2134401624490576e+00,7.7249999999999996e-01,3.2510067620384558e-01,6.7489932379615436e-01,9.7878332416835667e-01,9.7878332416835667e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.3065458826574361e-01
1.2173671532660448e+00,7.7500000000000002e-01,3.2694147146125352e-01,6.7305852853874648e-01,9.7744646900005572e-01,9.7744646900005572e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.3199144343404456e-01
1.2212941440830323e+00,7.7750000000000008e-01,3.2878493549525506e-01,6.7121506450474488e-01,9.7612310805315927e-01,9.7612310805315927e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.3331480438094101e-01
1.2252211349000195e+00,7.8000000000000014e-01,3.3063103987735443e-01,6.6936896012264557e-01,9.7481328394204947e-01,9.7481328394204947e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.3462462849205081e-01
1.2291481257170067e+00,7.8250000000000008e-01,3.3247975613833808e-01,6.6752024386166187e-01,9.7351703880294682e-01,9.7351703880294682e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.3592087363115346e-01
1.2330751165339939e+00,7.8500000000000003e-01,3.3433105576871458e-01,6.6566894423128542e-01,9.7223441429402602e-01,9.7223441429402602e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.3720349814007426e-01
1.2370021073509812e+00,7.8750000000000009e-01,3.3618491021915331e-01,6.6381508978084669e-01,9.7096545159552727e-01,9.7096545159552727e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.3847246083857301e-01
1.2409290981679684e+00,7.9000000000000004e-01,3.3804129090092522e-01,6.6195870909907473e-01,9.6971019140986359e-01,9.6971019140986359e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.3972772102423670e-01
1.2448560889849556e+00,7.9250000000000009e-01,3.3990016918634408e-01,6.6009983081365586e-01,9.6846867396172476e-01,9.6846867396172465e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.4096923847237552e-01
1.2487830798019428e+00,7.9500000000000004e-01,3.4176151640920688e-01,6.5823848359079307e-01,9.6724093899817665e-01,9.6724093899817665e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.4219697343592363e-01
1.2527100706189300e+00,7.9749999999999999e-01,3.4362530386523704e-01,6.5637469613476296e-01,9.6602702578875754e-01,9.6602702578875754e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.4341088664534274e-01
1.2566370614359172e+00,8.0000000000000004e-01,3.4549150281252622e-01,6.5450849718747373e-01,9.6482697312557009e-01,9.6482697312557009e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.4461093930853020e-01
1.2605640522529047e+00,8.0250000000000010e-01,3.4736008447197836e-01,6.5263991552802170e-01,9.6364081932337053e-01,9.6364081932337053e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.4579709311072975e-01
1.2644910430698919e+00,8.0500000000000016e-01,3.4923102002775225e-01,6.5076897997224781e-01,9.6246860221965402e-01,9.6246860221965402e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.4696931021444626e-01
1.2684180338868791e+00,8.0750000000000011e-01,3.5110428062770738e-01,6.4889571937229262e-01,9.6131035917473695e-01,9.6131035917473695e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.4812755325936333e-01
1.2723450247038663e+00,8.1000000000000005e-01,3.5297983738384803e-01,6.4702016261615192e-01,9.6016612707183546e-01,9.6016612707183546e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.4927178536226482e-01
1.2762720155208536e+00,8.1250000000000011e-01,3.5485766137276897e-01,6.4514233862723114e-01,9.5903594231714195e-01,9.5903594231714195e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5040197011695833e-01
1.2801990063378408e+00,8.1500000000000006e-01,3.5673772363610085e-01,6.4326227636389910e-01,9.5791984083989656e-01,9.5791984083989656e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5151807159420372e-01
1.2841259971548280e+00,8.1750000000000000e-01,3.5861999518095838e-01,6.4138000481904167e-01,9.5681785809245867e-01,9.5681785809245878e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5262005434164161e-01
1.2880529879718152e+00,8.2000000000000006e-01,3.6050444698038536e-01,6.3949555301961469e-01,9.5573002905037263e-01,9.5573002905037263e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5370788338372765e-01
1.2919799787888024e+00,8.2250000000000001e-01,3.6239104997380422e-01,6.3760895002619566e-01,9.5465638821243171e-01,9.5465638821243182e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5478152422166858e-01
1.2959069696057899e+00,8.2500000000000018e-01,3.6427977506746295e-01,6.3572022493253710e-01,9.5359696960074081e-01,9.5359696960074081e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5584094283335947e-01
1.2998339604227771e+00,8.2750000000000012e-01,3.6617059313488393e-01,6.3382940686511602e-01,9.5255180676077389e-01,9.5255180676077389e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5688610567332639e-01
1.3037609512397643e+00,8.3000000000000007e-01,3.6806347501731357e-01,6.3193652498268638e-01,9.5152093276143135e-01,9.5152093276143135e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5791697967266893e-01
1.3076879420567515e+00,8.3250000000000013e-01,3.6995839152417176e-01,6.3004160847582824e-01,9.5050438019509298e-01,9.5050438019509298e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5893353223900730e-01
1.3116149328737388e+00,8.3500000000000008e-01,3.7185531343350181e-01,6.2814468656649824e-01,9.4950218117766993e-01,9.4950218117766993e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.5993573125643035e-01
1.3155419236907260e+00,8.3750000000000002e-01,3.7375421149242100e-01,6.2624578850757895e-01,9.4851436734865413e-01,9.4851436734865424e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.6092354508544615e-01
1.3194689145077132e+00,8.4000000000000008e-01,3.7565505641757263e-01,6.2434494358242743e-01,9.4754096987116432e-01,9.4754096987116432e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.6189694256293596e-01
1.3233959053247004e+00,8.4250000000000003e-01,3.7755781889557616e-01,6.2244218110442373e-01,9.4658201943199161e-01,9.4658201943199161e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.6285589300210868e-01
1.3273228961416876e+00,8.4499999999999997e-01,3.7946246958348062e-01,6.2053753041651927e-01,9.4563754624164142e-01,9.4563754624164154e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.6380036619245886e-01
1.3312498869586749e+00,8.4750000000000003e-01,3.8136897910921613e-01,6.1863102089078392e-01,9.4470758003437505e-01,9.4470758003437505e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.6473033239972523e-01
1.3351768777756623e+00,8.5000000000000009e-01,3.8327731807204729e-01,6.1672268192795265e-01,9.4379215006824735e-01,9.4379215006824746e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.6564576236585293e-01
1.3391038685926495e+00,8.5250000000000015e-01,3.8518745704302670e-01,6.1481254295697330e-01,9.4289128512514453e-01,9.4289128512514453e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.6654662730895575e-01
1.3430308594096367e+00,8.5500000000000009e-01,3.8709936656544830e-01,6.1290063343455181e-01,9.4200501351081833e-01,9.4200501351081833e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.6743289892328195e-01
1.3469578502266240e+00,8.5750000000000015e-01,3.8901301715530207e-01,6.1098698284469799e-01,9.4113336305491935e-01,9.4113336305491935e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.6830454937918093e-01
1.3508848410436112e+00,8.6000000000000010e-01,3.9092837930172875e-01,6.0907162069827125e-01,9.4027636111102908e-01,9.4027636111102908e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.6916155132307120e-01
1.3548118318605984e+00,8.6250000000000004e-01,3.9284542346747470e-01,6.0715457653252536e-01,9.3943403455668928e-01,9.3943403455668939e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7000387787741100e-01
1.3587388226775856e+00,8.6500000000000010e-01,3.9476412008934719e-01,6.0523587991065286e-01,9.3860640979343080e-01,9.3860640979343080e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7083150264066949e-01
1.3626658134945728e+00,8.6750000000000005e-01,3.9668443957867100e-01,6.0331556042132906e-01,9.3779351274679978e-01,9.3779351274679978e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7164439968730050e-01
1.3665928043115600e+00,8.7000000000000000e-01,3.9860635232174374e-01,6.0139364767825620e-01,9.3699536886638346e-01,9.3699536886638346e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7244254356771682e-01
1.3705197951285473e+00,8.7250000000000005e-01,4.0052982868029369e-01,5.9947017131970626e-01,9.3621200312583408e-01,9.3621200312583408e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7322590930826620e-01
1.3744467859455347e+00,8.7500000000000011e-01,4.0245483899193585e-01,5.9754516100806410e-01,9.3544344002289104e-01,9.3544344002289104e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7399447241120924e-01
1.3783737767625219e+00,8.7750000000000017e-01,4.0438135357062988e-01,5.9561864642937001e-01,9.3468970357940317e-01,9.3468970357940317e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7474820885469711e-01
1.3823007675795091e+00,8.8000000000000012e-01,4.0630934270713776e-01,5.9369065729286230e-01,9.3395081734134766e-01,9.3395081734134766e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7548709509275262e-01
1.3862277583964964e+00,8.8250000000000006e-01,4.0823877666948188e-01,5.9176122333051817e-01,9.3322680437884953e-01,9.3322680437884953e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7621110805525075e-01
1.3901547492134836e+00,8.8500000000000012e-01,4.1016962570340382e-01,5.8983037429659624e-01,9.3251768728619933e-01,9.3251768728619933e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7692022514790096e-01
1.3940817400304708e+00,8.8750000000000007e-01,4.1210186003282279e-01,5.8789813996717721e-01,9.3182348818186989e-01,9.3182348818186989e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7761442425223040e-01
1.3980087308474580e+00,8.9000000000000001e-01,4.1403544986029528e-01,5.8596455013970472e-01,9.3114422870853164e-01,9.3114422870853164e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7829368372556864e-01
1.4019357216644452e+00,8.9250000000000007e-01,4.1597036536747417e-01,5.8402963463252588e-01,9.3047993003306695e-01,9.3047993003306695e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7895798240103333e-01
1.4058627124814325e+00,8.9500000000000002e-01,4.1790657671556852e-01,5.8209342328443137e-01,9.2983061284658453e-01,9.2983061284658464e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.7960729958751576e-01
1.4097897032984197e+00,8.9749999999999996e-01,4.1984405404580444e-01,5.8015594595419562e-01,9.2919629736443166e-01,9.2919629736443166e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8024161506966863e-01
1.4137166941154071e+00,9.0000000000000013e-01,4.2178276747988469e-01,5.7821723252011537e-01,9.2857700332620596e-01,9.2857700332620596e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8086090910789432e-01
1.4176436849323943e+00,9.0250000000000008e-01,4.2372268712044958e-01,5.7627731287955042e-01,9.2797274999576662e-01,9.2797274999576662e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8146516243833366e-01
1.4215706757493816e+00,9.0500000000000014e-01,4.2566378305153857e-01,5.7433621694846149e-01,9.2738355616124468e-01,9.2738355616124468e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8205435627285560e-01
1.4254976665663688e+00,9.0750000000000008e-01,4.2760602533905112e-01,5.7239397466094877e-01,9.2680944013505218e-01,9.2680944013505229e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8262847229904811e-01
1.4294246573833560e+00,9.1000000000000003e-01,4.2954938403120868e-01,5.7045061596879121e-01,9.2625041975389133e-01,9.2625041975389144e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8318749268020895e-01
1.4333516482003432e+00,9.1250000000000009e-01,4.3149382915901607e-01,5.6850617084098398e-01,9.2570651237876245e-01,9.2570651237876234e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8373140005533783e-01
1.4372786390173304e+00,9.1500000000000004e-01,4.3343933073672380e-01,5.6656066926327620e-01,9.2517773489497124e-01,9.2517773489497124e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8426017753912904e-01
1.4412056298343177e+00,9.1750000000000009e-01,4.3538585876229113e-01,5.6461414123770881e-01,9.2466410371213592e-01,9.2466410371213592e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8477380872196436e-01
1.4451326206513049e+00,9.2000000000000004e-01,4.3733338321784793e-01,5.6266661678215213e-01,9.2416563476419356e-01,9.2416563476419356e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8527227766990673e-01
1.4490596114682921e+00,9.2249999999999999e-01,4.3928187407015762e-01,5.6071812592984238e-01,9.2368234350940548e-01,9.2368234350940548e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8575556892469480e-01
1.4529866022852795e+00,9.2500000000000016e-01,4.4123130127108118e-01,5.5876869872891877e-01,9.2321424493036286e-01,9.2321424493036286e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8622366750373742e-01
1.4569135931022668e+00,9.2750000000000010e-01,4.4318163475803946e-01,5.5681836524196049e-01,9.2276135353399136e-01,9.2276135353399136e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8667655890010892e-01
1.4608405839192540e+00,9.3000000000000016e-01,4.4513284445447743e-01,5.5486715554552257e-01,9.2232368335155557e-01,9.2232368335155557e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8711422908254471e-01
1.4647675747362412e+00,9.3250000000000011e-01,4.4708490027032771e-01,5.5291509972967223e-01,9.2190124793866257e-01,9.2190124793866257e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8753666449543771e-01
1.4686945655532284e+00,9.3500000000000005e-01,4.4903777210247497e-01,5.5096222789752503e-01,9.2149406037526593e-01,9.2149406037526593e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8794385205883435e-01
1.4726215563702156e+00,9.3750000000000011e-01,4.5099142983521984e-01,5.4900857016478022e-01,9.2110213326566870e-01,9.2110213326566859e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8833577916843158e-01
1.4765485471872029e+00,9.4000000000000006e-01,4.5294584334074278e-01,5.4705415665925716e-01,9.2072547873852606e-01,9.2072547873852606e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8871243369557422e-01
1.4804755380041901e+00,9.4250000000000000e-01,4.5490098247957056e-01,5.4509901752042955e-01,9.2036410844684813e-01,9.2036410844684813e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8907380398725215e-01
1.4844025288211773e+00,9.4500000000000006e-01,4.5685681710103831e-01,5.4314318289896169e-01,9.2001803356800216e-01,9.2001803356800216e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8941987886609812e-01
1.4883295196381645e+00,9.4750000000000001e-01,4.5881331704375722e-01,5.4118668295624284e-01,9.1968726480371432e-01,9.1968726480371432e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.8975064763038596e-01
1.4922565104551520e+00,9.5000000000000018e-01,4.6077045213607759e-01,5.3922954786392241e-01,9.1937181238007148e-01,9.1937181238007148e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9006610005402880e-01
1.4961835012721392e+00,9.5250000000000012e-01,4.6272819219655520e-01,5.3727180780344475e-01,9.1907168604752287e-01,9.1907168604752287e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9036622638657741e-01
1.5001104920891264e+00,9.5500000000000007e-01,4.6468650703441677e-01,5.3531349296558328e-01,9.1878689508088152e-01,9.1878689508088152e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9065101735321877e-01
1.5040374829061136e+00,9.5750000000000013e-01,4.6664536645002458e-01,5.3335463354997548e-01,9.1851744827932480e-01,9.1851744827932469e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9092046415477548e-01
1.5079644737231008e+00,9.6000000000000008e-01,4.6860474023534332e-01,5.3139525976465662e-01,9.1826335396639591e-01,9.1826335396639591e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9117455846770437e-01
1.5118914645400880e+00,9.6250000000000002e-01,4.7056459817440555e-01,5.2943540182559445e-01,9.1802461999000473e-01,9.1802461999000473e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9141329244409555e-01
1.5158184553570753e+00,9.6500000000000008e-01,4.7252491004377711e-01,5.2747508995622283e-01,9.1780125372242805e-01,9.1780125372242805e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9163665871167224e-01
1.5197454461740625e+00,9.6750000000000003e-01,4.7448564561302425e-01,5.2551435438697580e-01,9.1759326206031055e-01,9.1759326206031055e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9184465037378973e-01
1.5236724369910497e+00,9.6999999999999997e-01,4.7644677464517871e-01,5.2355322535482129e-01,9.1740065142466509e-01,9.1740065142466509e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9203726100943519e-01
1.5275994278080371e+00,9.7250000000000014e-01,4.7840826689720495e-01,5.2159173310279505e-01,9.1722342776087307e-01,9.1722342776087307e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9221448467322721e-01
1.5315264186250244e+00,9.7500000000000009e-01,4.8037009212046566e-01,5.1962990787953423e-01,9.1706159653868480e-01,9.1706159653868480e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9237631589541548e-01
1.5354534094420116e+00,9.7750000000000015e-01,4.8233222006118942e-01,5.1766777993881052e-01,9.1691516275221974e-01,9.1691516275221974e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9252274968188055e-01
1.5393804002589988e+00,9.8000000000000009e-01,4.8429462046093597e-01,5.1570537953906403e-01,9.1678413091996647e-01,9.1678413091996647e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9265378151413382e-01
1.5433073910759860e+00,9.8250000000000015e-01,4.8625726305706324e-01,5.1374273694293671e-01,9.1666850508478337e-01,9.1666850508478337e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9276940734931691e-01
1.5472343818929732e+00,9.8500000000000010e-01,4.8822011758319483e-01,5.1177988241680505e-01,9.1656828881389785e-01,9.1656828881389796e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9286962362020243e-01
1.5511613727099605e+00,9.8750000000000004e-01,4.9018315376968585e-01,5.0981684623031409e-01,9.1648348519890732e-01,9.1648348519890732e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9295442723519296e-01
1.5550883635269477e+00,9.9000000000000010e-01,4.9214634134408969e-01,5.0785365865591037e-01,9.1641409685577846e-01,9.1641409685577846e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9302381557832182e-01
1.5590153543439349e+00,9.9250000000000005e-01,4.9410965003162544e-01,5.0589034996837456e-01,9.1636012592484772e-01,9.1636012592484772e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9307778650925256e-01
1.5629423451609221e+00,9.9500000000000000e-01,4.9607304955564424e-01,5.0392695044435565e-01,9.1632157407082149e-01,9.1632157407082149e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9311633836327879e-01
1.5668693359779096e+00,9.9750000000000016e-01,4.9803650963809709e-01,5.0196349036190291e-01,9.1629844248277537e-01,9.1629844248277537e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9313946995132492e-01
1.5707963267948966e+00,1.0000000000000000e+00,5.0000000000000000e-01,5.0000000000000000e-01,9.1629073187415500e-01,9.1629073187415500e-01,0.0000000000000000e+00,1.0000000000000000e+00,3.0000000000000000e+00,6.9314718055994529e-01
