z,virial_over_E,sharp_lower_bound,local_quadratic
5.6200000000000006e-01,2.5620000000000003e+00,5.3257657925779855e-02,5.4675000000000022e-02
5.6400000000000006e-01,2.5640000000000001e+00,5.4575281701942563e-02,5.6033333333333359e-02
5.6600000000000006e-01,2.5659999999999998e+00,5.5909172035651933e-02,5.7408333333333360e-02
5.6800000000000006e-01,2.5680000000000001e+00,5.7259346144360734e-02,5.8800000000000033e-02
5.7000000000000006e-01,2.5700000000000003e+00,5.8625821813478446e-02,6.0208333333333364e-02
5.7200000000000006e-01,2.5720000000000001e+00,6.0008617399977177e-02,6.1633333333333366e-02
5.7400000000000007e-01,2.5739999999999998e+00,6.1407751836122959e-02,6.3075000000000034e-02
5.7600000000000007e-01,2.5760000000000001e+00,6.2823244633339798e-02,6.4533333333333373e-02
5.7799999999999996e-01,2.5779999999999998e+00,6.4255115886203779e-02,6.6008333333333294e-02
5.7999999999999996e-01,2.5800000000000001e+00,6.5703386276572490e-02,6.7499999999999963e-02
5.8199999999999996e-01,2.5819999999999999e+00,6.7168077077850219e-02,6.9008333333333297e-02
5.8399999999999996e-01,2.5840000000000001e+00,6.8649210159391710e-02,7.0533333333333295e-02
5.8599999999999997e-01,2.5859999999999999e+00,7.0146807991047444e-02,7.2074999999999959e-02
5.8799999999999997e-01,2.5880000000000001e+00,7.1660893647851720e-02,7.3633333333333301e-02
5.8999999999999997e-01,2.5899999999999999e+00,7.3191490814856985e-02,7.5208333333333294e-02
5.9199999999999997e-01,2.5920000000000001e+00,7.4738623792116182e-02,7.6799999999999966e-02
5.9399999999999997e-01,2.5939999999999999e+00,7.6302317499817807e-02,7.8408333333333302e-02
5.9599999999999997e-01,2.5960000000000001e+00,7.7882597483572652e-02,8.0033333333333290e-02
5.9799999999999998e-01,2.5979999999999999e+00,7.9479489919860147e-02,8.1674999999999970e-02
5.9999999999999998e-01,2.6000000000000001e+00,8.1093021621632816e-02,8.3333333333333301e-02
6.0199999999999998e-01,2.6019999999999999e+00,8.2723220044085083e-02,8.5008333333333311e-02
6.0399999999999998e-01,2.6040000000000001e+00,8.4370113290587356e-02,8.6699999999999972e-02
6.0599999999999998e-01,2.6059999999999999e+00,8.6033730118791729e-02,8.8408333333333297e-02
6.0799999999999998e-01,2.6080000000000001e+00,8.7714099946908430e-02,9.0133333333333301e-02
6.0999999999999999e-01,2.6099999999999999e+00,8.9411252860161494e-02,9.1874999999999984e-02
6.1199999999999999e-01,2.6120000000000001e+00,9.1125219617423814e-02,9.3633333333333305e-02
6.1399999999999999e-01,2.6139999999999999e+00,9.2856031658036742e-02,9.5408333333333317e-02
6.1599999999999999e-01,2.6160000000000001e+00,9.4603721108818123e-02,9.7199999999999981e-02
6.1799999999999999e-01,2.6179999999999999e+00,9.6368320791263840e-02,9.9008333333333323e-02
6.2000000000000000e-01,2.6200000000000001e+00,9.8149864228944533e-02,1.0083333333333332e-01
6.2200000000000000e-01,2.6219999999999999e+00,9.9948385655105582e-02,1.0267499999999997e-01
6.2400000000000000e-01,2.6240000000000001e+00,1.0176392002047135e-01,1.0453333333333333e-01
6.2600000000000000e-01,2.6259999999999999e+00,1.0359650300126116e-01,1.0640833333333331e-01
6.2800000000000000e-01,2.6280000000000001e+00,1.0544617100742010e-01,1.0829999999999998e-01
6.3000000000000000e-01,2.6299999999999999e+00,1.0731296119107153e-01,1.1020833333333331e-01
6.3200000000000001e-01,2.6320000000000001e+00,1.0919691145519400e-01,1.1213333333333332e-01
6.3400000000000001e-01,2.6339999999999999e+00,1.1109806046253115e-01,1.1407500000000000e-01
6.3600000000000001e-01,2.6360000000000001e+00,1.1301644764473745e-01,1.1603333333333334e-01
6.3800000000000001e-01,2.6379999999999999e+00,1.1495211321176765e-01,1.1800833333333333e-01
6.4000000000000001e-01,2.6400000000000001e+00,1.1690509816151404e-01,1.2000000000000001e-01
6.4200000000000002e-01,2.6419999999999999e+00,1.1887544428970101e-01,1.2200833333333334e-01
6.4400000000000002e-01,2.6440000000000001e+00,1.2086319420003802e-01,1.2403333333333334e-01
6.4600000000000002e-01,2.6459999999999999e+00,1.2286839131464478e-01,1.2607500000000002e-01
6.4800000000000002e-01,2.6480000000000001e+00,1.2489107988474829e-01,1.2813333333333332e-01
6.5000000000000002e-01,2.6499999999999999e+00,1.2693130500166511e-01,1.3020833333333334e-01
6.5200000000000002e-01,2.6520000000000001e+00,1.2898911260807158e-01,1.3230000000000003e-01
6.5400000000000003e-01,2.6539999999999999e+00,1.3106454950957369e-01,1.3440833333333335e-01
6.5600000000000003e-01,2.6560000000000001e+00,1.3315766338658094e-01,1.3653333333333334e-01
6.5800000000000003e-01,2.6579999999999999e+00,1.3526850280649547e-01,1.3867499999999999e-01
6.6000000000000003e-01,2.6600000000000001e+00,1.3739711723622350e-01,1.4083333333333337e-01
6.6200000000000003e-01,2.6619999999999999e+00,1.3954355705501828e-01,1.4300833333333338e-01
6.6400000000000003e-01,2.6640000000000001e+00,1.4170787356766348e-01,1.4520000000000002e-01
6.6600000000000004e-01,2.6659999999999999e+00,1.4389011901800824e-01,1.4740833333333336e-01
6.6800000000000004e-01,2.6680000000000001e+00,1.4609034660286102e-01,1.4963333333333337e-01
6.7000000000000004e-01,2.6699999999999999e+00,1.4830861048625524e-01,1.5187500000000004e-01
6.7200000000000004e-01,2.6720000000000002e+00,1.5054496581409571e-01,1.5413333333333337e-01
6.7400000000000004e-01,2.6739999999999999e+00,1.5279946872919808e-01,1.5640833333333337e-01
6.7600000000000005e-01,2.6760000000000002e+00,1.5507217638673118e-01,1.5870000000000004e-01
6.7800000000000005e-01,2.6779999999999999e+00,1.5736314697007683e-01,1.6100833333333339e-01
6.8000000000000005e-01,2.6800000000000002e+00,1.5967243970711614e-01,1.6333333333333336e-01
6.8200000000000005e-01,2.6819999999999999e+00,1.6200011488695915e-01,1.6567500000000004e-01
6.8400000000000005e-01,2.6840000000000002e+00,1.6434623387712682e-01,1.6803333333333340e-01
6.8600000000000005e-01,2.6859999999999999e+00,1.6671085914120334e-01,1.7040833333333338e-01
6.8800000000000006e-01,2.6880000000000002e+00,1.6909405425696969e-01,1.7280000000000004e-01
6.9000000000000006e-01,2.6899999999999999e+00,1.7149588393503709e-01,1.7520833333333338e-01
6.9200000000000006e-01,2.6920000000000002e+00,1.7391641403799171e-01,1.7763333333333339e-01
6.9400000000000006e-01,2.6940000000000000e+00,1.7635571160007057e-01,1.8007500000000007e-01
6.9600000000000006e-01,2.6960000000000002e+00,1.7881384484738355e-01,1.8253333333333341e-01
6.9800000000000006e-01,2.6980000000000000e+00,1.8129088321869910e-01,1.8500833333333339e-01
7.0000000000000007e-01,2.7000000000000002e+00,1.8378689738681225e-01,1.8750000000000006e-01
7.0200000000000007e-01,2.7020000000000000e+00,1.8630195928051504e-01,1.9000833333333339e-01
7.0399999999999996e-01,2.7039999999999997e+00,1.8883614210718502e-01,1.9253333333333325e-01
7.0599999999999996e-01,2.7060000000000000e+00,1.9138952037601895e-01,1.9507499999999994e-01
7.0799999999999996e-01,2.7080000000000002e+00,1.9396216992192583e-01,1.9763333333333327e-01
7.0999999999999996e-01,2.7100000000000000e+00,1.9655416793010744e-01,2.0020833333333327e-01
7.1199999999999997e-01,2.7119999999999997e+00,1.9916559296134581e-01,2.0279999999999992e-01
7.1399999999999997e-01,2.7140000000000000e+00,2.0179652497802403e-01,2.0540833333333328e-01
7.1599999999999997e-01,2.7160000000000002e+00,2.0444704537090405e-01,2.0803333333333329e-01
7.1799999999999997e-01,2.7180000000000000e+00,2.0711723698668863e-01,2.1067499999999995e-01
7.1999999999999997e-01,2.7199999999999998e+00,2.0980718415639457e-01,2.1333333333333326e-01
7.2199999999999998e-01,2.7220000000000000e+00,2.1251697272456591e-01,2.1600833333333327e-01
7.2399999999999998e-01,2.7240000000000002e+00,2.1524669007935662e-01,2.1869999999999995e-01
7.2599999999999998e-01,2.7260000000000000e+00,2.1799642518351414e-01,2.2140833333333329e-01
7.2799999999999998e-01,2.7279999999999998e+00,2.2076626860629589e-01,2.2413333333333330e-01
7.2999999999999998e-01,2.7300000000000000e+00,2.2355631255635369e-01,2.2687499999999994e-01
7.3199999999999998e-01,2.7320000000000002e+00,2.2636665091561950e-01,2.2963333333333330e-01
7.3399999999999999e-01,2.7340000000000000e+00,2.2919737927423264e-01,2.3240833333333330e-01
7.3599999999999999e-01,2.7359999999999998e+00,2.3204859496654293e-01,2.3519999999999999e-01
7.3799999999999999e-01,2.7380000000000000e+00,2.3492039710823506e-01,2.3800833333333332e-01
7.3999999999999999e-01,2.7400000000000002e+00,2.3781288663461184e-01,2.4083333333333332e-01
7.4199999999999999e-01,2.7420000000000000e+00,2.4072616634008520e-01,2.4367499999999997e-01
7.4399999999999999e-01,2.7439999999999998e+00,2.4366034091891622e-01,2.4653333333333333e-01
7.4600000000000000e-01,2.7460000000000000e+00,2.4661551700725812e-01,2.4940833333333332e-01
7.4800000000000000e-01,2.7480000000000002e+00,2.4959180322654820e-01,2.5229999999999997e-01
7.5000000000000000e-01,2.7500000000000000e+00,2.5258931022830561e-01,2.5520833333333331e-01
7.5200000000000000e-01,2.7519999999999998e+00,2.5560815074038834e-01,2.5813333333333333e-01
7.5400000000000000e-01,2.7540000000000000e+00,2.5864843961476980e-01,2.6107500000000000e-01
7.5600000000000001e-01,2.7560000000000002e+00,2.6171029387689410e-01,2.6403333333333334e-01
7.5800000000000001e-01,2.7580000000000000e+00,2.6479383277667801e-01,2.6700833333333335e-01
7.6000000000000001e-01,2.7599999999999998e+00,2.6789917784122280e-01,2.7000000000000002e-01
7.6200000000000001e-01,2.7620000000000000e+00,2.7102645292931038e-01,2.7300833333333335e-01
7.6400000000000001e-01,2.7640000000000002e+00,2.7417578428775680e-01,2.7603333333333335e-01
7.6600000000000001e-01,2.7660000000000000e+00,2.7734730060970270e-01,2.7907500000000002e-01
7.6800000000000002e-01,2.7679999999999998e+00,2.8054113309492001e-01,2.8213333333333335e-01
7.7000000000000002e-01,2.7700000000000000e+00,2.8375741551222683e-01,2.8520833333333334e-01
7.7200000000000002e-01,2.7720000000000002e+00,2.8699628426409618e-01,2.8830000000000006e-01
7.7400000000000002e-01,2.7740000000000000e+00,2.9025787845355833e-01,2.9140833333333338e-01
7.7600000000000002e-01,2.7759999999999998e+00,2.9354233995349588e-01,2.9453333333333337e-01
7.7800000000000002e-01,2.7780000000000000e+00,2.9684981347844031e-01,2.9767500000000002e-01
7.8000000000000003e-01,2.7800000000000002e+00,3.0018044665897869e-01,3.0083333333333334e-01
7.8200000000000003e-01,2.7820000000000000e+00,3.0353439011889283e-01,3.0400833333333332e-01
7.8400000000000003e-01,2.7839999999999998e+00,3.0691179755515391e-01,3.0720000000000003e-01
7.8600000000000003e-01,2.7860000000000000e+00,3.1031282582090347e-01,3.1040833333333340e-01
7.8800000000000003e-01,2.7880000000000003e+00,3.1373763501156254e-01,3.1363333333333338e-01
7.9000000000000004e-01,2.7900000000000000e+00,3.1718638855421499e-01,3.1687500000000007e-01
7.9200000000000004e-01,2.7919999999999998e+00,3.2065925330041922e-01,3.2013333333333338e-01
7.9400000000000004e-01,2.7940000000000000e+00,3.2415639962261567e-01,3.2340833333333341e-01
7.9600000000000004e-01,2.7960000000000003e+00,3.2767800151430160e-01,3.2670000000000005e-01
7.9800000000000004e-01,2.7980000000000000e+00,3.3122423669415968e-01,3.3000833333333340e-01
8.0000000000000004e-01,2.7999999999999998e+00,3.3479528671433423e-01,3.3333333333333343e-01
8.0200000000000005e-01,2.8020000000000000e+00,3.3839133707306412e-01,3.3667500000000006e-01
8.0400000000000005e-01,2.8040000000000003e+00,3.4201257733188811e-01,3.4003333333333341e-01
8.0600000000000005e-01,2.8060000000000000e+00,3.4565920123766231e-01,3.4340833333333337e-01
8.0800000000000005e-01,2.8079999999999998e+00,3.4933140684962966e-01,3.4680000000000011e-01
8.1000000000000005e-01,2.8100000000000001e+00,3.5302939667181155e-01,3.5020833333333340e-01
8.1200000000000006e-01,2.8120000000000003e+00,3.5675337779099603e-01,3.5363333333333341e-01
8.1400000000000006e-01,2.8140000000000001e+00,3.6050356202062278e-01,3.5707500000000009e-01
8.1600000000000006e-01,2.8159999999999998e+00,3.6428016605088054e-01,3.6053333333333343e-01
8.1800000000000006e-01,2.8180000000000001e+00,3.6808341160535596e-01,3.6400833333333338e-01
8.2000000000000006e-01,2.8200000000000003e+00,3.7191352560459134e-01,3.6750000000000010e-01
8.2200000000000006e-01,2.8220000000000001e+00,3.7577074033693592e-01,3.7100833333333344e-01
8.2400000000000007e-01,2.8239999999999998e+00,3.7965529363710060e-01,3.7453333333333344e-01
8.2600000000000007e-01,2.8260000000000001e+00,3.8356742907285335e-01,3.7807500000000011e-01
8.2800000000000007e-01,2.8280000000000003e+00,3.8750739614032276e-01,3.8163333333333344e-01
8.3000000000000007e-01,2.8300000000000001e+00,3.9147545046840893e-01,3.8520833333333343e-01
8.3200000000000007e-01,2.8319999999999999e+00,3.9547185403283958e-01,3.8880000000000009e-01
8.3399999999999996e-01,2.8340000000000001e+00,3.9949687538044359e-01,3.9240833333333325e-01
8.3599999999999997e-01,2.8359999999999999e+00,4.0355078986425813e-01,3.9603333333333329e-01
8.3799999999999997e-01,2.8380000000000001e+00,4.0763387989012712e-01,3.9967499999999995e-01
8.3999999999999997e-01,2.8399999999999999e+00,4.1174643517550569e-01,4.0333333333333327e-01
8.4199999999999997e-01,2.8420000000000001e+00,4.1588875302122785e-01,4.0700833333333325e-01
8.4399999999999997e-01,2.8439999999999999e+00,4.2006113859705996e-01,4.1069999999999990e-01
8.4599999999999997e-01,2.8460000000000001e+00,4.2426390524192437e-01,4.1440833333333327e-01
8.4799999999999998e-01,2.8479999999999999e+00,4.2849737477974476e-01,4.1813333333333330e-01
8.4999999999999998e-01,2.8500000000000001e+00,4.3276187785193954e-01,4.2187499999999994e-01
8.5199999999999998e-01,2.8519999999999999e+00,4.3705775426767557e-01,4.2563333333333325e-01
8.5399999999999998e-01,2.8540000000000001e+00,4.4138535337308182e-01,4.2940833333333328e-01
8.5599999999999998e-01,2.8559999999999999e+00,4.4574503444071750e-01,4.3319999999999992e-01
8.5799999999999998e-01,2.8580000000000001e+00,4.5013716708070939e-01,4.3700833333333333e-01
8.5999999999999999e-01,2.8599999999999999e+00,4.5456213167507353e-01,4.4083333333333324e-01
8.6199999999999999e-01,2.8620000000000001e+00,4.5902031983688885e-01,4.4467499999999999e-01
8.6399999999999999e-01,2.8639999999999999e+00,4.6351213489611465e-01,4.4853333333333328e-01
8.6599999999999999e-01,2.8660000000000001e+00,4.6803799241401489e-01,4.5240833333333330e-01
8.6799999999999999e-01,2.8679999999999999e+00,4.7259832072832519e-01,4.5629999999999998e-01
8.7000000000000000e-01,2.8700000000000001e+00,4.7719356153148984e-01,4.6020833333333333e-01
8.7200000000000000e-01,2.8719999999999999e+00,4.8182417048451404e-01,4.6413333333333334e-01
8.7400000000000000e-01,2.8740000000000001e+00,4.8649061786921355e-01,4.6807500000000002e-01
8.7600000000000000e-01,2.8759999999999999e+00,4.9119338928190903e-01,4.7203333333333330e-01
8.7800000000000000e-01,2.8780000000000001e+00,4.9593298637191174e-01,4.7600833333333337e-01
8.8000000000000000e-01,2.8799999999999999e+00,5.0070992762846567e-01,4.8000000000000004e-01
8.8200000000000001e-01,2.8820000000000001e+00,5.0552474922019308e-01,4.8400833333333332e-01
8.8400000000000001e-01,2.8839999999999999e+00,5.1037800589148608e-01,4.8803333333333337e-01
8.8600000000000001e-01,2.8860000000000001e+00,5.1527027192076147e-01,4.9207500000000004e-01
8.8800000000000001e-01,2.8879999999999999e+00,5.2020214214600113e-01,4.9613333333333337e-01
8.9000000000000001e-01,2.8900000000000001e+00,5.2517423306359090e-01,5.0020833333333337e-01
8.9200000000000002e-01,2.8919999999999999e+00,5.3018718400712039e-01,5.0430000000000008e-01
8.9400000000000002e-01,2.8940000000000001e+00,5.3524165841355331e-01,5.0840833333333335e-01
8.9600000000000002e-01,2.8959999999999999e+00,5.4033834518500934e-01,5.1253333333333329e-01
8.9800000000000002e-01,2.8980000000000001e+00,5.4547796015535621e-01,5.1667500000000000e-01
9.0000000000000002e-01,2.8999999999999999e+00,5.5066124767189040e-01,5.2083333333333337e-01
9.0200000000000002e-01,2.9020000000000001e+00,5.5588898230362049e-01,5.2500833333333341e-01
9.0400000000000003e-01,2.9039999999999999e+00,5.6116197068907403e-01,5.2920000000000011e-01
9.0600000000000003e-01,2.9060000000000001e+00,5.6648105353817035e-01,5.3340833333333337e-01
9.0800000000000003e-01,2.9079999999999999e+00,5.7184710780455295e-01,5.3763333333333341e-01
9.1000000000000003e-01,2.9100000000000001e+00,5.7726104904692221e-01,5.4187500000000000e-01
9.1200000000000003e-01,2.9119999999999999e+00,5.8272383400037198e-01,5.4613333333333336e-01
9.1400000000000003e-01,2.9140000000000001e+00,5.8823646338161084e-01,5.5040833333333339e-01
9.1600000000000004e-01,2.9159999999999999e+00,5.9379998495527386e-01,5.5469999999999997e-01
9.1800000000000004e-01,2.9180000000000001e+00,5.9941549689242746e-01,5.5900833333333344e-01
9.2000000000000004e-01,2.9199999999999999e+00,6.0508415145691452e-01,5.6333333333333346e-01
9.2200000000000004e-01,2.9220000000000002e+00,6.1080715906054905e-01,5.6767500000000004e-01
9.2400000000000004e-01,2.9239999999999999e+00,6.1658579273447500e-01,5.7203333333333350e-01
9.2600000000000005e-01,2.9260000000000002e+00,6.2242139307148459e-01,5.7640833333333341e-01
9.2800000000000005e-01,2.9279999999999999e+00,6.2831537370298030e-01,5.8080000000000009e-01
9.3000000000000005e-01,2.9300000000000002e+00,6.3426922738489222e-01,5.8520833333333344e-01
9.3200000000000005e-01,2.9319999999999999e+00,6.4028453277960928e-01,5.8963333333333345e-01
9.3400000000000005e-01,2.9340000000000002e+00,6.4636296203636245e-01,5.9407500000000013e-01
9.3600000000000005e-01,2.9359999999999999e+00,6.5250628929114063e-01,5.9853333333333347e-01
9.3800000000000006e-01,2.9380000000000002e+00,6.5871640022994649e-01,6.0300833333333348e-01
9.4000000000000006e-01,2.9399999999999999e+00,6.6499530288706099e-01,6.0750000000000015e-01
9.4200000000000006e-01,2.9420000000000002e+00,6.7134513988437095e-01,6.1200833333333338e-01
9.4400000000000006e-01,2.9440000000000000e+00,6.7776820236048196e-01,6.1653333333333349e-01
9.4600000000000006e-01,2.9460000000000002e+00,6.8426694589172499e-01,6.2107500000000015e-01
9.4800000000000006e-01,2.9480000000000000e+00,6.9084400877438845e-01,6.2563333333333349e-01
9.5000000000000007e-01,2.9500000000000002e+00,6.9750223312287440e-01,6.3020833333333348e-01
9.5200000000000007e-01,2.9520000000000000e+00,7.0424468934778484e-01,6.3480000000000014e-01
9.5400000000000007e-01,2.9540000000000002e+00,7.1107470471920642e-01,6.3940833333333358e-01
9.5600000000000007e-01,2.9560000000000000e+00,7.1799589690480214e-01,6.4403333333333357e-01
9.5800000000000007e-01,2.9580000000000002e+00,7.2501221361546131e-01,6.4867500000000022e-01
9.5999999999999996e-01,2.9600000000000000e+00,7.3212797981565536e-01,6.5333333333333321e-01
9.6199999999999997e-01,2.9619999999999997e+00,7.3934795439391987e-01,6.5800833333333331e-01
9.6399999999999997e-01,2.9640000000000000e+00,7.4667739878910988e-01,6.6269999999999996e-01
9.6599999999999997e-01,2.9660000000000002e+00,7.5412216090258199e-01,6.6740833333333316e-01
9.6799999999999997e-01,2.9680000000000000e+00,7.6168877880587449e-01,6.7213333333333336e-01
9.6999999999999997e-01,2.9699999999999998e+00,7.6938461045114326e-01,6.7687500000000000e-01
9.7199999999999998e-01,2.9720000000000000e+00,7.7721799808544167e-01,6.8163333333333320e-01
9.7399999999999998e-01,2.9740000000000002e+00,7.8519847981759316e-01,6.8640833333333329e-01
9.7599999999999998e-01,2.9760000000000000e+00,7.9333706656495095e-01,6.9119999999999993e-01
9.7799999999999998e-01,2.9779999999999998e+00,8.0164661178157259e-01,6.9600833333333323e-01
9.7999999999999998e-01,2.9800000000000000e+00,8.1014231643225965e-01,7.0083333333333331e-01
9.8199999999999998e-01,2.9820000000000002e+00,8.1884243739228724e-01,7.0567499999999994e-01
9.8399999999999999e-01,2.9840000000000000e+00,8.2776931341754123e-01,7.1053333333333335e-01
9.8599999999999999e-01,2.9859999999999998e+00,8.3695090963131569e-01,7.1540833333333331e-01
9.8799999999999999e-01,2.9880000000000000e+00,8.4642325676706942e-01,7.2029999999999994e-01
9.8999999999999999e-01,2.9900000000000002e+00,8.5623454643822583e-01,7.2520833333333334e-01
9.9199999999999999e-01,2.9920000000000000e+00,8.6645258678718517e-01,7.3013333333333330e-01
9.9399999999999999e-01,2.9939999999999998e+00,8.7718000247537198e-01,7.3507500000000003e-01
9.9600000000000000e-01,2.9960000000000000e+00,8.8859103845832466e-01,7.4003333333333332e-01
9.9800000000000000e-01,2.9980000000000002e+00,9.0105258679576250e-01,7.4500833333333338e-01
1.0000000000000000e+00,3.0000000000000000e+00,9.1629073187415511e-01,7.5000000000000000e-01
