tau,E_s_over_E0,E_a_over_E0,E_over_E0,z,virial_over_E0,virial_over_E,numerical_logZ_derivative,BKM_speed_squared,D_to_uniform,entropy_lower_bound,D_to_reference,cone_direct_over_E0,cone_closed_over_E0,cone_partition_part_over_E0,cone_radial_part_over_E0
1.6999999999999993e-01,1.1239580724508749e+00,3.3305823898917719e-01,1.4570163114400521e+00,2.2858923155087865e-01,3.2470908618692813e+00,2.2285892315508788e+00,2.2285892315510498e+00,1.7633619476985743e-01,6.5944514213358771e-02,6.5944514213358757e-02,2.4694469901506942e-03,9.4989135077725440e-02,9.4989135077725551e-02,3.5980245448861033e-03,9.1391110532839548e-02
1.8000000000000016e-01,1.1466635316482727e+00,3.4320137243697185e-01,1.4898649040852447e+00,2.3035737770310957e-01,3.3229311806074611e+00,2.2303573777031094e+00,2.2303573777030423e+00,1.7729285624085647e-01,6.4519698292484398e-02,6.4519698292484745e-02,2.7788805389847154e-03,1.0826270842409880e-01,1.0826270842409880e-01,4.1401565876788161e-03,1.0412255183642005e-01
1.8999999999999995e-01,1.1698276715473797e+00,3.5365341028674702e-01,1.5234810818341269e+00,2.3213508490763918e-01,3.4006155739550001e+00,2.2321350849076387e+00,2.2321350849077759e+00,1.7824838726256234e-01,6.3104954858603540e-02,6.3104954858604040e-02,3.1077643345961276e-03,1.2263587721732305e-01,1.2263587721732294e-01,4.7346201705560243e-03,1.1790125704676702e-01
2.0000000000000018e-01,1.1934597581130166e+00,3.6442376007810201e-01,1.5578835181911188e+00,2.3392234131935596e-01,3.4801907964603398e+00,2.2339223413193561e+00,2.2339223413194396e+00,1.7920267955102670e-01,6.1700484440094766e-02,6.1700484440095099e-02,3.4562872873318898e-03,1.3815464110094955e-01,1.3815464110094977e-01,5.3844929990678426e-03,1.3277014810188170e-01
2.0999999999999996e-01,1.2175692444949069e+00,3.7552211585286860e-01,1.5930913603477757e+00,2.3571913400552949e-01,3.5617048365484196e+00,2.2357191340055294e+00,2.2357191340054428e+00,1.8015562386921272e-01,6.0306488053781943e-02,6.0306488053782137e-02,3.8246377292155964e-03,1.5486665532739230e-01,1.5486665532739230e-01,6.0929973228735024e-03,1.4877365800451892e-01
2.2000000000000020e-01,1.2421657748090693e+00,3.8695846688040653e-01,1.6291242416894760e+00,2.3752544893636410e-01,3.6452069502593583e+00,2.2375254489363638e+00,2.2375254489363181e+00,1.8110711004394281e-01,5.8923167168663713e-02,5.8923167168664040e-02,4.2130033684117524e-03,1.7282128736758362e-01,1.7282128736758351e-01,6.8635059177990041e-03,1.6595778144978435e-01
2.2999999999999998e-01,1.2672591879955855e+00,3.9874310664861645e-01,1.6660022946442021e+00,2.3934127097572430e-01,3.7307476959370200e+00,2.2393412709757241e+00,2.2393412709758125e+00,1.8205702698344919e-01,5.7550723669041903e-02,5.7550723669042209e-02,4.6215712432578909e-03,1.9206967542131248e-01,1.9206967542131237e-01,7.6995482961293047e-03,1.8437012712518341e-01
2.4000000000000021e-01,1.2928595217543153e+00,4.1088664212877779e-01,1.7037461638830931e+00,2.4116658387203965e-01,3.8183789698949635e+00,2.2411665838720394e+00,2.2411665838721526e+00,1.8300526269553014e-01,5.6189359817050609e-02,5.6189359817050602e-02,5.0505276758721906e-03,2.1266478889169904e-01,2.1266478889169893e-01,8.6048171533526386e-03,2.0405997173834656e-01
2.5000000000000000e-01,1.3189770165601025e+00,4.2340000332253497e-01,1.7423770198826376e+00,2.4300137024939308e-01,3.9081540430878094e+00,2.2430013702493925e+00,2.2430013702493627e+00,1.8395170430631047e-01,5.4839278214595499e-02,5.4839278214595805e-02,5.5000582253527941e-03,2.3466149088931476e-01,2.3466149088931476e-01,9.5831750598711889e-03,2.2507831582944360e-01
2.6000000000000023e-01,1.3456221197591096e+00,4.3629445309964060e-01,1.7819165728587503e+00,2.4484561159880125e-01,4.0001275988171408e+00,2.2448456115988011e+00,2.2448456115987945e+00,1.8489623807961023e-01,5.3500681764711955e-02,5.3500681764712121e-02,5.9703476405826086e-03,2.5811660283370741e-01,2.5811660283370719e-01,1.0638661406482288e-02,2.4747794142722501e-01
2.7000000000000002e-01,1.3728054897478867e+00,4.4958159733529435e-01,1.8223870870831811e+00,2.4669928826969001e-01,4.0943557715016565e+00,2.2466992882696899e+00,2.2466992882696859e+00,1.8583874943691839e-01,5.2173773632341817e-02,5.2173773632341949e-02,6.4615798126455570e-03,2.8308897122226639e-01,2.8308897122226617e-01,1.1775499612722624e-02,2.7131347160954356e-01
2.8000000000000025e-01,1.4005380002368815e+00,4.6327339535621870e-01,1.8638113955931002e+00,2.4856237946157439e-01,4.1908961865424192e+00,2.2485623794615743e+00,2.2485623794615366e+00,1.8677912297797469e-01,5.0858757204543803e-02,5.0858757204543803e-02,6.9739377268761144e-03,3.0963953663877808e-01,3.0963953663877830e-01,1.2998104607508344e-02,2.9664143203126980e-01
2.9000000000000004e-01,1.4288307446000585e+00,4.7738217070485539e-01,1.9062129153049141e+00,2.5043486321594577e-01,4.2898080013146833e+00,2.2504348632159457e+00,2.2504348632158555e+00,1.8771724250195629e-01,4.9555836050141792e-02,4.9555836050141924e-02,7.5076034145508605e-03,3.3783140507634402e-01,3.3783140507634424e-01,1.4311090591804123e-02,3.2352031448454022e-01
3.0000000000000027e-01,1.4576950403124080e+00,4.9192062223139033e-01,1.9496156625437984e+00,2.5231671640837533e-01,4.3911519473189866e+00,2.2523167164083753e+00,2.2523167164084184e+00,1.8865299102927086e-01,4.8265213878820844e-02,4.8265213878820976e-02,8.0627579042382852e-03,3.6772992165189877e-01,3.6772992165189877e-01,1.5719279093401772e-02,3.5201064255849701e-01
3.1000000000000005e-01,1.4871424334770738e+00,5.0690183552357104e-01,1.9940442690006450e+00,2.5420791474083720e-01,4.4949903735248604e+00,2.2542079147408369e+00,2.2542079147408280e+00,1.8958625082395247e-01,4.6987094499677452e-02,4.6987094499677737e-02,8.6395811728205360e-03,3.9940274679206222e-01,3.9940274679206200e-01,1.7227707324228660e-02,3.8217503946783338e-01
3.1999999999999984e-01,1.5171847034439607e+00,5.2233929468462337e-01,2.0395239981285842e+00,2.5610843273425993e-01,4.6013872909417914e+00,2.2561084327342598e+00,2.2561084327344751e+00,1.9051690341666097e-01,4.5721681779236245e-02,4.5721681779236356e-02,9.2382520962034642e-03,4.3291993497278858e-01,4.3291993497278836e-01,1.8841636850968662e-02,4.1407829812181984e-01
3.3000000000000007e-01,1.5478338675216252e+00,5.3824689446985263e-01,2.0860807619914778e+00,2.5801824372130971e-01,4.7104084184528086e+00,2.2580182437213097e+00,2.2580182437213585e+00,1.9144482962828055e-01,4.4469179598941061e-02,4.4469179598941200e-02,9.8589483997299013e-03,4.6835401609794891e-01,4.6835401609794935e-01,2.0566562590143212e-02,4.4778745350780591e-01
3.3999999999999986e-01,1.5791021857843575e+00,5.5463895279285935e-01,2.1337411385772169e+00,2.5993731983941304e-01,4.8221212299472924e+00,2.2599373198394126e+00,2.2599373198394499e+00,1.9236990959411573e-01,4.3229791812130193e-02,4.3229791812130200e-02,1.0501846608310925e-02,5.0578007960486193e-01,5.0578007960486171e-01,2.2408222139180638e-02,4.8337185746568134e-01
3.5000000000000009e-01,1.6110021659763816e+00,5.7153022361263295e-01,2.1825323895890145e+00,2.6186563202402502e-01,4.9365950027906615e+00,2.2618656320240249e+00,2.2618656320241848e+00,1.9329202278868293e-01,4.2003722200508374e-02,4.2003722200508367e-02,1.1167121996295507e-02,5.4527586138771778e-01,5.4527586138771755e-01,2.4372605455406877e-02,5.2090325593231079e-01
3.5999999999999988e-01,1.6435465685151096e+00,5.8893591021310454e-01,2.2324824787282140e+00,2.6380315000214727e-01,5.0539008676695332e+00,2.2638031500021474e+00,2.2638031500023064e+00,1.9421104805109185e-01,4.0791174430124200e-02,4.0791174430124172e-02,1.1854948537089724e-02,5.8692183363281725e-01,5.8692183363281725e-01,2.6465964895277482e-02,5.6045586873753961e-01
3.7000000000000011e-01,1.6767484115954923e+00,6.0687167888713534e-01,2.2836200904826276e+00,2.6574984228610332e-01,5.1741118598523910e+00,2.2657498422861035e+00,2.2657498422862150e+00,1.9512686361101453e-01,3.9592352006865138e-02,3.9592352006865103e-02,1.2565498852547013e-02,6.3080129766275772e-01,6.3080129766275772e-01,2.8694825626612765e-02,6.0210647203614509e-01
3.7999999999999989e-01,1.7106209763974545e+00,6.2535367303723099e-01,2.3359746494346854e+00,2.6770567616757696e-01,5.2973029719066025e+00,2.2677056761675773e+00,2.2677056761674272e+00,1.9603934711523738e-01,3.8407458231483171e-02,3.8407458231483338e-02,1.3298944162145901e-02,6.7700047988982259e-01,6.7700047988982304e-01,3.1065996427020227e-02,6.4593448346280269e-01
3.9000000000000012e-01,1.7451778123985613e+00,6.4439852770570027e-01,2.3895763401042616e+00,2.6967061771191791e-01,5.4235512079142234e+00,2.2696706177119181e+00,2.2696706177121051e+00,1.9694837565479054e-01,3.7236696154161635e-02,3.7236696154161794e-02,1.4055454231972048e-02,7.2560863098228578e-01,7.2560863098228623e-01,3.3586580882138721e-02,6.9202205010014728e-01
3.9999999999999991e-01,1.7804327427939737e+00,6.6402338454730936e-01,2.4444561273412830e+00,2.7164463175272269e-01,5.5529356392298750e+00,2.2716446317527224e+00,2.2716446317528245e+00,1.9785382579265037e-01,3.6080268528637299e-02,3.6080268528637438e-02,1.4835197323524951e-02,7.7671812835066634e-01,7.7671812835066634e-01,3.6263988997807570e-02,7.4045413935285920e-01
4.1000000000000014e-01,1.8163998700259252e+00,6.8424590725793510e-01,2.5006457772838604e+00,2.7362768188669490e-01,5.6855374618256560e+00,2.2736276818866950e+00,2.2736276818867882e+00,1.9875557359200857e-01,3.4938377765889650e-02,3.4938377765889650e-02,1.5638340142365939e-02,8.3042458206465941e-01,8.3042458206465941e-01,3.9105949240736071e-02,7.9131863282392345e-01
4.1999999999999993e-01,1.8530935814248730e+00,7.0508429747307633e-01,2.5581778788979497e+00,2.7561973046879101e-01,5.8214400552689742e+00,2.2756197304687906e+00,2.2756197304689048e+00,1.9965349464510199e-01,3.3811225887411811e-02,3.3811225887411950e-02,1.6465047786628523e-02,8.8682694431501918e-01,8.8682694431501918e-01,4.2120521022750733e-02,8.4470642329226875e-01
4.3000000000000016e-01,1.8905285549646365e+00,7.2655731115056221e-01,2.6170858661151986e+00,2.7762073860765740e-01,5.9607290433809599e+00,2.2776207386076575e+00,2.2776207386077014e+00,2.0054746410259616e-01,3.2699014478078298e-02,3.2699014478078298e-02,1.7315483695409792e-02,9.4602762253861483e-01,9.4602762253861528e-01,4.5316107644205135e-02,9.0071151489440959e-01
4.3999999999999995e-01,1.9287197651337677e+00,7.4868427545217242e-01,2.6774040405859401e+00,2.7963066616136339e-01,6.1034923566240522e+00,2.2796306661613635e+00,2.2796306661614918e+00,2.0143735670351551e-01,3.1601944638620455e-02,3.1601944638620427e-02,1.8189809597060999e-02,1.0081325963286432e+00,1.0081325963286427e+00,4.8701469712660032e-02,9.5943112661598251e-01
4.5000000000000018e-01,1.9676824889255606e+00,7.7148510613939525e-01,2.7391675950649561e+00,2.8164947173343746e-01,6.2498202962693075e+00,2.2816494717334375e+00,2.2816494717334637e+00,2.0232304680571309e-01,3.0520216937728384e-02,3.0520216937728523e-02,1.9088185457402249e-02,1.0732515382562338e+00,1.0732515382562333e+00,5.2285739053506385e-02,1.0209657992027275e+00
4.5999999999999996e-01,2.0074323119490378e+00,7.9498032549894959e-01,2.8024126374479872e+00,2.8367711266920964e-01,6.3998056003949255e+00,2.2836771126692104e+00,2.2836771126690989e+00,2.0320440841687015e-01,2.9454031363793098e-02,2.9454031363792932e-02,2.0010769427876357e-02,1.1414979387336781e+00,1.1414979387336781e+00,5.6078433129738529e-02,1.0854195056039386e+00
4.7000000000000020e-01,2.0479851346634179e+00,8.1919108081423575e-01,2.8671762154776532e+00,2.8571354505246682e-01,6.5535435117695435e+00,2.2857135450524675e+00,2.2857135450525625e+00,2.0408131522601883e-01,2.8403587276303155e-02,2.8403587276302975e-02,2.0957717793665426e-02,1.2129892350540330e+00,1.2129892350540334e+00,6.0089469988690310e-02,1.1528997650653423e+00
4.7999999999999998e-01,2.0893571787384944e+00,8.4413916339931050e-01,2.9334963421378046e+00,2.8775872370242622e-01,6.7111318476749204e+00,2.2877587237024266e+00,2.2877587237024413e+00,2.0495364063557697e-01,2.7369083356914473e-02,2.7369083356914611e-02,2.1929184921792091e-02,1.2878469447461574e+00,1.2878469447461569e+00,6.4329183754140595e-02,1.2235177609920167e+00
4.9000000000000021e-01,2.1315649935435346e+00,8.6984702821254878e-01,3.0014120217560833e+00,2.8981260217103205e-01,6.8726710717247155e+00,2.2898126021710321e+00,2.2898126021710006e+00,2.0582125779388713e-01,2.6350717560209340e-02,2.6350717560209347e-02,2.2925323209226342e-02,1.3661968033890282e+00,1.3661968033890286e+00,6.8808340682815702e-02,1.2973884627062122e+00
5.0000000000000000e-01,2.1746254627672359e+00,8.9633781406761293e-01,3.0709632768348492e+00,2.9187513274057830e-01,7.0382643677373107e+00,2.2918751327405782e+00,2.2918751327407803e+00,2.0668403962824811e-01,2.5348687064159048e-02,2.5348687064159187e-02,2.3946283031018048e-02,1.4481689070338062e+00,1.4481689070338062e+00,7.3538155804949934e-02,1.3746307512288567e+00
5.1000000000000023e-01,2.2185558111714392e+00,9.2363536445995686e-01,3.1421911756313960e+00,2.9394626642166682e-01,7.2080177157227494e+00,2.2939462664216670e+00,2.2939462664218202e+00,2.0754185887842930e-01,2.4363188220310833e-02,2.4363188220310972e-02,2.4992212688479287e-02,1.5338978593872077e+00,1.5338978593872077e+00,7.8530310169242626e-02,1.4553675492179647e+00
5.2000000000000002e-01,2.2633736114812475e+00,9.5176424902757084e-01,3.2151378605088183e+00,2.9602595295150030e-01,7.3820399700452075e+00,2.2960259529515001e+00,2.2960259529516600e+00,2.0839458813065642e-01,2.3394416503714814e-02,2.3394416503714793e-02,2.6063258357438376e-02,1.6235229239146900e+00,1.6235229239146896e+00,8.3796968713222994e-02,1.5397259552014666e+00
5.3000000000000025e-01,2.3090967914143681e+00,9.8074978566532511e-01,3.2898465770796932e+00,2.9811414079251985e-01,7.5604429398247124e+00,2.2981141407925203e+00,2.2981141407926176e+00,2.0924209985205749e-01,2.2442566462610045e-02,2.2442566462610170e-02,2.7159564036589021e-02,1.7171881810274057e+00,1.7171881810274066e+00,8.9350798780749127e-02,1.6278373822466565e+00
5.4000000000000004e-01,2.3557436408524191e+00,1.0106180633127735e+00,3.3663617041651928e+00,3.0021077713138722e-01,7.7433414716431583e+00,2.3002107771313871e+00,2.3002107771315137e+00,2.1008426642555578e-01,2.1507831667888076e-02,2.1507831667888083e-02,2.8281271495955551e-02,1.8150426905221129e+00,1.8150426905221129e+00,9.5204989309083415e-02,1.7198377012130304e+00
5.5000000000000027e-01,2.4033328191571477e+00,1.0413959654359706e+00,3.4447287845931185e+00,3.0231580787831958e-01,7.9308535346222069e+00,2.3023158078783195e+00,2.3023158078783932e+00,2.1092096018519854e-01,2.0590404662351507e-02,2.0590404662351652e-02,2.9428520225499341e-02,1.9172406594490972e+00,1.9172406594490972e+00,1.0137327070875835e-01,1.8158673887403389e+00
5.6000000000000005e-01,2.4518833626344021e+00,1.0731111942243952e+00,3.5249945568587977e+00,3.0442917766677879e-01,8.1231003079419892e+00,2.3044291776667785e+00,2.3044291776667114e+00,2.1175205345190762e-01,1.9690476909789076e-02,1.9690476909789381e-02,3.0601447383889049e-02,2.0239416155887167e+00,2.0239416155887167e+00,1.0786993546020979e-01,1.9160716801285078e+00
5.7000000000000028e-01,2.5014146921489262e+00,1.1057922955248018e+00,3.6072069876737283e+00,3.0655082985352122e-01,8.3202062708722568e+00,2.3065508298535207e+00,2.3065508298535375e+00,2.1257741856963872e-01,1.8808238743885847e-02,1.8808238743885999e-02,3.1800187747459019e-02,2.1353105867234614e+00,2.1353105867234605e+00,1.1470985945197065e-01,2.0206007272714910e+00
5.8000000000000007e-01,2.5519466208929478e+00,1.1394686845343986e+00,3.6914153054273466e+00,3.0868070651900953e-01,8.5222992953890913e+00,2.3086807065190094e+00,2.3086807065190542e+00,2.1339692794193463e-01,1.7943879316986100e-02,1.7943879316986239e-02,3.3024873659377327e-02,2.2515182858983271e+00,2.2515182858983271e+00,1.2190852408602990e-01,2.1296097618122971e+00
5.8999999999999986e-01,2.6034993623117360e+00,1.1741706722765197e+00,3.7776700345882559e+00,3.1081874846819368e-01,8.7295107414530300e+00,2.3108187484681935e+00,2.3108187484683538e+00,2.1421045406885944e-01,1.7097586548734792e-02,1.7097586548735069e-02,3.4275634979052061e-02,2.3727413028690312e+00,2.3727413028690303e+00,1.2948203917685003e-01,2.2432592636921815e+00
6.0000000000000009e-01,2.6560935381892383e+00,1.2099294928825897e+00,3.8660230310718280e+00,3.1296489523166271e-01,8.9419755550262447e+00,2.3129648952316626e+00,2.3129648952317505e+00,2.1501786958429708e-01,1.6269547074612561e-02,1.6269547074612561e-02,3.5552599031796528e-02,2.4991623019439198e+00,2.4991623019439198e+00,1.3744716667138734e-01,2.3617151352725330e+00
6.0999999999999988e-01,2.7097501868970673e+00,1.2467773317049431e+00,3.9565275186020106e+00,3.1511908506716929e-01,9.1598323689089636e+00,2.3151190850671690e+00,2.3151190850672263e+00,2.1581904729359944e-01,1.5459946194387023e-02,1.5459946194387314e-02,3.6855890558776458e-02,2.6309702264324564e+00,2.6309702264324564e+00,1.4582134521838308e-01,2.4851488812140738e+00
6.2000000000000011e-01,2.7644907718101410e+00,1.2847473542858274e+00,4.0492381260959682e+00,3.1728125496153609e-01,9.3832236064777632e+00,2.3172812549615358e+00,2.3172812549615931e+00,2.1661386021156884e-01,1.4668967820505155e-02,1.4668967820505280e-02,3.8185631667270792e-02,2.7683605099202460e+00,2.7683605099202460e+00,1.5462271561617044e-01,2.6137377943040763e+00
6.2999999999999989e-01,2.8203371898923053e+00,1.3238737362086150e+00,4.1442109261009206e+00,3.1945134063293956e-01,9.6122955884104559e+00,2.3194513406329396e+00,2.3194513406327166e+00,2.1740218160075717e-01,1.3896794426440623e-02,1.3896794426440748e-02,3.9541941781260331e-02,2.9115352945976660e+00,2.9115352945976660e+00,1.6387014716914555e-01,2.7476651474285205e+00
6.4000000000000012e-01,2.8773117804554262e+00,1.3641916938581504e+00,4.2415034743135767e+00,3.2162927653358209e-01,9.8471986424853046e+00,2.3216292765335824e+00,2.3216292765337876e+00,2.1818388501006666e-01,1.3143606995026508e-02,1.3143606995026633e-02,4.0924937592380944e-02,3.0607036568770178e+00,3.0607036568770196e+00,1.7358326498415008e-01,2.8871203918928696e+00
6.4999999999999991e-01,2.9354373340953948e+00,1.4057375161178585e+00,4.3411748502132532e+00,3.2381499585274798e-01,1.0088087216544366e+01,2.3238149958527483e+00,2.3238149958527501e+00,2.1895884431363280e-01,1.2409584966789372e-02,1.2409584966789511e-02,4.2334733011254608e-02,3.2160818405405829e+00,3.2160818405405838e+00,1.8378247823895127e-01,3.0322993623016323e+00
6.6000000000000014e-01,2.9947371018086910e+00,1.4485485970322032e+00,4.4432856988408940e+00,3.2600843052025252e-01,1.0335119994713992e+01,2.3260084305202526e+00,2.3260084305202580e+00,2.1972693374997421e-01,1.1694906188309248e-02,1.1694906188309234e-02,4.3771439119232855e-02,3.3778934976703425e+00,3.3778934976703416e+00,1.9448900945617220e-01,3.1834044882141699e+00
6.6999999999999993e-01,3.0552348042930682e+00,1.4926634694638388e+00,4.5478982737569069e+00,3.2820951121028180e-01,1.0588460016977653e+01,2.3282095112102819e+00,2.3282095112103032e+00,2.2048802796138969e-01,1.0999746860627782e-02,1.0999746860627782e-02,4.5235164120571311e-02,3.5463699376181204e+00,3.5463699376181195e+00,2.0572492481705665e-01,3.3406450128010627e+00
6.8000000000000016e-01,3.1169546414361728e+00,1.5381218397758003e+00,4.6550764812119727e+00,3.3041816734562918e-01,1.0848274802199747e+01,2.3304181673456292e+00,2.3304181673457678e+00,2.2124200203358496e-01,1.0324281487729334e-02,1.0324281487729320e-02,4.6726013295065483e-02,3.7217503842838564e+00,3.7217503842838564e+00,2.1751316555065728e-01,3.5042372187331994e+00
6.8999999999999995e-01,3.1799213019957984e+00,1.5849646235698973e+00,4.7648859255656957e+00,3.3263432710232776e-01,1.1114736474701289e+01,2.3326343271023275e+00,2.3326343271021974e+00,2.2198873153550938e-01,9.6686828251135448e-03,9.6686828251136836e-03,4.8244088951166969e-02,3.9042822419781933e+00,3.9042822419781933e+00,2.2987758043515497e-01,3.6744046615430381e+00
7.0000000000000018e-01,3.2441599734757407e+00,1.6332339825135311e+00,4.8773939559892714e+00,3.3485791741468335e-01,1.1388021894492073e+01,2.3348579174146833e+00,2.3348579174149084e+00,2.2272809255938447e-01,9.0331218284879916e-03,9.0331218284879777e-03,4.9789490379613166e-02,4.0942213701551822e+00,4.0942213701551822e+00,2.4284295944931122e-01,3.8513784107058706e+00
7.0999999999999996e-01,3.3096963522011134e+00,1.6829733622880259e+00,4.9926697144891392e+00,3.3708886398070725e-01,1.1668312791266306e+01,2.3370888639807075e+00,2.3370888639809482e+00,2.2345996176090349e-01,8.4177676025994526e-03,8.4177676025995810e-03,5.1362313807587087e-02,4.2918323673099366e+00,4.2918323673099383e+00,2.5643506861322740e-01,4.0353972986967079e+00
7.2000000000000020e-01,3.3765566535972433e+00,1.7342275316926921e+00,5.1107841852899352e+00,3.3932709126795368e-01,1.1955795902272563e+01,2.3393270912679536e+00,2.3393270912680322e+00,2.2418421639958352e-01,7.8227873502326045e-03,7.8227873502326045e-03,5.2962652353440526e-02,4.4973888643463127e+00,4.4973888643463127e+00,2.7068068605897261e-01,4.2267081782873390e+00
7.2999999999999998e-01,3.4447676226761650e+00,1.7870426229397496e+00,5.2318102456159146e+00,3.4157252251975934e-01,1.2250663114171578e+01,2.3415725225197592e+00,2.3415725225199489e+00,2.2490073437924785e-01,7.2483463213938622e-03,7.2483463213940044e-03,5.4590595981999668e-02,4.7111738277293380e+00,4.7111738277293380e+00,2.8560763937290484e-01,4.4255661883564326e+00
7.4000000000000021e-01,3.5143565447350067e+00,1.8414661731764514e+00,5.3558227179114581e+00,3.4382507976189036e-01,1.2553111608999370e+01,2.3438250797618907e+00,2.3438250797619222e+00,2.2560939428862009e-01,6.6946077627107366e-03,6.6946077627107331e-03,5.6246231460481966e-02,4.9334798727480766e+00,4.9334798727480784e+00,3.0124484425295550e-01,4.6322350284951224e+00
7.5000000000000000e-01,3.5853512562704513e+00,1.8975471672717052e+00,5.4828984235421565e+00,3.4608468380959340e-01,1.2863344014356020e+01,2.3460846838095937e+00,2.3460846838097016e+00,2.2631007544200715e-01,6.1617328670648744e-03,6.1617328670648674e-03,5.7929642315047020e-02,5.1646095872248559e+00,5.1646095872248594e+00,3.1762234452553229e-01,4.8469872426993241e+00
7.6000000000000023e-01,3.6577801561137293e+00,1.9553360819057823e+00,5.6131162380195114e+00,3.4835125427505631e-01,1.3181568557944805e+01,2.3483512542750562e+00,2.3483512542751459e+00,2.2700265792005137e-01,5.6498807234881473e-03,5.6498807234882792e-03,5.9640908788008651e-02,5.4048758660185445e+00,5.4048758660185445e+00,3.3477135356821192e-01,5.0701045124503317e+00
7.7000000000000002e-01,3.7316722167905003e+00,2.0148849310027175e+00,5.7465571477932178e+00,3.5062470957527497e-01,1.3507999226589154e+01,2.3506247095752753e+00,2.3506247095756070e+00,2.2768702261052903e-01,5.1592082673418624e-03,5.1592082673420012e-03,6.1380107795731442e-02,5.6546022566804295e+00,5.6546022566804313e+00,3.5272429718587872e-01,5.3018779594945515e+00
7.8000000000000025e-01,3.8070569961102851e+00,2.0762473125463705e+00,5.8833043086566565e+00,3.5290496694032863e-01,1.3842855929859681e+01,2.3529049669403284e+00,2.3529049669404611e+00,2.2836305124917422e-01,4.6898702308066781e-03,4.6898702308069556e-03,6.3147312887236212e-02,5.9141233166338996e+00,5.9141233166338978e+00,3.7151485798956685e-01,5.5426084586443327e+00
7.9000000000000004e-01,3.8839646489899473e+00,2.1394784568222107e+00,6.0234431058121576e+00,3.5519194242206409e-01,1.4186364668446526e+01,2.3551919424220640e+00,2.3551919424220267e+00,2.2903062646050520e-01,4.2420190937053695e-03,4.2420190937053626e-03,6.4942594203541620e-02,6.1837849822605993e+00,6.1837849822605993e+00,3.9117802132887936e-01,5.7926069609317192e+00
8.0000000000000027e-01,3.9624259395160943e+00,2.2046352761283221e+00,6.1670612156444164e+00,3.5748555090318695e-01,1.4538757707417155e+01,2.3574855509031867e+00,2.3574855509033341e+00,2.2968963179863192e-01,3.8158050346840874e-03,3.8158050346842262e-03,6.6766018437761532e-02,6.4639449502893118e+00,6.4639449502893118e+00,4.1175012283051915e-01,6.0521948274587931e+00
8.1000000000000005e-01,4.0424722532510939e+00,2.2717764160002916e+00,6.3142486692513851e+00,3.5978570610676197e-01,1.4900273754503063e+01,2.3597857061067620e+00,2.3597857061068614e+00,2.3033995178802066e-01,3.4113758827776924e-03,3.4113758827776855e-03,6.8617648795988556e-02,6.7549730718960950e+00,6.7549730718960967e+00,4.3326889759722964e-01,6.3217041742988664e+00
8.2000000000000028e-01,4.1241356097877473e+00,2.3409623079961732e+00,6.4650979177839210e+00,3.6209232060611984e-01,1.5271158143564014e+01,2.3620923206061195e+00,2.3620923206062647e+00,2.3098147196419477e-01,3.0288770693802369e-03,3.0288770693803757e-03,7.0497544958982278e-02,7.0572517599385760e+00,7.0572517599385742e+00,4.5577353112319469e-01,6.6014782288153802e+00
8.3000000000000007e-01,4.2074486755575196e+00,2.4122552240889443e+00,6.6197038996464643e+00,3.6440530583517106e-01,1.5651663023381872e+01,2.3644053058351711e+00,2.3644053058350010e+00,2.3161407891434652e-01,2.6684515806502176e-03,2.6684515806503564e-03,7.2405763044689792e-02,7.3711764097604915e+00,7.3711764097604897e+00,4.7930471198381086e-01,6.8918716977766818e+00
8.3999999999999986e-01,4.2924447768975789e+00,2.4857193327155080e+00,6.7781641096130869e+00,3.6672457209912529e-01,1.6042047551941682e+01,2.3667245720991255e+00,2.3667245720992067e+00,2.3223766031783877e-01,2.3302399103696247e-03,2.3302399103697566e-03,7.4342355571618751e-02,7.6971558340179236e+00,7.6971558340179236e+00,5.0390468635964070e-01,7.1932511476582821e+00
8.5000000000000009e-01,4.3791579133817606e+00,2.5614207565326073e+00,6.9405786699143679e+00,3.6905002858561503e-01,1.6442578096361345e+01,2.3690500285856153e+00,2.3690500285856544e+00,2.3285210498657175e-01,2.0143800132859675e-03,2.0143800132859692e-03,7.6307371423090159e-02,8.0356127119927763e+00,8.0356127119927763e+00,5.2961731445633276e-01,7.5059953975364433e+00
8.5999999999999988e-01,4.4676227714208423e+00,2.6394276319316710e+00,7.1070504033525133e+00,3.7138158337622162e-01,1.6853528438636697e+01,2.3713815833762215e+00,2.3713815833765008e+00,2.3345730290519218e-01,1.7210072589591285e-03,1.7210072589592604e-03,7.8300855812389880e-02,8.3869840538750431e+00,8.3869840538750449e+00,5.5648812888429244e-01,7.8304959249907515e+00
8.7000000000000011e-01,4.5578747381375937e+00,2.7198101703661859e+00,7.2776849085037796e+00,3.7371914345840401e-01,1.7275179987373743e+01,2.3737191434584037e+00,2.3737191434583713e+00,2.3405314527112087e-01,1.4502543861379495e-03,1.4502543861380779e-03,8.0322850248845584e-02,8.7517216805113804e+00,8.7517216805113787e+00,5.8456439506403257e-01,8.1671572854473471e+00
8.7999999999999989e-01,4.6499499155220700e+00,2.8026407215467217e+00,7.4525906370687913e+00,3.7606261473782487e-01,1.7707821995684306e+01,2.3760626147378252e+00,2.3760626147378097e+00,2.3463952453437517e-01,1.2022514576910150e-03,1.2022514576910184e-03,8.2373392504847487e-02,9.1302927191333971e+00,9.1302927191333954e+00,6.1389517372521896e-01,8.5163975454081751e+00
