run,t,r_initial,v_initial,delta_radius,delta_radial_speed,delta_tangential_speed,radius_jet,radial_speed_jet,tangential_speed_jet,instantaneous_delta_vc2,instantaneous_vc2_jet,baseline_radial_drift
J479_R24,0.0625,1.0116885382292078,0.8972731648360212,3.956785201608659e-08,2.529892992767256e-06,-3.509298485138146e-08,3.966994716344531e-08,2.5388766184604997e-06,-3.518353494695614e-08,-0.00012272258658197692,-0.00012329051399398162,-2.828029607843608e-19
J479_R24,0.065,1.0116885382292078,0.8972731648360212,4.628148318636331e-08,2.8451111296440624e-06,-4.104734740995042e-08,4.6408227263904216e-08,2.8558909085479516e-06,-4.11597595287558e-08,-0.0001326936304908942,-0.00013335101993589054,-2.8132776200511654e-19
J479_R24,0.0675,1.0116885382292078,0.8972731648360212,5.381429703771472e-08,3.185396436466612e-06,-4.772824857557367e-08,5.397052515965067e-08,3.198253342794113e-06,-4.786681086910803e-08,-0.00014304880257263235,-0.00014380605552258017,-2.8239643608403675e-19
J479_R24,0.07,1.0116885382292078,0.8972731648360212,6.223014024860524e-08,3.551691518084063e-06,-5.51923139413546e-08,6.24214298718583e-08,3.5669388498204737e-06,-5.5361973392272086e-08,-0.0001537873077447516,-0.00015465562075405058,-2.8797482041803557e-19
J479_R24,0.0725,1.0116885382292078,0.8972731648360212,7.159521298706207e-08,3.944936546319098e-06,-6.349825709683898e-08,7.18279677432544e-08,3.962922358248519e-06,-6.370469319889429e-08,-0.00016490832100827016,-0.00016589971563030166,-2.9477849847342777e-19
J479_R24,0.075,1.0116885382292078,0.8972731648360212,8.197806271592403e-08,4.366069170339034e-06,-7.270687285565458e-08,8.225960243812019e-08,4.387178796699743e-06,-7.295657806600826e-08,-0.00017641098746934224,-0.00017753834015133354,-3.045104273061413e-19
J479_R24,0.0775,1.0116885382292078,0.8972731648360212,9.344957777460073e-08,4.816024427311376e-06,-8.28810325925744e-08,9.378823494229036e-08,4.840683093795631e-06,-8.318139744703459e-08,-0.00018829442235700436,-0.00018957149431714614,-3.1602743062763006e-19
J479_R24,0.08,1.0116885382292078,0.8972731648360212,1.060829807373353e-07,5.295734653069227e-06,-9.408567791524547e-08,1.0648820356315348e-07,5.324410178157674e-06,-9.444508247178108e-08,-0.00020055771104788593,-0.00020199917812773952,-3.2681005452655876e-19
J479_R24,0.0825,1.0116885382292078,0.8972731648360212,1.1995382154832564e-07,5.8061293928812e-06,-1.063878143359176e-07,1.2043628392965177e-07,5.83933497840736e-06,-1.0681572594644272e-07,-0.00021319990909114423,-0.0002148213915831136,-3.4072931346628377e-19
J479_R24,0.085,1.0116885382292078,0.8972731648360212,1.3513997043390938e-07,6.348135312343084e-06,-1.1985650538726134e-07,1.3571168899228125e-07,6.386432423166176e-06,-1.2036358235360155e-07,-0.00022622004223912765,-0.00022803813468326846,-3.5510078909305806e-19
J479_R24,0.08750000000000001,1.0116885382292078,0.8972731648360212,1.5172161059216534e-07,6.922676108435915e-06,-1.3456286607205215e-07,1.5239606902309154e-07,6.966677441055612e-06,-1.3516106785222677e-07,-0.00023961710647489435,-0.00024164940742820403,-3.697490139799467e-19
J479_R24,0.09,1.0116885382292078,0.8972731648360212,1.6978123066022996e-07,7.530672420625181e-06,-1.5058005586876533e-07,1.70573511615686e-07,7.581044960697156e-06,-1.512827602776747e-07,-0.00025339006804792974,-0.0002556552098179203,-3.860066454554373e-19
J479_R24,0.0925,1.0116885382292078,0.8972731648360212,1.8940361695962062e-07,8.173041742175374e-06,-1.679832721812602e-07,1.9033054168522193e-07,8.2305099107123e-06,-1.6880539914168902e-07,-0.0002675378635121108,-0.0002700555418524174,-4.0102707903726494e-19
J479_R24,0.095,1.0116885382292078,0.8972731648360212,2.1067584551995874e-07,8.850698331560806e-06,-1.8684974290028578e-07,2.117561214684101e-07,8.916047219722531e-06,-1.8780788563240024e-07,-0.0002820593997652427,-0.0002848504035316951,-4.195189195777953e-19
J479_R24,0.0975,1.0116885382292078,0.8972731648360212,2.3368727388145806e-07,9.564553124062527e-06,-2.0725871996418732e-07,2.3494165052351513e-07,9.638631816349337e-06,-2.0837128261432623e-07,-0.0002969535540920773,-0.0003000397948557537,-4.393152142324779e-19
J479_R24,0.1,1.0116885382292078,0.8972731648360212,2.585295326765562e-07,1.0315513643474816e-05,-2.2929147058814436e-07,2.599809657303552e-07,1.039923862921421e-05,-2.3057881462837185e-07,-0.00031221917421373396,-0.00031562371582459297,-4.614588635699072e-19
J479_R24,0.10250000000000001,1.0116885382292078,0.8972731648360212,2.852965169911904e-07,1.1104483914134813e-05,-2.530312709358995e-07,2.869703412903025e-07,1.1198842586938631e-05,-2.5451586789182915e-07,-0.00032785507833813134,-0.000331602166438213,-4.84524183153229e-19
J479_R24,0.105,1.0116885382292078,0.8972731648360212,3.1408437750614037e-07,1.1932364372966118e-05,-2.785633969049073e-07,3.160084887262825e-07,1.2038418618144093e-05,-2.802699902983773e-07,-0.000343860055214013,-0.00034797514669661367,-5.154979037791544e-19
J479_R24,0.1075,1.0116885382292078,0.8972731648360212,3.4499151141884323e-07,1.2800051781764084e-05,-3.0597511779806297e-07,3.4719655688277497e-07,1.2918941651452092e-05,-3.079308914180828e-07,-0.00036023286419036515,-0.0003647426565997952,-5.509633502000746e-19
J479_R24,0.11,1.0116885382292078,0.8972731648360212,3.7811855314633325e-07,1.3708439139850404e-05,-3.353556863316953e-07,3.8063813192581304e-07,1.3841386615484107e-05,-3.3759044249739914e-07,-0.0003769722352822357,-0.00038190469614775746,-5.827853946162185e-19
J479_R24,0.1125,1.0116885382292078,0.8972731648360212,4.1356836480976933e-07,1.4658415596693933e-05,-3.6679633097502773e-07,4.1643923734298347e-07,1.4806728438861638e-05,-3.693426764591668e-07,-0.00039407686923408297,-0.0003994612653405005,-6.134770028777749e-19
J479_R24,0.115,1.0116885382292078,0.8972731648360212,4.514460265010801e-07,1.5650866364947225e-05,-4.003902475124832e-07,4.5470833394342706e-07,1.5815942050206157e-05,-4.0328378790261374e-07,-0.0004115454375950302,-0.0004174123641780242,-6.394579191956021e-19
J479_R24,0.11750000000000001,1.0116885382292078,0.8972731648360212,4.918588263324306e-07,1.6686672633711698e-05,-4.362325899398556e-07,4.95556319857838e-07,1.6870002378139165e-05,-4.395121331033547e-07,-0.0004293765827968152,-0.00043575799266032866,-6.609511263513077e-19
J479_R24,0.12,1.0116885382292078,0.8972731648360212,5.349162502691506e-07,1.776671148200257e-05,-4.7442046124945847e-07,5.390965305384644e-07,1.7969884351282146e-05,-4.781282300133916e-07,-0.00044756891823162856,-0.0004544981507874138,-6.820621934686408e-19
J479_R24,0.1225,1.0116885382292078,0.8972731648360212,5.807299717465886e-07,1.8891855792516167e-05,-5.150529048814079e-07,5.854447387591082e-07,1.9116562898256596e-05,-5.192347582611141e-07,-0.00046612102834073395,-0.0004736328385592798,-7.037881681224117e-19
J479_R24,0.125,1.0116885382292078,0.8972731648360212,6.294138410719511e-07,2.0062974165699055e-05,-5.582308946205927e-07,6.347191546151249e-07,2.0311012947683997e-05,-5.629365591512983e-07,-0.00048503146870758134,-0.0004931620559759265,-7.290893923131902e-19
J479_R24,0.1275,1.0116885382292078,0.8972731648360212,6.810838746115076e-07,2.128093083413392e-05,-6.040573251597792e-07,6.870404255234236e-07,2.1554209428185843e-05,-6.093406356651076e-07,-0.000504298766152942,-0.0005130858030373539,-7.532628192568332e-19
J479_R24,0.13,1.0116885382292078,0.8972731648360212,7.358582437642048e-07,2.2546585577188594e-05,-6.526370024406702e-07,7.425316362224675e-07,2.2847127268383613e-05,-6.585561524600928e-07,-0.0005239214188373446,-0.0005334040797435621,-7.788188501114144e-19
J479_R24,0.1325,1.0116885382292078,0.8972731648360212,7.938572637223175e-07,2.3860793636013057e-05,-7.040766338839433e-07,8.013183087722731e-07,2.4190741396898803e-05,-7.106944358701915e-07,-0.000543897896370362,-0.000554116886094551,-8.0781423341932545e-19
J479_R24,0.135,1.0116885382292078,0.8972731648360212,8.55203382020184e-07,2.5224405629013008e-05,-7.584848178421311e-07,8.635284025544107e-07,2.5586026742352905e-05,-7.658689739057285e-07,-0.0005642266399228198,-0.0005752242220903207,-8.454553357423458e-19
J479_R24,0.1375,1.0116885382292078,0.8972731648360212,9.200211668716272e-07,2.6638267467402072e-05,-8.159720330525033e-07,9.292923142720046e-07,2.7033958233367407e-05,-8.24195416253416e-07,-0.0005849060623465286,-0.0005967260877308711,-8.890318645719436e-19
J479_R24,0.14,1.0116885382292078,0.8972731648360212,9.884372952973024e-07,2.8103220271445823e-05,-8.766506293111931e-07,9.987428779497328e-07,2.853551079856379e-05,-8.857915742763534e-07,-0.0006059345483008688,-0.0006186224830162023,-9.323783009960474e-19
J479_R24,0.14250000000000002,1.0116885382292078,0.8972731648360212,1.0605805410427755e-06,2.9620100286926303e-05,-9.406348149276766e-07,1.0720153649338266e-06,3.009165936656355e-05,-9.507774210140267e-07,-0.00062731045438151,-0.0006409134079463141,-9.782618713281696e-19
J479_R24,0.145,1.0116885382292078,0.8972731648360212,1.1365817622882707e-06,3.1189738802001655e-05,-1.0080406476209447e-06,1.1492474838920705e-06,3.1703378865988154e-05,-1.0192750911823087e-06,-0.0006490321092602484,-0.0006635988625212066,-1.0201593761650017e-18
J479_R24,0.1475,1.0116885382292078,0.8972731648360212,1.2165738891513893e-06,3.2812962064634484e-05,-1.0789860217519376e-06,1.2305793808138052e-06,3.337164422545913e-05,-1.0914088811734613e-06,-0.0006710978138274292,-0.0006866788467408799,-1.0639753372972857e-18
J479_R24,0.15,1.0116885382292078,0.8972731648360212,1.3006919109835808e-06,3.4490591200323285e-05,-1.1535906585535827e-06,1.316153639009923e-06,3.5097430373597945e-05,-1.1673052490561321e-06,-0.0006935058413430168,-0.0007101533606053342,-1.1089718389869043e-18
J479_R24,0.1525,1.0116885382292078,0.8972731648360212,1.3890728634617633e-06,3.622344213033354e-05,-1.2319760933632296e-06,1.4061152791128695e-06,3.688171223902609e-05,-1.247092814575355e-06,-0.0007162544375920458,-0.0007340224041145689,-1.1502973025610804e-18
J479_R24,0.155,1.0116885382292078,0.8972731648360212,1.4818558154761086e-06,3.8012325490495574e-05,-1.314265665297576e-06,1.5006117590766458e-06,3.872546475036505e-05,-1.3309023591525534e-06,-0.0007393418210491692,-0.0007582859772685846,-1.191696126298621e-18
J479_R24,0.1575,1.0116885382292078,0.8972731648360212,1.5791818558152605e-06,3.985804655034798e-05,-1.4005845042630582e-06,1.5997929741768053e-06,4.0629662836236324e-05,-1.4188668258855354e-06,-0.000762766183048038,-0.0007829440800673808,-1.2279498489415047e-18
J479_R24,0.16,1.0116885382292078,0.8972731648360212,1.6811940796503895e-06,4.1761405133014534e-05,-1.4910595196315768e-06,1.7038112570104557e-06,4.259528142526139e-05,-1.5111213195484972e-06,-0.0007865256879556208,-0.0008079967125109581,-1.2671119512878417e-18
J479_R24,0.1625,1.0116885382292078,0.8972731648360212,1.7880375748190781e-06,4.3723195535315364e-05,-1.5858193876949755e-06,1.8128213774962586e-06,4.462329544606174e-05,-1.6078031065920234e-06,-0.0008106184733606773,-0.0008334438745993158,-1.3058612702935209e-18
J479_R24,0.165,1.0116885382292078,0.8972731648360212,1.8998594079107796e-06,4.574420644872931e-05,-1.684994539452589e-06,1.9269805428744284e-06,4.671467982725888e-05,-1.7090516151430836e-06,-0.0008350426502577384,-0.0008592855663324545,-1.3425435753178877e-18
J479_R24,0.1675,1.0116885382292078,0.8972731648360212,2.016808610154985e-06,4.782522088076796e-05,-1.7887171481767439e-06,2.0464483977067348e-06,4.8870409497474264e-05,-1.8150084350050358e-06,-0.0008597963032522022,-0.0008855217877103737,-1.3810917077338714e-18
J479_R24,0.17,1.0116885382292078,0.8972731648360212,2.139036163113612e-06,4.9967016076931166e-05,-1.8971211170892843e-06,2.1713870238765e-06,5.109145938532941e-05,-1.925817317657625e-06,-0.00088487749075667,-0.0009121525387330738,-1.4176226360688554e-18
J479_R24,0.17250000000000001,1.0116885382292078,0.8972731648360212,2.2666949841792036e-06,5.217036344335127e-05,-2.0103420652617388e-06,2.3019609405885997e-06,5.33788044194458e-05,-2.0416241762569823e-06,-0.0009102842452079475,-0.0009391778194005545,-1.453098341108157e-18
J479_R24,0.17500000000000002,1.0116885382292078,0.8972731648360212,2.3999399118803363e-06,5.443602846999379e-05,-2.128517315846956e-06,2.4383371043694647e-06,5.57334195284449e-05,-2.1625770856356284e-06,-0.0009360145732838234,-0.0009665976297128161,-1.4917617650702818e-18
J479_R24,0.1775,1.0116885382292078,0.8972731648360212,2.538927690996035e-06,5.676477065460056e-05,-2.251785882090296e-06,2.580684909067077e-06,5.815627964094821e-05,-2.2888262823024677e-06,-0.0009620664561292813,-0.000994411969669858,-1.530648794143248e-18
J479_R24,0.18,1.0116885382292078,0.8972731648360212,2.683816957480552e-06,5.915734342712324e-05,-2.380288454562063e-06,2.729176185850976e-06,6.064835968557725e-05,-2.4205241644427953e-06,-0.000988437849587542,-0.0010226208392716811,-1.5743211095027993e-18
J479_R24,0.1825,1.0116885382292078,0.8972731648360212,2.8347682232005126e-06,6.161449407506624e-05,-2.514167386613586e-06,2.8839852032122525e-06,6.321063459095347e-05,-2.5578252919182915e-06,-0.0010151266844457075,-0.001051224238518285,-1.6285118573386173e-18
J479_R24,0.185,1.0116885382292078,0.8972731648360212,2.9919438604858775e-06,6.413696366935068e-05,-2.653566681720676e-06,3.045288666963551e-06,6.58440792856984e-05,-2.7008863862670244e-06,-0.0010421308666759116,-0.0010802221674096695,-1.6851132326180419e-18
J479_R24,0.1875,1.0116885382292078,0.8972731648360212,3.1555080864967903e-06,6.672548699099993e-05,-2.7986319796058368e-06,3.21326572023907e-06,6.85496686984335e-05,-2.849866330703448e-06,-0.0010694482776956787,-0.0011096146259458345,-1.7461811572421563e-18
J479_R24,0.19,1.0116885382292078,0.8972731648360212,3.325626947407869e-06,6.938079245855057e-05,-2.9495105404730992e-06,3.3880979434945614e-06,7.132837775778025e-05,-3.004926170118404e-06,-0.0010970767746261456,-0.0011394016141267804,-1.811750884584044e-18
J479_R24,0.1925,1.0116885382292078,0.8972731648360212,3.502468302412002e-06,7.210360205619464e-05,-3.1063512334617016e-06,3.569969354507332e-06,7.418118139236014e-05,-3.1662291110791223e-06,-0.0011250141905641022,-0.0011695831319525074,-1.8837911785041995e-18
J479_R24,0.195,1.0116885382292078,0.8972731648360212,3.6862018075455763e-06,7.489463126272987e-05,-3.269304519992744e-06,3.759066408376242e-06,7.71090545307947e-05,-3.3339405218292197e-06,-0.0011532583348593092,-0.0012001591794230148,-1.9595256984832533e-18
J479_R24,0.1975,1.0116885382292078,0.8972731648360212,3.876998899336949e-06,7.77545889813211e-05,-3.4385224402244674e-06,3.955577997521703e-06,8.011297210170537e-05,-3.5082279322886983e-06,-0.001181806993395522,-0.001231129756538303,-2.0389368360145926e-18
J479_R24,0.2,1.0116885382292078,0.8972731648360212,4.075032778280461e-06,8.068417747006584e-05,-3.614158599063444e-06,4.159695451685683e-06,8.319390903371367e-05,-3.6892610340539495e-06,-0.0012106579288858929,-0.0012624948632983719,-2.124390012141949e-18
J479_R24,0.2025,1.0116885382292078,0.8972731648360212,4.280478392137794e-06,8.368409227339497e-05,-3.796368149511231e-06,4.371612537931704e-06,8.635284025544106e-05,-3.8772116803977505e-06,-0.0012398088811689343,-0.0012942544997032216,-2.216974665798557e-18
J479_R24,0.20500000000000002,1.0116885382292078,0.8972731648360212,4.4935124190689736e-06,8.675502215432019e-05,-3.985307779119651e-06,4.59152546064484e-06,8.959074069550905e-05,-4.0722538862692664e-06,-0.0012692575675150397,-0.001326408665752852,-2.3147060050745872e-18
J479_R24,0.20750000000000002,1.0116885382292078,0.8972731648360212,4.714313250595131e-06,8.989764902764761e-05,-4.181135694891758e-06,4.819632861531718e-06,9.290858528253913e-05,-4.27456382829405e-06,-0.0012990016829403058,-0.0013589573614472632,-2.4166408667969904e-18
J479_R24,0.21,1.0116885382292078,0.8972731648360212,4.9430609743952e-06,9.311264789392727e-05,-4.384011606739513e-06,5.05613581962052e-06,9.630734894515275e-05,-4.4843198447740365e-06,-0.0013290389005274307,-0.0013919005867864547,-2.515247464667111e-18
J479_R24,0.2125,1.0116885382292078,0.8972731648360212,5.179937356938977e-06,9.640068677448708e-05,-4.594096713828044e-06,5.301237851260984e-06,9.978800661197147e-05,-4.701702435687558e-06,-0.0013593668717495327,-0.0014252383417704274,-2.613602888612918e-18
J479_R24,0.215,1.0116885382292078,0.8972731648360212,5.425125825958589e-06,9.976242664729026e-05,-4.811553686923098e-06,5.5551449101243995e-06,0.00010335153321161674,-4.926894262689325e-06,-0.0013899832268076716,-0.0014589706263991808,-2.7131472245724845e-18
J479_R24,0.2175,1.0116885382292078,0.8972731648360212,5.67881145276094e-06,0.00010319852138374215,-5.0365466550683635e-06,5.818065387203608e-06,0.00010699890367271003,-5.1600801491104385e-06,-0.0014208855749724136,-0.001493097440672715,-2.8117297625613434e-18
J479_R24,0.22,1.0116885382292078,0.8972731648360212,5.941180934383469e-06,0.00010670961768658443,-5.269241187266793e-06,6.090210110813009e-06,0.00011073109292387285,-5.401447079958386e-06,-0.0014520715049277557,-0.0015276187845910299,-2.9074860267340196e-18
J479_R24,0.2225,1.0116885382292078,0.8972731648360212,6.212422575595688e-06,0.00011029635502860739,-5.5098042786028145e-06,6.371792346588549e-06,0.00011454907589372673,-5.651184201917042e-06,-0.0014835385851302125,-0.0015625346581541256,-2.999855214345179e-18
J479_R24,0.225,1.0116885382292078,0.8972731648360212,6.492726270748907e-06,0.00011395936559252468,-5.758404332589784e-06,6.6630277974877355e-06,0.0001184538275108931,-5.9094828233466685e-06,-0.0015152843641674531,-0.001597845061362002,-3.09088953696207e-18
J479_R24,0.2275,1.0116885382292078,0.8972731648360212,6.782283485476807e-06,0.00011769927421173502,-6.015211145515842e-06,6.964134603789627e-06,0.00012244632270399345,-6.176536414283917e-06,-0.0015473063711282846,-0.0016335499942146591,-3.1837407007024585e-18
J479_R24,0.23,1.0116885382292078,0.8972731648360212,7.081287238249384e-06,0.00012151669831227981,-6.280395890567725e-06,7.275333343094833e-06,0.00012652753640164926,-6.45254060644182e-06,-0.0015796021159748793,-0.0016696494567120968,-3.2797950037811484e-18
J479_R24,0.2325,1.0116885382292078,0.8972731648360212,7.389932081782794e-06,0.00012541224785565352,-6.5541311005112846e-06,7.596847030325522e-06,0.00013069844353248206,-6.737693193209803e-06,-0.0016121690899242144,-0.0017061434488543155,-3.378991356081673e-18
J479_R24,0.23500000000000001,1.0116885382292078,0.8972731648360212,7.708414084307982e-06,0.0001293865252829154,-6.836590650927121e-06,7.928901117725408e-06,0.00013496001902511332,-7.032194129653675e-06,-0.001645004765836137,-0.0017430319706413146,-3.478150902176479e-18
J479_R24,0.23750000000000002,1.0116885382292078,0.8972731648360212,8.036930810700543e-06,0.0001334401254596815,-7.12794974411235e-06,8.27172349485977e-06,0.00013931323780816458,-7.336245532515637e-06,-0.0016781065986042369,-0.0017803150220730949,-3.575682990731067e-18
J479_R24,0.24,1.0116885382292078,0.8972731648360212,8.375681303474735e-06,0.00013757363562239266,-7.428384892205209e-06,8.62554448861543e-06,0.00014375907481025717,-7.650051680214266e-06,-0.0017114720255548093,-0.0018179926031496553,-3.676043055397193e-18
J479_R24,0.2425,1.0116885382292078,0.8972731648360212,8.724866063644413e-06,0.0001417876353255866,-7.738073899421494e-06,8.990596863200774e-06,0.00014829850496001276,-7.973819012844545e-06,-0.0017450984668534511,-0.001856064713870997,-3.780880799723241e-18
J479_R24,0.245,1.0116885382292078,0.8972731648360212,9.084687031453524e-06,0.00014608269639033297,-8.057195845623255e-06,9.367115820145731e-06,0.00015293250318605277,-8.307756132177826e-06,-0.0017789833259135696,-0.001894531354237119,-3.886184168098437e-18
J479_R24,0.2475,1.0116885382292078,0.8972731648360212,9.455347566979312e-06,0.0001504593828538671,-8.385931068222163e-06,9.755338998301793e-06,0.00015766204441699868,-8.652073801661857e-06,-0.001813123989810731,-0.0019333925242480223,-3.989201555996246e-18
J479_R24,0.25,1.0116885382292078,0.8972731648360212,9.83705243061089e-06,0.00015491825092033527,-8.724461146525364e-06,1.0155506473841999e-05,0.00016248810358147198,-9.006984946420773e-06,-0.0018475178297066685,-0.001972648223903706,-4.094819817555118e-18
J479_R24,0.2525,1.0116885382292078,0.8972731648360212,1.0230007763406133e-05,0.000159459848912713,-9.072968881973509e-06,1.0567860760260944e-05,0.0001674116556080942,-9.37270465325509e-06,-0.0018821622012737387,-0.0020122984532041704,-4.202198421774688e-18
J479_R24,0.255,1.0116885382292078,0.8972731648360212,1.0634421067330058e-05,0.0001640847172260063,-9.431638282597632e-06,1.0992646808374778e-05,0.00017243367542548675,-9.749450170641721e-06,-0.0019170544451243218,-0.0020523432121494155,-4.308314292388833e-18
J479_R24,0.2575,1.0116885382292078,0.8972731648360212,1.1050501185377407e-05,0.00016879338828149973,-9.800654544256382e-06,1.1430112006321206e-05,0.00017755513796227111,-1.013744090873396e-05,-0.0019521918872493188,-0.0020927825007394417,-4.4124947870816965e-18
J479_R24,0.26,1.0116885382292078,0.8972731648360212,1.1478458281582646e-05,0.0001735863864823695,-1.018020403276143e-05,1.188050617955948e-05,0.0001827770181470689,-1.0536898439361486e-05,-0.0019875718394560863,-0.0021336163189742486,-4.5159569413910335e-18
J479_R24,0.2625,1.0116885382292078,0.8972731648360212,1.1918503820920324e-05,0.0001784642281704109,-1.0570474266780039e-05,1.2344081590870413e-05,0.00018810029090850154,-1.0948046496030366e-05,-0.002023191599815022,-0.002174844666853836,-4.6176036055204196e-18
J479_R24,0.265,1.0116885382292078,0.8972731648360212,1.2370850549099002e-05,0.00018342742158413444,-1.0971653899183309e-05,1.2821092940356369e-05,0.00019352593117519042,-1.1371110973923064e-05,-0.0020590484531070466,-0.002216467544378204,-4.7216057834459685e-18
J479_R24,0.2675,1.0116885382292078,0.8972731648360212,1.2835712472251745e-05,0.00018847646681796384,-1.1383932699504662e-05,1.3311797365441262e-05,0.0001990549138757572,-1.1806319929898415e-05,-0.002095139671276815,-0.002258484951547353,-4.826901335657823e-18
J479_R24,0.27,1.0116885382292078,0.8972731648360212,1.3313304836526358e-05,0.00019361185578278472,-1.1807501535177067e-05,1.381645444087057e-05,0.00020468821393882324,-1.2253903582491655e-05,-0.002131462513889972,-0.0023008968883612827,-4.933738388510249e-18
J479_R24,0.2725,1.0116885382292078,0.8972731648360212,1.3803844107578536e-05,0.00019883407216776398,-1.2242552353769476e-05,1.4335326178711317e-05,0.0002104268062930101,-1.2714094311914402e-05,-0.002168014228591978,-0.0023437033548199936,-5.03890902473534e-18
J479_R24,0.275,1.0116885382292078,0.8972731648360212,1.4307547949971193e-05,0.00020414359140345675,-1.268927816477916e-05,1.4868677028352074e-05,0.00021627166586693925,-1.3187126660054657e-05,-0.002204792051573452,-0.0023869043509234843,-5.1455745981190586e-18
J479_R24,0.2775,1.0116885382292078,0.8972731648360212,1.4824635206482974e-05,0.0002095408806260937,-1.314787302042486e-05,1.5416773876502983e-05,0.00022222376758923213,-1.3673237330476816e-05,-0.002241793208033827,-0.0024304998766717565,-5.254244368303992e-18
J479_R24,0.28,1.0116885382292078,0.8972731648360212,1.5355325877329442e-05,0.00021502639864332774,-1.3618531998105254e-05,1.5979886047195725e-05,0.00022828408638851032,-1.4172665188421654e-05,-0.0022790149126570274,-0.0024744899320648093,-5.363037309211776e-18
J479_R24,0.28250000000000003,1.0116885382292078,0.8972731648360212,1.589984109929999e-05,0.00022060059590119386,-1.4101451181525171e-05,1.655828530178354e-05,0.00023445359719339527,-1.468565126080634e-05,-0.0023164543700744506,-0.0025188745171026428,-5.472440672078391e-18
J479_R24,0.28500000000000003,1.0116885382292078,0.8972731648360212,1.6458403124813784e-05,0.0002262639144523058,-1.4596827641599752e-05,1.7152245838941226e-05,0.0002407332749325084,-1.5212438736224427e-05,-0.002354108775349178,-0.0025636536317852564,-5.582337299434897e-18
J479_R24,0.28750000000000003,1.0116885382292078,0.8972731648360212,1.703123530089816e-05,0.000232016787925609,-1.5104859418357819e-05,1.7762044294665124e-05,0.0002471240945344713,-1.5753272964945853e-05,-0.0023919753144471573,-0.0026088272761126516,-5.693829442210267e-18
J479_R24,0.29,1.0116885382292078,0.8972731648360212,1.7618562048092583e-05,0.00023785964149714822,-1.5625745502068078e-05,1.8387959742273127e-05,0.00025362703092790523,-1.630840145891694e-05,-0.0024300511647170364,-0.0026543954500848265,-5.806026678783208e-18
J479_R24,0.2925,1.0116885382292078,0.8972731648360212,1.822060883928168e-05,0.00024379289186245108,-1.61596858136992e-05,1.9030273692404714e-05,0.000260243059041432,-1.6878073891760417e-05,-0.0024683334953741454,-0.002700358153701783,-5.922742136602357e-18
J479_R24,0.295,1.0116885382292078,0.8972731648360212,1.883760217846038e-05,0.00024981694720998973,-1.670688118748931e-05,1.9689270093020883e-05,0.000266973153803673,-1.746254209877538e-05,-0.00250681946797876,-0.0027467153869635197,-6.036690910981083e-18
J479_R24,0.2975,1.0116885382292078,0.8972731648360212,1.9469769579435e-05,0.00025593220719633263,-1.7267533350628916e-05,2.0365235329404196e-05,0.0002738182901432497,-1.8062060076937322e-05,-0.0025455062369218818,-0.002793467149870038,-6.15601834151315e-18
J479_R24,0.3,1.0116885382292078,0.8972731648360212,2.0117339544462704e-05,0.0002621390629216669,-1.7841844904387116e-05,2.105845822415877e-05,0.00028077944298878356,-1.8676883984898114e-05,-0.0025843909499097886,-0.0028406134424213366,-6.274744271394114e-18
J959_R24,0.0,1.0116885382292078,0.8969812462478036,0.0,0.0,0.0,0.0,0.0,-0.0,-1.1231999088914344e-16,-0.0,0.0
J959_R24,0.0025,1.0116885382292078,0.8969812462478036,1.0153657380885652e-13,1.6245990862346327e-10,-8.992806499463768e-14,1.0155506473842e-13,1.6248810358147198e-10,-9.004054616580656e-14,-1.97231843603423e-07,-1.9726482239037062e-07,3.6910807298018066e-21
J959_R24,0.005,1.0116885382292078,0.8969812462478036,1.6245951373289551e-12,1.2996707938188037e-09,-1.4405143744511406e-12,1.62488103581472e-12,1.2999048286517759e-09,-1.440648738652905e-12,-7.88912309494914e-07,-7.890592895614825e-07,1.5959445190846604e-21
J959_R24,0.0075,1.0116885382292078,0.8969812462478036,8.22440148126155e-12,4.386288954266978e-09,-7.291833803435566e-12,8.225960243812018e-12,4.387178796699743e-09,-7.29328423943033e-12,-1.774996202131899e-06,-1.7753834015133352e-06,6.077156047757109e-21
J959_R24,0.01,1.0116885382292078,0.8969812462478036,2.599261853068468e-11,1.0396792349546549e-08,-2.3045454433656687e-11,2.599809657303552e-11,1.0399238629214207e-08,-2.305037981844648e-11,-3.155408197819048e-06,-3.15623715824593e-06,5.284257052577064e-21
J959_R24,0.0125,1.0116885382292078,0.8969812462478036,6.345678210482732e-11,2.030538633282611e-08,-5.626188404050936e-11,6.34719154615125e-11,2.0311012947684002e-08,-5.6275341353629105e-11,-4.930042841001715e-06,-4.931620559759265e-06,3.2785379685405843e-21
J959_R24,0.015,1.0116885382292078,0.8969812462478036,1.315795075299106e-10,3.508591401988506e-08,-1.1666068111537697e-10,1.316153639009923e-10,3.509743037359794e-08,-1.1669254783088529e-10,-7.098764544715218e-06,-7.101533606053341e-06,3.0066556804967877e-21
J959_R24,0.0175,1.0116885382292078,0.8969812462478036,2.437574704487432e-10,5.571176547031788e-08,-2.161197887318167e-10,2.438337104369465e-10,5.57334195284449e-08,-2.161873513441016e-10,-9.66140759137108e-06,-9.665976297128161e-06,3.1038769430885013e-21
J959_R24,0.02,1.0116885382292078,0.8969812462478036,4.158201609406722e-10,8.315578706574311e-08,-3.6867375818872006e-10,4.159695451685683e-10,8.319390903371366e-08,-3.688060770951437e-10,-1.2617776131409187e-05,-1.262494863298372e-05,4.150560709862306e-21
