z,variance,cubic,maximum_block_entropy
0.081,0.074439,0.062379882000000005,1.3469745659201418
0.082,0.07527600000000001,0.062930736,1.3489912459200983
0.083,0.07611100000000001,0.06347657400000001,1.350994641170973
0.084,0.07694400000000001,0.06401740800000001,1.3529848974248195
0.085,0.07777500000000001,0.06455325,1.3549621569322738
0.08600000000000001,0.07860400000000001,0.065084112,1.3569265585660495
0.08700000000000001,0.07943100000000002,0.06561000600000001,1.3588782379386815
0.08800000000000001,0.08025600000000001,0.066130944,1.360817327514856
0.089,0.081079,0.066646938,1.3627439567186377
0.09,0.0819,0.06715800000000001,1.364658252035873
0.091,0.082719,0.06766414200000001,1.3665603371120423
0.092,0.083536,0.068165376,1.3684503328458095
0.093,0.084351,0.068661714,1.370328357478506
0.094,0.085164,0.069153168,1.3721945266797597
0.095,0.08597500000000001,0.06963975000000001,1.3740489536294866
0.096,0.086784,0.070121472,1.3758917490964233
0.097,0.087591,0.070598346,1.377723021513389
0.098,0.088396,0.071070384,1.379542877049444
0.099,0.089199,0.07153759800000001,1.3813514196791017
0.1,0.09000000000000001,0.07200000000000001,1.3831487512487415
0.101,0.090799,0.07245760200000001,1.3849349715403683
0.10200000000000001,0.09159600000000001,0.072910416,1.386710178332843
0.10300000000000001,0.09239100000000001,0.07335845400000002,1.3884744674607132
0.10400000000000001,0.09318400000000002,0.07380172800000001,1.3902279328707572
0.10500000000000001,0.09397500000000002,0.07424025000000002,1.391970666676354
0.106,0.094764,0.074674032,1.3937027592097806
0.107,0.095551,0.075103086,1.3954242990725356
0.108,0.096336,0.07552742400000001,1.3971353731837808
0.109,0.097119,0.075947058,1.398836066826989
0.11,0.0979,0.076362,1.4005264636948778
0.111,0.098679,0.07677226200000001,1.4022066459327103
0.112,0.099456,0.077177856,1.4038766941800347
0.113,0.100231,0.077578794,1.4055366876109328
0.114,0.10100400000000001,0.07797508800000001,1.4071867039728416
0.115,0.101775,0.07836675,1.4088268196240166
0.116,0.10254400000000001,0.078753792,1.4104571095696847
0.117,0.103311,0.079136226,1.4120776474969574
0.11800000000000001,0.104076,0.07951406400000001,1.4136885058085449
0.11900000000000001,0.104839,0.079887318,1.415289755655329
0.12000000000000001,0.10560000000000001,0.08025600000000001,1.4168814669678396
0.121,0.106359,0.080620122,1.4184637084866827
0.122,0.107116,0.080979696,1.4200365477919608
0.123,0.107871,0.08133473399999999,1.4216000513317306
0.124,0.108624,0.081685248,1.4231542844495308
0.125,0.109375,0.08203125,1.424699311411026
0.126,0.110124,0.082372752,1.4262351954297936
0.127,0.110871,0.082709766,1.4277619986922963
0.128,0.111616,0.08304230400000001,1.4292797823820604
0.129,0.112359,0.083370378,1.430788606703108
0.13,0.1131,0.083694,1.4322885309026523
0.131,0.11383900000000001,0.084013182,1.4337796132931007
0.132,0.11457600000000001,0.084327936,1.4352619112733842
0.133,0.11531100000000001,0.084638274,1.436735481349638
0.134,0.11604400000000001,0.08494420800000001,1.4382003791552618
0.135,0.116775,0.08524575,1.439656659470381
0.136,0.11750400000000001,0.08554291200000001,1.4411043762407292
0.137,0.118231,0.085835706,1.442543582595977
0.138,0.118956,0.086124144,1.4439743308675224
0.139,0.11967900000000001,0.086408238,1.4453966726057697
0.14,0.12040000000000001,0.086688,1.4468106585969052
0.14100000000000001,0.121119,0.086963442,1.4482163388791987
0.14200000000000002,0.12183600000000001,0.08723457600000001,1.4496137627588368
0.14300000000000002,0.12255100000000001,0.087501414,1.451002978825315
0.14400000000000002,0.12326400000000001,0.08776396800000001,1.4523840349663957
0.14500000000000002,0.12397500000000002,0.08802225000000001,1.4537569783826498
0.146,0.12468399999999999,0.08827627199999999,1.455121855601599
0.147,0.125391,0.088526046,1.45647871249147
0.148,0.12609599999999999,0.08877158399999999,1.4578275942745724
0.149,0.126799,0.089012898,1.4591685455403154
0.15,0.1275,0.08925,1.4605016102578758
0.151,0.12819899999999998,0.08948290199999998,1.4618268317885266
0.152,0.12889599999999998,0.08971161599999998,1.463144252897638
