galaxy,ml_disk,ml_bulge,n,Q,D_Mpc,inclination_deg,refs,baryon_invalid_rows,baryon_chi2_valid,baryon_chi2_per_valid_row,core_length_kpc,core_amplitude_kms,core_excess_amplitude_kms,core_admissible_min_amplitude_kms,core_chi2,core_reduced_chi2,core_dof,core_success,core_optimality,core_bound_hit,core_bound_distance_log,core_restart_chi2_spread,core_near_best_starts,nfw_length_kpc,nfw_amplitude_kms,nfw_excess_amplitude_kms,nfw_admissible_min_amplitude_kms,nfw_chi2,nfw_reduced_chi2,nfw_dof,nfw_success,nfw_optimality,nfw_bound_hit,nfw_bound_distance_log,nfw_restart_chi2_spread,nfw_near_best_starts
ESO116-G012,0.5,0.7,15,1,13.0,74.0,Ge04,0,4944.638747275469,329.6425831516979,2.596824032260196,115.89099510065476,115.89099510065476,0.0,20.148373255957416,1.5498748658428783,13,True,5.263171976332627e-05,False,4.457690320070366,2.447819724693545e-12,9,24.046410777607413,295.50817963824096,295.50817963824096,0.0,30.39847775482421,2.3383444426787854,13,True,1.3756861329283411e-05,False,3.5216438548422673,1.9770851622524788e-11,9
ESO444-G084,0.5,0.7,7,2,4.83,32.0,Co00,0,1994.7216843880326,284.9602406268618,1.1696821240392303,69.83945810103683,69.83945810103683,0.0,20.020179174702136,4.004035834940427,5,True,3.272405699869743e-05,False,4.068755028468349,2.5650592760939617e-12,9,12.714368837372833,194.3741869826471,194.3741869826471,0.0,3.349026599496533,0.6698053198993066,5,True,3.19940919230058e-05,False,3.940555271777364,2.2937207688755734e-12,9
ESO563-G021,0.5,0.7,30,1,60.8,83.0,SG06,0,7372.027061257691,245.73423537525636,6.92983480741138,345.79956052375303,345.79956052375303,0.0,342.68073899052445,12.238597821090158,28,True,0.0009540023887249104,False,3.364481069624987,6.218670023372397e-11,9,39.060585927919576,649.2706960318699,649.2706960318699,0.0,577.7054771752354,20.63233847054412,28,True,0.00026636673464697295,False,2.734490645111393,1.2028067430946976e-10,9
F565-V2,0.5,0.7,7,2,51.8,60.0,"dB97,dB96",0,302.9964339919946,43.285204855999226,3.2010655330873394,88.251282549712,88.251282549712,0.0,0.2864280737521649,0.05728561475043298,5,True,3.539998824742927e-07,False,4.73015214312717,8.43769498715119e-15,9,4999.99999094332,2675.61353956306,2675.61353956306,0.0,1.869770947093391,0.3739541894186782,5,True,8.726393764043259e-06,True,1.8113368582817202e-09,2.0761170560490427e-12,9
F568-3,0.5,0.7,18,1,82.4,40.0,"KN08,dB96",0,531.5581999834988,29.531011110194374,3.9624989006008295,113.8976744299567,113.8976744299567,0.0,14.792389038559744,0.924524314909984,16,True,1.6389791602755434e-05,False,4.475039919378929,1.886490963443066e-12,9,4999.9999999998445,2636.323885881321,2636.323885881321,0.0,51.03379404284257,3.189612127677661,16,True,2.0954524211271017e-07,True,3.197442310920451e-14,1.1368683772161603e-11,9
F568-V1,0.5,0.7,15,1,80.6,40.0,"dB01,dB96",0,683.7108622397138,45.58072414931426,2.475290908311955,130.54142266517934,130.54142266517934,0.0,6.267627104478176,0.48212516188293664,13,True,4.849257748460824e-05,False,4.338649780520092,5.9818816566803434e-12,9,8.012883159992054,244.5567174950006,244.5567174950006,0.0,2.8239208057120577,0.21722467736246598,13,True,5.260904507054973e-06,False,3.710893116568239,4.063416270128073e-13,9
F571-8,0.5,0.7,13,1,53.3,85.0,"dB01,dB96",0,2150.8652042646213,165.451169558817,5.355201497901671,163.59157213241105,163.59157213241105,0.0,105.44605666256051,9.586005151141864,11,True,8.659511287346941e-05,False,4.112967464217546,7.65965069149388e-12,9,4999.999999949333,3742.9132355135134,3742.9132355135134,0.0,210.33837167183555,19.12167015198505,11,True,2.9599244876740487e-06,True,1.0134115768778429e-11,4.260414243617561e-11,9
F571-V1,0.5,0.7,7,2,80.1,30.0,"dB97,dB96",0,279.02710961673114,39.86101565953302,3.9922574287055035,89.043934545616,89.043934545616,0.0,0.5056916744014487,0.10113833488028974,5,True,1.347870919501874e-06,False,4.721210477467478,5.362377208939506e-14,9,26.16322829669347,206.3106764972691,206.3106764972691,0.0,1.5938606361574617,0.31877212723149234,5,True,2.1258876751716454e-06,False,3.8809572009488464,4.927169783286445e-13,9
F574-1,0.5,0.7,14,1,96.8,65.0,"dB01,dB96",0,1580.480826541699,112.89148761012135,2.8385463315591126,106.10652717283988,106.10652717283988,0.0,10.776002737144832,0.8980002280954027,12,True,9.027210074351617e-05,False,4.545896809183057,4.837019673686882e-12,9,15.908197493666485,221.93467131138607,221.93467131138607,0.0,19.724679151939906,1.643723262661659,12,True,7.449341079784382e-06,False,3.807957306782944,9.190870287056896e-12,9
F583-1,0.5,0.7,25,1,35.4,63.0,"KN08,dB96",0,1264.951525439907,50.59806101759628,3.2449125987553513,93.437864590408,93.437864590408,0.0,7.955736648624922,0.3459015934184749,23,True,5.893246385336181e-05,False,4.673043706427869,4.3085535139653075e-12,9,29.881476837828018,226.15324690975396,226.15324690975396,0.0,35.95753615282282,1.563371137079253,23,True,8.605500779944456e-05,False,3.7891275188272786,6.623679382755654e-11,9
